name,include,url,brand_identity,source,cb_id,cb_desc,logo_file,logo_url
adobe,2,http://www.adobe.com,"Only Adobe gives everyone -- from emerging artists to global brands -- everything they need to design and deliver exceptional digital experiences. We love to explore, tinker, and mix things up to make things work better. You can see the results everywhere -- in our award-winning research and hundreds of patents; our  _innovation-in-a-box  program that's spawned new product offerings; and the employee check-ins that have inspired our people to do their best work.",BD,adobe-systems,"Adobe is a software company that provides its users with digital marketing and media solutions. Its tools and services allow its customers to create ground-breaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success.  The company helps its customers make, manage, measure, and monetize their content across every channel and screen. Its main products include Illustrator, Photoshop, Flash, Freehand, InDesign, Acrobat, Dreamweaver, and many others.  Adobe is the global leader in digital marketing and digital media solutions. Their tools and services allow their customers to create groundbreaking digital content, deploy it across media and devices, measure and optimize it over time, and achieve greater business success. Adobe helps their customers make, manage, measure, and monetize their content across every channel and screen.  Adobe was founded on January 1, 1982 in California, United States.",adobe.png,http://www.columbia.edu/~rtd2118/logos/adobe.png
advance-auto-parts,2,http://shop.advanceautoparts.com/home,"Advance Auto Parts works hard to create an environment of honesty, integrity, mutual trust and dedication. Since our founding by Arthur Taubman in 1932, these values haven't changed.     Inspire and build the self-confidence and success of every Team Member.   Serve our customers better than anyone else  _ help them succeed.   Grow the business and profitability with integrity.     At Advance Auto Parts, Service Is Our Best Part. That includes our service and responsibility to the environment, and every year we take more steps to reduce our carbon footprint. With one eye on the future, we're currently focused on best practices in recycling, transportation and energy.    We're also working to improve our Leadership in Energy and Environmental Design (LEED) score. LEED certification, orchestrated by the U.S. Green Building Council, provides tangible proof of buildings built to be high-performing, efficient and safe for the environment and the community. Our store prototype is currently within four points of standard LEED, and we currently have two LEED-certified stores.    Every year Advance Auto Parts serves millions of customers in thousands of stores across the United States, Puerto Rico and the Virgin Islands. But that is only the beginning of our commitment to customers. We also believe in being a good, responsible corporate citizen. In the towns and cities where we reside, we are more than a business - we are neighbors. We are ready to lend a hand where it's needed most.     You can see our commitment to service in many places: store windows filled with JDRF paper sneakers, disaster relief efforts provided by the Red Cross, after-school educational programs held by the United Way, and in homes provided to service men and women through Building Homes for Heroes. We have a strong, continuing desire to serve our neighbors. And we will do anything we can to help others live a healthy, successful life.",BD,advance-auto-parts,"Headquartered in Roanoke, Va., Advance Auto Parts, Inc., a leading automotive aftermarket retailer of parts, accessories, batteries, and maintenance items, in the United States, serves both the do-it-yourself and professional installer markets.   The company operates over 3,900 stores in 39 states, Puerto Rico, and the Virgin Islands  and employs over  55,000 of the best Team Members in the business.  Advance Auto Parts works hard to create an environment of honesty, integrity, mutual trust and dedication. Since our founding by Arthur Taubman in 1932, the values haven't changed.",advance-auto-parts.png,http://www.columbia.edu/~rtd2118/logos/advance-auto-parts.png
amazon,2,https://www.amazon.com/,"We're a company of builders. Of pioneers. It's our job to make bold bets, and we get our energy from inventing on behalf of customers. Here are just some of the innovations pioneered by Amazon, and we're always looking for the next one.    We don't choose our passions--our passions choose us. Get published. Write a screenplay. Sell to millions of customers around the world. Build the next hot startup. Start your career.",BD,amazon,"Amazon is an e-commerce retailer formed originally to provide consumers with products in two segments. It offers users with merchandise and content purchased for resale from vendors and those offered by third-party sellers.   Operating in North American and International markets, Amazon provides its services through websites such as amazon.com and amazon.ca. It also enables authors, musicians, filmmakers, app developers, and others to publish and sell content via its branded websites.   Amazon also provides Kindle Direct Publishing, an online platform that allows independent authors and publishers to make their books available in the Kindle Store. In addition, it provides co-branded credit card agreements and advertising services, serves developers and enterprises through Amazon Web Services, and manufactures and sells electronic devices.   It offers Amazon Prime which is an annual membership program. It provides free shipping, streaming, and access to books to borrow and read on a Kindle device.   Amazon was founded in 1994 and is headquartered in Seattle, Washington.",amazon.png,http://www.columbia.edu/~rtd2118/logos/amazon.png
apple,2,http://www.apple.com/in/,"Apple is an American multinational technology company headquartered in Cupertino, California that designs, develops, and sells consumer electronics, computer software, and online services. The company's hardware products include the iPhone smartphone, the iPad tablet computer, the Mac personal computer, the iPod portable media player, the Apple smartwatch, and the Apple TV digital media player. Apple's consumer software includes the macOS and iOS operating systems, the iTunes media player, the Safari web browser, and the iLife and iWork creativity and productivity suites. Its online services include the iTunes Store, the iOS App Store and Mac App Store, Apple Music, and iCloud.",BD,apple,"Apple is a multinational corporation that designs, manufactures, and markets mobile communication and media devices, personal computers, portable digital music players, and sells a variety of related software, services, peripherals, networking solutions, and third-party digital content and applications.   Apple provides many products and services, including iPhone; iPad; iPod; Mac; Apple TV; a portfolio of consumer and professional software applications; the iOS and OS X operating systems; iCloud; and accessories, service, and support offerings.    It sells its products worldwide through its retail stores, online stores, direct sales force and third-party cellular network carriers, wholesalers, retailers, and value-added resellers to the consumer and also sells third-party iPhone, iPad, Mac and iPod compatible products, including application software and accessories through its online and retail stores.   Introduced in 1984, the Macintosh was the first widely sold personal computer with a graphical user interface (GUI). That feature and others such as an improved floppy drive design and a low-cost hard drive that made data retrieval faster helped Apple cultivate a reputation for innovation.   Apple was named as the most admired company in the United States in 2008 and in the world from 2008 to 2012 by the Fortune magazine.   The company was founded by Steven Paul Jobs, Steve Wozniak, and Ronald Gerald Wayne on April 1, 1976, and is headquartered in Cupertino, California.",apple.png,http://www.columbia.edu/~rtd2118/logos/apple.png
audi,2,https://www.audiusa.com/,"""Vorsprung durch Technik"" or, ""Progress through Technology"" is our company ethos and is the core belief that drives the development of every Audi vehicle. It inspires the innovative solutions, revolutionary engineering and progressive design that have become synonymous with the Audi name. And it reminds us to challenge ourselves, rewrite the rules from time to time and always fuel our pioneering spirit. The spirit that sets us apart on the racetrack and the open road.",IB,audi,"Audi designs, develops, produces, assembles, distributes, and sells vehicles of the Audi and Lamborghini brands in Germany and internationally.  The company operates through automotive and motorcycles segments. It offers cars through the premium and supercar segments. The company also sells vehicles of other Volkswagen Group brands; and provides engines, accessories, machinery, tools, and other technical articles as well as offers used cars.  The company offers vehicles of the Bentley, SEAT, Skoda, VW Passenger Cars, and VW Commercial Vehicles brands. In addition, it develops, produces, assembles, and distributes motorcycles under the Ducati brand as well as sells accessories and spare parts.  Audi was founded in 1899 and is headquartered in Ingolstadt, Germany. It is a subsidiary of Volkswagen AG.",audi.png,http://www.columbia.edu/~rtd2118/logos/audi.png
