name,area,frac,r,g,b,lab-l,lab-a,lab-b,color_label
mcdonalds-old,12136,0.20745299145299145,254.1761410446523,193.73183391003468,17.85747240075372,7792.403566136714,837.4974101664917,6637.074490277459,11
mcdonalds-old,10327,0.17652991452991454,226.96019370459928,18.006973365588465,17.96116222761901,5087.045047895938,5851.864353987512,4808.353210342064,2
mcdonalds-old,36037,0.616017094017094,254.14607209257042,253.2716652329216,252.8101118294772,9295.306635305522,17.478441352864138,27.75141518355895,0
