name,index,ncolors,nregions,frac,pcm,h_sym,v_sym,rep_frac,rep_pcm,h_pos,v_pos,avg_left,avg_right,avg_top,avg_bot,abs_left,abs_right,abs_top,abs_bot,ch_density,ch_entropy,ar,ncorners,down_diag,vert,up_diag,hor
shake-shack,1,3,11,0.0392114306384518,53.03941253869667,0.3206680009690481,0.023688997839395216,0.07026872192339831,2.6214509019832817,0.459214501510574,0.4962962962962963,False,False,False,False,False,False,False,False,0.339705421497963,1.6145247076161642,1.3461538461538463,28,0.08530510585305105,0.10460772104607721,0.08530510585305105,0.7247820672478207
shake-shack,2,1,2,0.005028034002532104,29.76082935859384,0.03546004044371715,0.3505009993500796,0.04676258992805757,2.075928259393284,0.2311178247734139,0.5333333333333333,True,False,False,False,False,False,False,False,0.18122555410691005,0.6583932766646616,1.6818181818181819,12,0.12857142857142856,0.5214285714285715,0.1357142857142857,0.21428571428571427
