name,area,frac,r,g,b,lab-l,lab-a,lab-b,color_label
in-n-out,8892,0.09652627008250107,247.24876293297388,228.9805443094915,43.68623481779619,8489.431326077474,-911.2799270747516,6847.9505246015415,11
in-n-out,15805,0.17156969170646982,207.2234103131798,49.47130654858986,37.99538120844062,4889.035779737483,5026.939674514946,3935.490761289037,2
in-n-out,3084,0.03347807207989579,200.57782101167462,22.50453955900937,16.408884565501634,4622.155531606122,5257.379528620458,4352.882465500379,2
in-n-out,1505,0.01633738601823708,225.20730897010003,122.39335548173096,103.36943521594866,6170.914276608104,3259.6822052586626,2452.329454545678,13
in-n-out,936,0.010160660008684324,240.42200854700863,191.60042735042717,183.92628205128207,7777.910686821511,1397.3060593908428,902.4757941328287,8
in-n-out,61898,0.6719279201042119,254.95495815695332,254.8280396782428,254.79698859417167,9337.24949922979,2.893867478967138,2.885689165950112,0
