name,index,ncolors,nregions,frac,pcm,h_sym,v_sym,rep_frac,rep_pcm,h_pos,v_pos,avg_left,avg_right,avg_top,avg_bot,abs_left,abs_right,abs_top,abs_bot,ch_density,ch_entropy,ar,ncorners,down_diag,vert,up_diag,hor
mcdonalds-old,1,3,17,0.5116410256410256,4.486288632658569,0.9445939541115003,0.3810764376625729,0.39168554112860665,5.856783197625009,0.496551724137931,0.4981751824817518,False,False,False,False,False,False,False,False,0.9149573564026534,2.3421930916318425,1.0890052356020943,46,0.10242179616548941,0.4177598385469223,0.09434914228052473,0.3854692230070636
