name,area,frac,r,g,b,lab-l,lab-a,lab-b,color_label
mcdonalds1,287611,0.7434037075712616,219.04359708078948,0.25812295096412186,7.124094697351077,4930.340011376194,5721.7928784603955,4784.248570995206,2
mcdonalds1,48973,0.12658316187797894,254.33061074470558,185.1982929369527,15.419333101912752,7620.097496192377,1219.7929786129291,6532.0915604988695,11
mcdonalds1,50300,0.1300131305507594,254.97966202784272,254.857495029936,254.86135188866746,9338.158381334786,3.2801287400801016,1.4243801550634316,0
