name,area,frac,r,g,b,lab-l,lab-a,lab-b
mcdonalds2,109023,0.31759852945032085,255.0,188.35382442237113,14.28198636993082,7689.982501357424,1103.691752461593,6588.356054832022
mcdonalds2,234250,0.6824014705496791,255.0,254.90854642476174,254.66863607265594,9338.949053178547,-1.2059664695414085,10.998251060462394
