name,area,frac,r,g,b,lab-l,lab-a,lab-b
shake-shack,1060,0.038343280882618916,76.03301886792366,139.2537735849079,53.19150943396352,5275.823893979466,-3119.106976855523,3303.9367519871994
shake-shack,24848,0.8988243805389763,254.1374300776735,254.3162300293733,254.0654754718513,9319.848182671349,-8.940173748911207,8.775497563402723
shake-shack,801,0.02897449810092241,5.754057428214594,5.863920099877902,5.946317103621681,443.88080252945196,-3.8497622612814197,-9.339593152160575
shake-shack,936,0.033857840477482366,159.89090909090882,176.35508021390507,155.14331550802243,6800.348064814405,-834.3197118709753,764.5890591389034
