ar,down_diag,entropy,gpc,h,h_sym,hor,mean_light,mean_sat,mmark_absbot,mmark_absleft,mmark_absright,mmark_abstop,mmark_avgbot,mmark_avgleft,mmark_avgright,mmark_avgtop,name,nchars,ncolors,ncorners,nmarks,nregions,perc_white,sd_light,sd_sat,up_diag,v_sym,vert,w
1.8369565217391304,0.14672827172827174,1.9173421710123548,82.6089303374969,184,0.21745876679538403,0.4050949050949051,0.9398615110379925,0.35220598739328146,False,False,False,False,False,False,False,False,in-n-out,9,6,151,2,27,0.5450965916082195,0.08376482069969228,0.40497489272086873,0.05506993006993007,-0.10790663373681694,0.3931068931068931,338
