ar,down_diag,entropy,gpc,h,h_sym,hor,mean_light,mean_sat,mmark_absbot,mmark_absleft,mmark_absright,mmark_abstop,mmark_avgbot,mmark_avgleft,mmark_avgright,mmark_avgtop,name,nchars,ncolors,ncorners,nmarks,nregions,perc_white,sd_light,sd_sat,up_diag,v_sym,vert,w
4.056603773584905,0.12658227848101267,2.7963476695595735,104.51441187562253,53,0.36266782881740944,0.47468354430379744,0.8828892629127068,0.0521492495816315,False,False,False,False,False,False,False,False,shake-shack,8,4,58,2,26,0.7586123241145075,0.25798052074482514,0.17891735718802396,0.11334867663981588,0.18140724273340864,0.285385500575374,215
