name,match,ftype,style,family,ver,letter
shake-shack,1787,sans,geom,futura,cb,a
shake-shack,1787,sans,geom,futura,cb,a
shake-shack,1598,sans,geom,comfortaa,light,s
shake-shack,1599,sans,geom,comfortaa,light,k
shake-shack,2008,sans,geom,futura,light,s
shake-shack,2020,sans,geom,futura,light,h
shake-shack,1932,sans,humanist,gillsans,light,c
shake-shack,1224,sans,geom-square,eurostile,co,k
