name,index,ncolors,nregions,frac,pcm,h_sym,v_sym,rep_frac,rep_pcm,h_pos,v_pos,avg_left,avg_right,avg_top,avg_bot,abs_left,abs_right,abs_top,abs_bot,ch_density,ch_entropy,ar,ncorners,down_diag,vert,up_diag,hor
activision-blizzard,2,2,3,0.05968356179194849,2.6664219451337825,0.40267949084062266,0.5622362899811588,0.3544150946657182,2.603247901467135,0.17108753315649866,0.6254355400696864,True,False,False,False,False,False,False,False,0.8470588235294118,2.718974412895683,0.3643410852713178,16,0.1036036036036036,0.5615615615615616,0.13663663663663664,0.1981981981981982
adidas,1,2,3,0.13386800045992872,4.729331682376818,0.5681006172512032,0.32202328551709736,0.2478711574749434,10.802687835589063,0.5511363636363636,0.4961977186311787,False,False,True,False,False,False,False,False,0.5967070279966686,0.24946840484303884,0.8397790055248618,13,0.3159163987138264,0.37138263665594856,0.07797427652733119,0.2347266881028939
adidas,2,2,2,0.0191445325974474,1.4168613477355068,0.6834922903489911,0.3736870084426421,0.4523273273273273,11.689347476229274,0.2869318181818182,0.5399239543726235,True,False,False,False,False,False,False,False,0.9541547277936964,0.5131408074481433,1.6666666666666667,4,0.20422535211267606,0.14788732394366194,0.1619718309859155,0.4859154929577465
adobe,1,1,1,0.06825657894736842,2.405081267915666,0.3243165612983698,0.3423500607346076,0.0,0.0,0.2555970149253731,0.3665540540540541,False,False,True,False,False,False,True,False,0.9834608738583066,0.6402111994874522,0.4222222222222222,3,0.0,0.6504559270516718,0.17325227963525835,0.1762917933130699
adobe,2,2,2,0.06940446820175439,6.315300357895622,0.49909712695871,0.4212896433992303,0.4753147371019502,5.742249822761152,0.6828358208955224,0.3665540540540541,False,True,True,False,False,False,True,False,0.6390597886101909,0.5654002337675971,0.6518518518518519,12,0.1894117647058824,0.5694117647058824,0.05764705882352941,0.18352941176470589
adobe,3,1,1,0.03633840460526317,2.252068707942249,0.0789657228033594,0.21808759823651344,0.0,0.0,0.458955223880597,0.4560810810810811,False,False,True,False,False,False,True,False,0.8337264150943396,0.8405921280485996,0.7142857142857143,5,0.2113636363636364,0.45,0.11136363636363636,0.2272727272727273
adp,1,2,9,0.5360667012899513,2.6747852863592483,0.12512695050979322,0.3721248233891377,0.4606674859993832,6.4717368547143925,0.4987893462469734,0.4978354978354978,False,False,False,False,False,False,False,False,0.9155878404296126,0.8237852232700618,2.2133333333333334,21,0.07600827300930714,0.2647362978283351,0.187693898655636,0.4715615305067218
advance-auto-parts,1,2,5,0.10537375029063008,17.969649659866946,0.034671828236613265,0.05603792796866939,0.08749431994351167,1.5874065520847396,0.8180288461538462,0.5,False,True,False,False,False,False,False,False,0.5438196517226379,0.1916009881571947,1.2564655172413792,35,0.029813810982795192,0.36483620080131984,0.2006834786707518,0.4046665095451332
advance-auto-parts,2,1,2,0.035390994342400985,7.979957050025692,-0.010506015457140154,-0.09445920732039298,0.08978429869703275,0.011716263185892473,0.4442307692307692,0.5366300366300366,False,False,False,False,False,False,False,False,0.5177804549642123,0.22407011054727832,0.649746192893401,26,0.08238993710691822,0.2591194968553459,0.29371069182389936,0.3647798742138365
aecom-technology,1,3,9,0.10309544917257683,7.242547836694893,0.04513603081647094,0.4289336672160403,4.003542596495851,5.4932492578667045,0.2732919254658385,0.4926470588235294,True,False,False,False,False,False,False,False,0.6638915318744053,0.9977856387380108,1.8076923076923082,21,0.03609341825902335,0.3078556263269639,0.09129511677282376,0.564755838641189
aes,1,4,4,0.08545666084933101,5.222657539899728,0.4085878184774597,0.189202359263632,0.08329501675761279,2.274611418775784,0.2227488151658768,0.4159090909090909,True,False,False,False,True,False,False,False,0.6531065910859175,0.8104898140245842,1.029126213592233,8,0.21442885771543085,0.3486973947895792,0.250501002004008,0.186372745490982
aetna,1,2,2,0.0738456217213351,4.528647678141753,0.40966695055005603,0.5060731728342284,0.5460577673692427,2.7613786967710245,0.3012048192771085,0.5243902439024389,False,False,False,False,False,False,False,False,0.6616735537190083,2.0471170138509067,1.8787878787878791,18,0.13729508196721313,0.2868852459016393,0.12090163934426228,0.4549180327868853
aflac,1,3,3,0.028381147540983608,14.334439167892587,0.2444726152865624,0.2273047054535832,0.149164038753267,3.745650553084012,0.4930555555555556,0.3820422535211268,False,False,False,False,False,False,False,False,0.4492034722884671,1.533297804019792,0.8270676691729323,34,0.08322056833558862,0.4059539918809202,0.2577807848443843,0.2530446549391069
agco-corporation,1,2,7,0.07159896840747905,22.552635229547228,0.2811070040839767,0.1576097953628399,0.1554418474475931,4.089194611447641,0.29086538461538464,0.4829268292682927,True,False,False,False,False,False,False,False,0.4115249212525477,0.8021194417756762,1.3793103448275863,42,0.08360655737704918,0.23497267759562845,0.3841530054644809,0.2972677595628415
aig,1,2,6,0.5047872340425532,1.3775539542221584,,,0.21232155225131985,11.819710981386207,0.4978070175438597,0.496875,False,False,False,False,False,False,False,False,1.0,1.5243035331728982,1.8831168831168832,4,0.002242152466367713,0.3452914798206278,0.002242152466367713,0.6502242152466368
