name,match,ftype,style,family,ver,letter
21st-century-fox,3330,sans,grotesque,helvetica,bold,2
21st-century-fox,4153,sans,geom,futura,bold,s
21st-century-fox,3329,sans,grotesque,helvetica,bold,1
21st-century-fox,4039,sans,geom-square,eurostile,bold,t
21st-century-fox,576,sans,humanist,gillsans,bold,c
21st-century-fox,4157,sans,geom,futura,bold,e
21st-century-fox,3313,sans,grotesque,helvetica,bold,n
21st-century-fox,4039,sans,geom-square,eurostile,bold,t
21st-century-fox,3317,sans,grotesque,helvetica,bold,u
21st-century-fox,2764,sans,humanist,gillsans,cb,r
21st-century-fox,4044,sans,geom-square,eurostile,bold,y
21st-century-fox,4158,sans,geom,futura,bold,f
21st-century-fox,3709,sans,geom,bauhaus,bold,o
21st-century-fox,1831,sans,geom,futura,cb,x
3m,5733,serif,kepler,kepler,bi,m
abbott-labs,248,serif,transitional,times,cb,a
abbott-labs,4206,serif,oldstyle,bembo,bold,a
abbott-labs,3199,serif,clarendon,clarendon,bold,b
abbott-labs,3199,serif,clarendon,clarendon,bold,b
abbott-labs,3174,serif,clarendon,clarendon,bold,o
abbott-labs,2470,serif,slab,rockwell,cb,t
abbott-labs,2470,serif,slab,rockwell,cb,t
abbvie-inc,4914,sans,geom-square,eurostile,wide,v
abbvie-inc,2042,sans,geom,futura,light,i
abbvie-inc,4926,sans,geom-square,eurostile,wide,e
abc,5156,sans,grotesque,helvetica,wide,b
abc,4289,sans,geom,comfortaa,orig,a
abc,5129,sans,grotesque,helvetica,wide,c
abm,4831,sans,geom-square,eurostile,wb,a
abm,4964,sans,grotesque,helvetica,wb,m
abm,4265,sans,geom,comfortaa,orig,b
abm,2215,sans,geom,futura,orig,v
abm,894,serif,oldstyle,centaur,bold,g
abm,6040,serif,kepler,kepler,co,e
accenture,3090,serif,slab,rockwell,bold,t
accenture,1753,sans,grotesque,helvetica,orig,a
accenture,1754,sans,grotesque,helvetica,orig,c
accenture,1754,sans,grotesque,helvetica,orig,c
accenture,3527,sans,humanist,gillsans,orig,e
accenture,3529,sans,humanist,gillsans,orig,n
accenture,4561,sans,geom,bauhaus,orig,r
accenture,3527,sans,humanist,gillsans,orig,e
accenture,3538,sans,humanist,gillsans,orig,u
ace,5918,serif,kepler,kepler,cbi,c
ace,2938,sans,geom-square,eurostile,bi,e
ace,3973,sans,geom,futura,bi,h
ace,2957,sans,geom-square,eurostile,bi,d
ace,2967,sans,geom-square,eurostile,bi,a
ace,2595,sans,geom,futura,cbi,r
ace,3985,sans,geom,futura,bi,w
ace,2595,sans,geom,futura,cbi,r
ace,2660,sans,geom,futura,italic,e
actavis,3685,callig,glyphic,copperplate-gothic,bold,a
actavis,4552,sans,geom,bauhaus,orig,t
actavis,3526,sans,humanist,gillsans,orig,c
actavis,1753,sans,grotesque,helvetica,orig,a
actavis,3532,sans,humanist,gillsans,orig,s
actavis,4170,sans,geom,futura,bold,v
actavis,4160,sans,geom,futura,bold,i
activision-blizzard,1225,sans,geom-square,eurostile,co,l
activision-blizzard,1184,sans,humanist,gillsans,co,z
activision-blizzard,2036,sans,geom,futura,light,t
activision-blizzard,4891,sans,geom-square,eurostile,wide,l
activision-blizzard,2791,sans,humanist,gillsans,cb,i
activision-blizzard,3751,sans,geom,bauhaus,bold,i
activision-blizzard,3751,sans,geom,bauhaus,bold,i
activision-blizzard,4995,sans,grotesque,helvetica,wb,n
activision-blizzard,4831,sans,geom-square,eurostile,wb,a
activision-blizzard,1209,sans,humanist,gillsans,co,v
activision-blizzard,4192,sans,geom,futura,bold,i
activision-blizzard,2729,sans,geom-square,eurostile,cb,s
activision-blizzard,1788,sans,geom,futura,cb,b
activision-blizzard,1015,serif,slab,rockwell,co,o
activision-blizzard,1787,sans,geom,futura,cb,a
adidas,5157,sans,grotesque,helvetica,wide,d
adidas,90,sans,geom,comfortaa,bold,d
adidas,2684,sans,geom-square,eurostile,cb,i
adidas,2224,sans,geom,futura,orig,a
adidas,2224,sans,geom,futura,orig,a
adidas,5182,sans,grotesque,helvetica,wide,s
adobe,2703,sans,geom-square,eurostile,cb,d
adobe,4666,sans,grotesque,helvetica,cb,b
adobe,1787,sans,geom,futura,cb,a
adobe,2740,sans,humanist,gillsans,cb,o
adobe,1818,sans,geom,futura,cb,e
adp,1790,sans,geom,futura,cb,d
adp,4518,sans,geom,bauhaus,orig,r
advance-auto-parts,5016,sans,grotesque,helvetica,wbi,a
advance-auto-parts,4352,sans,grotesque,helvetica,bi,d
advance-auto-parts,2974,sans,geom-square,eurostile,bi,n
advance-auto-parts,1568,serif,transitional,times,bi,c
advance-auto-parts,4492,serif,slab,rockwell,bi,e
advance-auto-parts,4346,sans,grotesque,helvetica,bi,v
advance-auto-parts,6469,serif,kepler,kepler,wi,t
advance-auto-parts,6469,serif,kepler,kepler,wi,t
advance-auto-parts,5016,sans,grotesque,helvetica,wbi,a
advance-auto-parts,4342,sans,grotesque,helvetica,bi,p
advance-auto-parts,4373,sans,grotesque,helvetica,bi,o
advance-auto-parts,1331,serif,oldstyle,bembo,bi,s
advance-auto-parts,460,callig,casual,nadianne,bold,r
advance-auto-parts,5739,serif,kepler,kepler,bi,u
advance-auto-parts,5016,sans,grotesque,helvetica,wbi,a
advance-auto-parts,2596,sans,geom,futura,cbi,a
aecom-technology,2604,sans,geom,futura,cbi,o
aecom-technology,1462,serif,didone,bodoni,cbi,a
aecom-technology,3526,sans,humanist,gillsans,orig,c
aecom-technology,3672,callig,glyphic,copperplate-gothic,bold,o
aecom-technology,3978,sans,geom,futura,bi,m
aes,1061,sans,humanist,gillsans,italic,b
aes,1061,sans,humanist,gillsans,italic,b
aes,3656,sans,grotesque,helvetica,italic,p
aes,1057,sans,humanist,gillsans,italic,w
aes,2841,sans,grotesque,helvetica,ci,9
aes,64,sans,geom,comfortaa,bold,a
aes,4648,sans,grotesque,helvetica,cb,e
aes,1982,sans,humanist,gillsans,light,s
aetna,636,serif,transitional,times,bold,t
aetna,2786,sans,humanist,gillsans,cb,n
aetna,4429,serif,slab,rockwell,italic,a
aetna,5418,serif,clarendon,clarendon,wbi,a
aetna,4365,sans,grotesque,helvetica,bi,c
aflac,3487,sans,humanist,gillsans,orig,f
aflac,3496,sans,humanist,gillsans,orig,a
aflac,3526,sans,humanist,gillsans,orig,c
aflac,2161,serif,slab,rockwell,orig,a
aflac,4355,sans,grotesque,helvetica,bi,l
aflac,3422,serif,slab,rockwell,light,o
agco-corporation,4930,sans,geom-square,eurostile,wide,o
agco-corporation,4930,sans,geom-square,eurostile,wide,o
agco-corporation,4930,sans,geom-square,eurostile,wide,o
agco-corporation,3502,sans,humanist,gillsans,orig,i
agco-corporation,4929,sans,geom-square,eurostile,wide,n
aig,2191,sans,geom,futura,orig,g
aig,2186,sans,geom,futura,orig,a
aig,4529,sans,geom,bauhaus,orig,i
air-products--chemicals,4343,sans,grotesque,helvetica,bi,r
air-products--chemicals,4332,sans,grotesque,helvetica,bi,d
air-products--chemicals,4345,sans,grotesque,helvetica,bi,u
air-products--chemicals,5418,serif,clarendon,clarendon,wbi,a
air-products--chemicals,2598,sans,geom,futura,cbi,e
air-products--chemicals,5026,sans,grotesque,helvetica,wbi,m
air-products--chemicals,6385,serif,kepler,kepler,wbi,i
airbnb,4541,sans,geom,bauhaus,orig,b
airbnb,4541,sans,geom,bauhaus,orig,b
airbnb,2224,sans,geom,futura,orig,a
airbnb,1762,sans,grotesque,helvetica,orig,r
airbnb,2229,sans,geom,futura,orig,n
airbnb,4160,sans,geom,futura,bold,i
airbnb,3717,sans,geom,bauhaus,bold,9
airgas,1787,sans,geom,futura,cb,a
airgas,3882,sans,geom,futura,co,r
airgas,4680,sans,grotesque,helvetica,cb,g
airgas,4677,sans,grotesque,helvetica,cb,a
airgas,4638,sans,grotesque,helvetica,cb,s
airgas,723,sans,grotesque,helvetica,light,a
airgas,1855,sans,geom-square,eurostile,orig,l
airgas,745,sans,grotesque,helvetica,light,d
airgas,761,sans,grotesque,helvetica,light,a
airgas,1979,sans,humanist,gillsans,light,n
airgas,769,sans,grotesque,helvetica,light,q
airgas,3511,sans,humanist,gillsans,orig,u
airgas,2040,sans,geom,futura,light,e
airgas,718,sans,grotesque,helvetica,light,c
airgas,1978,sans,humanist,gillsans,light,m
airgas,1628,sans,geom,comfortaa,light,p
airgas,3463,serif,slab,rockwell,light,a
airgas,1884,sans,geom-square,eurostile,orig,n
airgas,2054,sans,geom,futura,light,y
airgas,4298,sans,geom,comfortaa,orig,i
ak-steel-holding-corporation,4459,serif,slab,rockwell,bi,a
ak-steel-holding-corporation,1817,sans,geom,futura,cb,c
ak-steel-holding-corporation,4154,sans,geom,futura,bold,a
ak-steel-holding-corporation,4162,sans,geom,futura,bold,k
ak-steel-holding-corporation,3532,sans,humanist,gillsans,orig,s
ak-steel-holding-corporation,2777,sans,humanist,gillsans,cb,i
ak-steel-holding-corporation,1814,sans,geom,futura,cb,t
ak-steel-holding-corporation,3093,serif,slab,rockwell,bold,e
ak-steel-holding-corporation,3093,serif,slab,rockwell,bold,e
akamai-technologies,1196,sans,humanist,gillsans,co,c
akamai-technologies,2935,sans,geom-square,eurostile,bi,a
akamai-technologies,2960,sans,geom-square,eurostile,bi,k
akamai-technologies,2967,sans,geom-square,eurostile,bi,a
akamai-technologies,2973,sans,geom-square,eurostile,bi,m
akamai-technologies,2967,sans,geom-square,eurostile,bi,a
akamai-technologies,5015,sans,grotesque,helvetica,wbi,i
akamai-technologies,4496,serif,slab,rockwell,bi,i
akamai-technologies,5049,sans,grotesque,helvetica,wbi,e
alaska-air-group,2607,sans,geom,futura,cbi,s
alaska-air-group,3422,serif,slab,rockwell,light,o
alcoa,4831,sans,geom-square,eurostile,wb,a
alcoa,4963,sans,grotesque,helvetica,wb,l
alcoa,532,sans,humanist,gillsans,bold,c
alcoa,4825,sans,geom-square,eurostile,wb,o
alcoa,4831,sans,geom-square,eurostile,wb,a
allergan,2056,sans,humanist,gillsans,bi,a
allergan,2601,sans,geom,futura,cbi,l
allergan,2601,sans,geom,futura,cbi,l
allergan,1079,sans,humanist,gillsans,italic,r
allergan,2970,sans,geom-square,eurostile,bi,g
allergan,2658,sans,geom,futura,italic,a
allergan,2107,sans,humanist,gillsans,bi,n
allergan,2598,sans,geom,futura,cbi,e
alliance-data-systems-corp,1814,sans,geom,futura,cb,t
alliance-data-systems-corp,4546,sans,geom,bauhaus,orig,l
alliance-data-systems-corp,729,sans,grotesque,helvetica,light,i
alliance-data-systems-corp,1588,sans,geom,comfortaa,light,a
alliance-data-systems-corp,1257,sans,geom-square,eurostile,co,a
alliance-data-systems-corp,1884,sans,geom-square,eurostile,orig,n
alliance-data-systems-corp,4295,sans,geom,comfortaa,orig,c
alliance-data-systems-corp,4296,sans,geom,comfortaa,orig,e
alliance-data-systems-corp,4671,sans,grotesque,helvetica,cb,l
alliance-data-systems-corp,3498,sans,humanist,gillsans,orig,d
alliance-data-systems-corp,5169,sans,grotesque,helvetica,wide,t
alliance-data-systems-corp,1877,sans,geom-square,eurostile,orig,a
alliance-data-systems-corp,1877,sans,geom-square,eurostile,orig,a
alliance-data-systems-corp,1469,serif,didone,bodoni,cbi,o
alliance-data-systems-corp,3720,sans,geom,bauhaus,bold,e
allianz,2006,sans,geom,futura,light,o
allianz,3685,callig,glyphic,copperplate-gothic,bold,a
allianz,916,serif,didone,bodoni,bold,l
allianz,1809,sans,geom,futura,cb,1
allianz,4193,sans,geom,futura,bold,l
allianz,4160,sans,geom,futura,bold,i
allianz,2781,sans,humanist,gillsans,cb,a
allianz,2107,sans,humanist,gillsans,bi,n
allianz,4571,sans,geom,bauhaus,orig,z
allianz,552,sans,humanist,gillsans,bold,i
allstate,3612,sans,grotesque,helvetica,italic,a
allstate,4671,sans,grotesque,helvetica,cb,l
allstate,4671,sans,grotesque,helvetica,cb,l
allstate,101,sans,geom,comfortaa,bold,t
allstate,2718,sans,geom-square,eurostile,cb,t
allstate,3674,callig,glyphic,copperplate-gothic,bold,s
allstate,4429,serif,slab,rockwell,italic,a
allstate,3527,sans,humanist,gillsans,orig,e
ally-financial,3747,sans,geom,bauhaus,bold,a
ally-financial,5183,sans,grotesque,helvetica,wide,i
ally-financial,5183,sans,grotesque,helvetica,wide,i
ally-financial,3701,callig,glyphic,copperplate-gothic,bold,y
alphabet,723,sans,grotesque,helvetica,light,a
alphabet,4546,sans,geom,bauhaus,orig,l
alphabet,1869,sans,geom-square,eurostile,orig,h
alphabet,88,sans,geom,comfortaa,bold,b
alphabet,1625,sans,geom,comfortaa,light,t
alphabet,104,sans,geom,comfortaa,bold,p
alphabet,1877,sans,geom-square,eurostile,orig,a
alphabet,4296,sans,geom,comfortaa,orig,e
altria-group,4998,sans,grotesque,helvetica,wb,r
altria-group,1918,callig,glyphic,trajan,orig,i
altria-group,849,serif,oldstyle,centaur,bold,a
altria-group,1380,serif,oldstyle,bembo,orig,t
altria-group,240,serif,transitional,times,orig,r
altria-group,6038,serif,kepler,kepler,co,a
altria-group,2893,serif,clarendon,clarendon,orig,l
altria-group,2722,sans,geom-square,eurostile,cb,g
amazon,1753,sans,grotesque,helvetica,orig,a
amazon,4681,sans,grotesque,helvetica,cb,m
amazon,1753,sans,grotesque,helvetica,orig,a
amazon,2740,sans,humanist,gillsans,cb,o
amazon,4682,sans,grotesque,helvetica,cb,n
amazon,3030,sans,grotesque,helvetica,co,c
amazon,6584,serif,kepler,kepler,wl,0
amazon,2044,sans,geom,futura,light,m
amazon,3676,callig,glyphic,copperplate-gothic,bold,z
ameren-corporation,3245,sans,grotesque,helvetica,cbi,a
ameren-corporation,3281,sans,grotesque,helvetica,cbi,m
ameren-corporation,3279,sans,grotesque,helvetica,cbi,e
ameren-corporation,3658,sans,grotesque,helvetica,italic,r
ameren-corporation,3279,sans,grotesque,helvetica,cbi,e
ameren-corporation,3282,sans,grotesque,helvetica,cbi,n
ameren-corporation,54,sans,geom,futura,ci,r
ameren-corporation,4424,serif,slab,rockwell,italic,i
ameren-corporation,2604,sans,geom,futura,cbi,o
ameren-corporation,2604,sans,geom,futura,cbi,o
american-airlines,4891,sans,geom-square,eurostile,wide,l
american-airlines,1846,sans,geom-square,eurostile,orig,a
american-airlines,1846,sans,geom-square,eurostile,orig,a
american-airlines,3528,sans,humanist,gillsans,orig,m
american-airlines,3527,sans,humanist,gillsans,orig,e
american-airlines,1762,sans,grotesque,helvetica,orig,r
american-airlines,3526,sans,humanist,gillsans,orig,c
american-airlines,1753,sans,grotesque,helvetica,orig,a
american-airlines,2229,sans,geom,futura,orig,n
american-airlines,1762,sans,grotesque,helvetica,orig,r
american-airlines,3529,sans,humanist,gillsans,orig,n
american-airlines,3527,sans,humanist,gillsans,orig,e
american-airlines,378,callig,glyphic,copperplate-gothic,orig,s
american-airlines,5183,sans,grotesque,helvetica,wide,i
american-airlines,5183,sans,grotesque,helvetica,wide,i
american-airlines,5183,sans,grotesque,helvetica,wide,i
american-electric-power-company,2604,sans,geom,futura,cbi,o
american-electric-power-company,3996,sans,geom,futura,bi,c
american-electric-power-company,5422,serif,clarendon,clarendon,wbi,m
american-electric-power-company,3971,sans,geom,futura,bi,e
american-electric-power-company,3981,sans,geom,futura,bi,r
american-electric-power-company,2104,sans,humanist,gillsans,bi,i
american-electric-power-company,3968,sans,geom,futura,bi,a
american-electric-power-company,4341,sans,grotesque,helvetica,bi,n
american-electric-power-company,3971,sans,geom,futura,bi,e
american-electric-power-company,3977,sans,geom,futura,bi,l
american-electric-power-company,3971,sans,geom,futura,bi,e
american-electric-power-company,3996,sans,geom,futura,bi,c
american-electric-power-company,3982,sans,geom,futura,bi,t
american-electric-power-company,3981,sans,geom,futura,bi,r
american-electric-power-company,2104,sans,humanist,gillsans,bi,i
american-electric-power-company,3996,sans,geom,futura,bi,c
american-electric-power-company,5056,sans,grotesque,helvetica,wbi,m
american-electric-power-company,2114,sans,humanist,gillsans,bi,w
american-electric-power-company,3971,sans,geom,futura,bi,e
american-electric-power-company,3981,sans,geom,futura,bi,r
american-express,4028,sans,geom-square,eurostile,bold,e
american-express,5148,sans,grotesque,helvetica,wide,r
american-express,2777,sans,humanist,gillsans,cb,i
american-express,5148,sans,grotesque,helvetica,wide,r
american-express,4028,sans,geom-square,eurostile,bold,e
american-express,4018,sans,geom-square,eurostile,bold,s
american-express,4018,sans,geom-square,eurostile,bold,s
american-express,5423,serif,clarendon,clarendon,wbi,n
american-family-insurance-group,2738,sans,humanist,gillsans,cb,c
american-family-insurance-group,3685,callig,glyphic,copperplate-gothic,bold,a
american-family-insurance-group,3312,sans,grotesque,helvetica,bold,m
american-family-insurance-group,2754,sans,humanist,gillsans,cb,e
american-family-insurance-group,3696,callig,glyphic,copperplate-gothic,bold,r
american-family-insurance-group,4154,sans,geom,futura,bold,a
american-family-insurance-group,3694,callig,glyphic,copperplate-gothic,bold,n
american-family-insurance-group,550,sans,humanist,gillsans,bold,f
american-family-insurance-group,3685,callig,glyphic,copperplate-gothic,bold,a
american-family-insurance-group,3693,callig,glyphic,copperplate-gothic,bold,m
american-family-insurance-group,4160,sans,geom,futura,bold,i
american-family-insurance-group,4034,sans,geom-square,eurostile,bold,l
american-family-insurance-group,3701,callig,glyphic,copperplate-gothic,bold,y
american-family-insurance-group,4872,sans,geom-square,eurostile,wb,s
american-family-insurance-group,4986,sans,grotesque,helvetica,wb,c
american-family-insurance-group,3350,sans,grotesque,helvetica,bold,i
american-family-insurance-group,4842,sans,geom-square,eurostile,wb,n
american-family-insurance-group,4875,sans,geom-square,eurostile,wb,u
american-family-insurance-group,5029,sans,grotesque,helvetica,wbi,r
american-family-insurance-group,4831,sans,geom-square,eurostile,wb,a
american-family-insurance-group,4842,sans,geom-square,eurostile,wb,n
american-family-insurance-group,4834,sans,geom-square,eurostile,wb,e
american-family-insurance-group,552,sans,humanist,gillsans,bold,i
american-financial-group,4759,callig,glyphic,trajan,bold,c
american-financial-group,187,serif,transitional,times,orig,a
american-financial-group,209,serif,transitional,times,orig,e
american-financial-group,681,serif,transitional,americana,orig,r
american-financial-group,3689,callig,glyphic,copperplate-gothic,bold,i
american-financial-group,679,serif,transitional,americana,orig,n
american-financial-group,3122,serif,oldstyle,centaur,italic,f
american-financial-group,487,serif,didone,bodoni,italic,i
american-financial-group,3789,serif,transitional,americana,italic,n
american-financial-group,787,serif,oldstyle,centaur,bi,c
american-financial-group,487,serif,didone,bodoni,italic,i
american-financial-group,7109,serif,monotype,monotype,orig,a
american-financial-group,490,serif,didone,bodoni,italic,l
american-financial-group,2987,sans,grotesque,helvetica,co,g
american-financial-group,4658,sans,grotesque,helvetica,cb,r
american-financial-group,3035,sans,grotesque,helvetica,co,o
american-financial-group,3042,sans,grotesque,helvetica,co,u
american-financial-group,2211,sans,geom,futura,orig,p
american-financial-group,3003,sans,grotesque,helvetica,co,n
ameriprise-financial,6247,serif,kepler,kepler,orig,a
ameriprise-financial,1695,serif,transitional,americana,bold,m
ameriprise-financial,1135,serif,didone,bodoni,orig,e
ameriprise-financial,1394,serif,oldstyle,bembo,orig,r
ameriprise-financial,922,serif,didone,bodoni,bold,i
ameriprise-financial,1142,serif,didone,bodoni,orig,p
ameriprise-financial,240,serif,transitional,times,orig,r
ameriprise-financial,6816,serif,monotype,monotype,cb,i
ameriprise-financial,6502,serif,kepler,kepler,wide,s
ameriprise-financial,1135,serif,didone,bodoni,orig,e
ameriprise-financial,1046,sans,humanist,gillsans,italic,i
ameriprise-financial,2513,serif,transitional,times,ci,f
ameriprise-financial,1076,sans,humanist,gillsans,italic,n
ameriprise-financial,6100,serif,kepler,kepler,italic,a
ameriprise-financial,1076,sans,humanist,gillsans,italic,n
ameriprise-financial,5855,serif,kepler,kepler,cb,i
ameriprise-financial,2716,sans,geom-square,eurostile,cb,8
amerisourcebergen,723,sans,grotesque,helvetica,light,a
amerisourcebergen,724,sans,grotesque,helvetica,light,b
amerisourcebergen,765,sans,grotesque,helvetica,light,m
amerisourcebergen,1620,sans,geom,comfortaa,light,e
amerisourcebergen,771,sans,grotesque,helvetica,light,s
amerisourcebergen,718,sans,grotesque,helvetica,light,c
amerisourcebergen,1620,sans,geom,comfortaa,light,e
amerisourcebergen,764,sans,grotesque,helvetica,light,g
amerisourcebergen,763,sans,grotesque,helvetica,light,e
amerisourcebergen,2045,sans,geom,futura,light,n
amerisourcebergen,770,sans,grotesque,helvetica,light,r
amerisourcebergen,2207,sans,geom,futura,orig,i
amerisourcebergen,1606,sans,geom,comfortaa,light,u
amerisourcebergen,770,sans,grotesque,helvetica,light,r
amerisourcebergen,770,sans,grotesque,helvetica,light,r
amerisourcebergen,1824,sans,geom,futura,cb,o
amerisourcebergen,1818,sans,geom,futura,cb,e
amgen,2935,sans,geom-square,eurostile,bi,a
amgen,2762,sans,humanist,gillsans,cb,n
anadarko,4853,sans,geom-square,eurostile,wb,d
anadarko,4990,sans,grotesque,helvetica,wb,a
anadarko,4990,sans,grotesque,helvetica,wb,a
anadarko,5418,serif,clarendon,clarendon,wbi,a
anadarko,2708,sans,geom-square,eurostile,cb,o
anixter-international,1655,serif,transitional,americana,bold,a
anixter-international,4160,sans,geom,futura,bold,i
anixter-international,2759,sans,humanist,gillsans,cb,k
anixter-international,4689,sans,grotesque,helvetica,cb,r
anixter-international,464,callig,casual,nadianne,bold,l
anixter-international,3746,sans,geom,bauhaus,bold,t
anthem,1341,serif,oldstyle,bembo,orig,h
anthem,228,serif,transitional,times,orig,t
anthem,1135,serif,didone,bodoni,orig,e
anthem,7158,serif,monotype,monotype,orig,m
anthem,5322,serif,clarendon,clarendon,wb,a
anthem,1091,serif,didone,bodoni,orig,c
anthem,1095,serif,didone,bodoni,orig,s
anthem,1099,serif,didone,bodoni,orig,h
anthem,1097,serif,didone,bodoni,orig,d
anthem,1103,serif,didone,bodoni,orig,b
anthem,1103,serif,didone,bodoni,orig,b
anthem,1135,serif,didone,bodoni,orig,e
anthem,646,serif,transitional,times,bold,r
anthem,1658,serif,transitional,americana,bold,o
anthem,910,serif,didone,bodoni,bold,s
anthem,910,serif,didone,bodoni,bold,s
anthem,1135,serif,didone,bodoni,orig,e
anthem,1135,serif,didone,bodoni,orig,e
anthem,6297,serif,kepler,kepler,orig,u
anthem,6297,serif,kepler,kepler,orig,u
anthem,2743,sans,humanist,gillsans,cb,f
apache,2567,sans,geom,futura,cbi,a
apache,6691,serif,monotype,monotype,bi,h
apache,1320,serif,oldstyle,bembo,bi,c
apache,5394,serif,clarendon,clarendon,wbi,p
apache,2598,sans,geom,futura,cbi,e
applied-materials,5196,sans,grotesque,helvetica,wl,a
applied-materials,1858,sans,geom-square,eurostile,orig,p
applied-materials,1858,sans,geom-square,eurostile,orig,p
applied-materials,3505,sans,humanist,gillsans,orig,l
applied-materials,729,sans,grotesque,helvetica,light,i
applied-materials,1719,sans,grotesque,helvetica,orig,e
applied-materials,1718,sans,grotesque,helvetica,orig,d
applied-materials,1956,sans,humanist,gillsans,light,m
applied-materials,3496,sans,humanist,gillsans,orig,a
applied-materials,81,sans,geom,comfortaa,bold,t
applied-materials,67,sans,geom,comfortaa,bold,e
applied-materials,1729,sans,grotesque,helvetica,orig,r
applied-materials,729,sans,grotesque,helvetica,light,i
applied-materials,3496,sans,humanist,gillsans,orig,a
applied-materials,1225,sans,geom-square,eurostile,co,l
applied-materials,4274,sans,geom,comfortaa,orig,s
applied-materials,2033,sans,geom,futura,light,1
aramark,1870,sans,geom-square,eurostile,orig,k
aramark,2224,sans,geom,futura,orig,a
aramark,1762,sans,grotesque,helvetica,orig,r
aramark,2224,sans,geom,futura,orig,a
aramark,3528,sans,humanist,gillsans,orig,m
aramark,2224,sans,geom,futura,orig,a
aramark,1762,sans,grotesque,helvetica,orig,r
archerdanielsmidland-company,5196,sans,grotesque,helvetica,wl,a
archerdanielsmidland-company,5137,sans,grotesque,helvetica,wide,d
archerdanielsmidland-company,1856,sans,geom-square,eurostile,orig,m
archerdanielsmidland-company,1818,sans,geom,futura,cb,e
arrow-electronics,103,sans,geom,comfortaa,bold,o
arrow-electronics,95,sans,geom,comfortaa,bold,c
arrow-electronics,103,sans,geom,comfortaa,bold,o
arrow-electronics,2162,serif,slab,rockwell,orig,c
arrow-electronics,1763,sans,grotesque,helvetica,orig,s
arrow-electronics,95,sans,geom,comfortaa,bold,c
arrow-electronics,4154,sans,geom,futura,bold,a
arrow-electronics,5148,sans,grotesque,helvetica,wide,r
arrow-electronics,5148,sans,grotesque,helvetica,wide,r
arrow-electronics,1768,sans,grotesque,helvetica,orig,w
arrow-electronics,5138,sans,grotesque,helvetica,wide,e
arrow-electronics,555,sans,humanist,gillsans,bold,l
arrow-electronics,5138,sans,grotesque,helvetica,wide,e
arrow-electronics,5149,sans,grotesque,helvetica,wide,t
arrow-electronics,5148,sans,grotesque,helvetica,wide,r
arrow-electronics,1727,sans,grotesque,helvetica,orig,n
arrow-electronics,571,sans,humanist,gillsans,bold,l
arrow-electronics,5183,sans,grotesque,helvetica,wide,i
arrow-electronics,1727,sans,grotesque,helvetica,orig,n
arthur-j-gallagher--co,1787,sans,geom,futura,cb,a
arthur-j-gallagher--co,2473,serif,slab,rockwell,cb,o
arthur-j-gallagher--co,6312,serif,kepler,kepler,wb,g
arthur-j-gallagher--co,1090,serif,didone,bodoni,orig,a
arthur-j-gallagher--co,1341,serif,oldstyle,bembo,orig,h
arthur-j-gallagher--co,130,serif,oldstyle,centaur,orig,c
arthur-j-gallagher--co,661,serif,transitional,americana,orig,l
arthur-j-gallagher--co,661,serif,transitional,americana,orig,l
arthur-j-gallagher--co,1341,serif,oldstyle,bembo,orig,h
arthur-j-gallagher--co,5239,sans,grotesque,helvetica,wl,j
arthur-j-gallagher--co,2408,serif,transitional,times,co,t
arthur-j-gallagher--co,3038,sans,grotesque,helvetica,co,r
arthur-j-gallagher--co,4282,sans,geom,comfortaa,orig,u
arthur-j-gallagher--co,770,sans,grotesque,helvetica,light,r
arthur-j-gallagher--co,1975,sans,humanist,gillsans,light,a
arthur-j-gallagher--co,7155,serif,monotype,monotype,orig,g
arthur-j-gallagher--co,708,serif,transitional,americana,orig,r
arthur-j-gallagher--co,1818,sans,geom,futura,cb,e
asbury-automotive-group,281,serif,transitional,times,cb,y
asbury-automotive-group,2222,sans,geom,futura,orig,t
asbury-automotive-group,4532,sans,geom,bauhaus,orig,l
asbury-automotive-group,1777,sans,geom,futura,cb,i
asbury-automotive-group,4676,sans,grotesque,helvetica,cb,t
asbury-automotive-group,2729,sans,geom-square,eurostile,cb,s
asbury-automotive-group,1787,sans,geom,futura,cb,a
asbury-automotive-group,1788,sans,geom,futura,cb,b
asbury-automotive-group,1985,sans,humanist,gillsans,light,j
asbury-automotive-group,2430,serif,slab,rockwell,cb,o
asbury-automotive-group,2722,sans,geom-square,eurostile,cb,g
ashland,7109,serif,monotype,monotype,orig,a
ashland,1243,sans,geom-square,eurostile,co,h
ashland,3876,sans,geom,futura,co,l
ashland,7260,serif,monotype,monotype,wide,d
ashland,7114,serif,monotype,monotype,orig,s
ashland,6286,serif,kepler,kepler,orig,a
ashland,1107,serif,didone,bodoni,orig,h
ashland,4515,sans,geom,bauhaus,orig,o
ashland,4303,sans,geom,comfortaa,orig,o
ashland,2120,serif,slab,rockwell,orig,o
assurant,3496,sans,humanist,gillsans,orig,a
assurant,3486,sans,humanist,gillsans,orig,s
assurant,3486,sans,humanist,gillsans,orig,s
assurant,3496,sans,humanist,gillsans,orig,a
assurant,2188,sans,geom,futura,orig,n
assurant,1731,sans,grotesque,helvetica,orig,u
assurant,219,serif,transitional,times,orig,r
assurant,5149,sans,grotesque,helvetica,wide,t
audi,4192,sans,geom,futura,bold,i
audi,2444,serif,slab,rockwell,cb,d
autoliv,98,sans,geom,comfortaa,bold,i
