name,match,ftype,style,family,ver,letter
centerpoint-energy,3282,sans,grotesque,helvetica,cbi,n
centerpoint-energy,2845,sans,grotesque,helvetica,ci,e
centerpoint-energy,54,sans,geom,futura,ci,r
centerpoint-energy,3236,sans,grotesque,helvetica,cbi,o
centerpoint-energy,3251,sans,grotesque,helvetica,cbi,i
centerpoint-energy,2848,sans,grotesque,helvetica,ci,n
centerpoint-energy,3248,sans,grotesque,helvetica,cbi,e
centerpoint-energy,2848,sans,grotesque,helvetica,ci,n
centerpoint-energy,2845,sans,grotesque,helvetica,ci,e
centerpoint-energy,3289,sans,grotesque,helvetica,cbi,r
centerpoint-energy,46,sans,geom,futura,ci,g
centerpoint-energy,1088,sans,humanist,gillsans,italic,y
centurylink,1710,sans,grotesque,helvetica,orig,c
centurylink,3505,sans,humanist,gillsans,orig,l
centurylink,2775,sans,humanist,gillsans,cb,k
centurylink,1752,sans,grotesque,helvetica,orig,t
centurylink,763,sans,grotesque,helvetica,light,e
centurylink,1884,sans,geom-square,eurostile,orig,n
centurylink,1762,sans,grotesque,helvetica,orig,r
centurylink,2229,sans,geom,futura,orig,n
centurylink,1890,sans,geom-square,eurostile,orig,u
centurylink,4321,sans,geom,comfortaa,orig,y
centurylink,4160,sans,geom,futura,bold,i
cerner-corp,95,sans,geom,comfortaa,bold,c
cerner-corp,96,sans,geom,comfortaa,bold,e
cerner-corp,3758,sans,geom,bauhaus,bold,r
cerner-corp,2786,sans,humanist,gillsans,cb,n
cerner-corp,96,sans,geom,comfortaa,bold,e
cerner-corp,3758,sans,geom,bauhaus,bold,r
ch-robinson,2677,sans,geom-square,eurostile,cb,b
ch-robinson,2708,sans,geom-square,eurostile,cb,o
ch-robinson,1216,sans,geom-square,eurostile,co,c
ch-robinson,392,callig,glyphic,copperplate-gothic,orig,h
ch-robinson,400,callig,glyphic,copperplate-gothic,orig,r
ch-robinson,1836,sans,geom-square,eurostile,orig,o
ch-robinson,1215,sans,geom-square,eurostile,co,b
ch-robinson,729,sans,grotesque,helvetica,light,i
ch-robinson,1227,sans,geom-square,eurostile,co,n
ch-robinson,1631,sans,geom,comfortaa,light,s
ch-robinson,1217,sans,geom-square,eurostile,co,d
ch-robinson,4514,sans,geom,bauhaus,orig,n
charles-schwab,2472,serif,slab,rockwell,cb,e
charles-schwab,6120,serif,kepler,kepler,li,h
charles-schwab,5936,serif,kepler,kepler,ci,l
charles-schwab,5977,serif,kepler,kepler,ci,a
charles-schwab,354,serif,transitional,times,italic,c
charles-schwab,6672,serif,kepler,kepler,wli,r
charles-schwab,3165,serif,oldstyle,centaur,italic,s
charles-schwab,6004,serif,kepler,kepler,co,s
charles-schwab,6187,serif,kepler,kepler,light,c
charles-schwab,4779,callig,glyphic,trajan,bold,h
charles-schwab,4788,callig,glyphic,trajan,bold,w
charles-schwab,849,serif,oldstyle,centaur,bold,a
charles-schwab,6248,serif,kepler,kepler,orig,b
charter-communications,1869,sans,geom-square,eurostile,orig,h
charter-communications,1976,sans,humanist,gillsans,light,c
charter-communications,6221,serif,kepler,kepler,light,t
charter-communications,1877,sans,geom-square,eurostile,orig,a
charter-communications,4306,sans,geom,comfortaa,orig,r
charter-communications,4296,sans,geom,comfortaa,orig,e
charter-communications,4306,sans,geom,comfortaa,orig,r
charter-communications,4295,sans,geom,comfortaa,orig,c
charter-communications,5178,sans,grotesque,helvetica,wide,o
charter-communications,3506,sans,humanist,gillsans,orig,m
charter-communications,3506,sans,humanist,gillsans,orig,m
charter-communications,3511,sans,humanist,gillsans,orig,u
charter-communications,78,sans,geom,comfortaa,bold,n
charter-communications,4295,sans,geom,comfortaa,orig,c
charter-communications,5135,sans,grotesque,helvetica,wide,a
charter-communications,81,sans,geom,comfortaa,bold,t
charter-communications,5610,serif,clarendon,clarendon,wl,o
charter-communications,78,sans,geom,comfortaa,bold,n
charter-communications,378,callig,glyphic,copperplate-gothic,orig,s
chase,2287,sans,geom,futura,li,c
chase,1889,sans,geom-square,eurostile,orig,s
chase,5138,sans,grotesque,helvetica,wide,e
chase,5140,sans,grotesque,helvetica,wide,h
chase,5135,sans,grotesque,helvetica,wide,a
chesapeake-energy-corporation,171,serif,oldstyle,centaur,orig,c
chesapeake-energy-corporation,378,callig,glyphic,copperplate-gothic,orig,s
chesapeake-energy-corporation,399,callig,glyphic,copperplate-gothic,orig,p
chesapeake-energy-corporation,1719,sans,grotesque,helvetica,orig,e
chesapeake-energy-corporation,5135,sans,grotesque,helvetica,wide,a
chesapeake-energy-corporation,1858,sans,geom-square,eurostile,orig,p
chesapeake-energy-corporation,1719,sans,grotesque,helvetica,orig,e
chesapeake-energy-corporation,5135,sans,grotesque,helvetica,wide,a
chesapeake-energy-corporation,1724,sans,grotesque,helvetica,orig,k
chesapeake-energy-corporation,1719,sans,grotesque,helvetica,orig,e
chesapeake-energy-corporation,6348,serif,kepler,kepler,wb,a
chesapeake-energy-corporation,5076,sans,grotesque,helvetica,wi,e
chesapeake-energy-corporation,1308,serif,oldstyle,bembo,bi,n
chesapeake-energy-corporation,5076,sans,grotesque,helvetica,wi,e
chesapeake-energy-corporation,2058,sans,humanist,gillsans,bi,g
chesapeake-energy-corporation,2954,sans,geom-square,eurostile,bi,y
chesterfield,3829,sans,geom,futura,co,d
chesterfield,5222,sans,grotesque,helvetica,wl,l
chesterfield,995,serif,slab,rockwell,co,h
chesterfield,1011,serif,slab,rockwell,co,e
chesterfield,3882,sans,geom,futura,co,r
chesterfield,1011,serif,slab,rockwell,co,e
chesterfield,1019,serif,slab,rockwell,co,s
chesterfield,1011,serif,slab,rockwell,co,e
chesterfield,4270,sans,geom,comfortaa,orig,i
chesterfield,4270,sans,geom,comfortaa,orig,i
chesterfield,1953,sans,humanist,gillsans,light,j
chesterfield,1809,sans,geom,futura,cb,1
chesterfield,5871,serif,kepler,kepler,cbi,f
chevrolet,2725,sans,geom-square,eurostile,cb,o
chevrolet,4925,sans,geom-square,eurostile,wide,c
chevrolet,4836,sans,geom-square,eurostile,wb,h
chevrolet,4840,sans,geom-square,eurostile,wb,l
chevrolet,2024,sans,geom,futura,light,l
chipotle-mexican,6353,serif,kepler,kepler,wb,m
chipotle-mexican,581,sans,humanist,gillsans,bold,p
chipotle-mexican,5610,serif,clarendon,clarendon,wl,o
chipotle-mexican,5360,serif,clarendon,clarendon,wb,e
chs,1091,serif,didone,bodoni,orig,c
chs,1353,serif,oldstyle,bembo,orig,s
chs,4779,callig,glyphic,trajan,bold,h
chubb,4881,sans,geom-square,eurostile,wide,c
chubb,4903,sans,geom-square,eurostile,wide,h
chubb,4913,sans,geom-square,eurostile,wide,u
cigna,4524,sans,geom,bauhaus,orig,c
cigna,1756,sans,grotesque,helvetica,orig,g
cigna,3529,sans,humanist,gillsans,orig,n
cigna,2777,sans,humanist,gillsans,cb,i
cigna,1072,sans,humanist,gillsans,italic,a
cincinnati-financial-corporation,1999,sans,geom,futura,light,l
cincinnati-financial-corporation,2039,sans,geom,futura,light,c
cincinnati-financial-corporation,749,sans,grotesque,helvetica,light,l
cincinnati-financial-corporation,1857,sans,geom-square,eurostile,orig,n
cincinnati-financial-corporation,1976,sans,humanist,gillsans,light,c
cincinnati-financial-corporation,1622,sans,geom,comfortaa,light,i
cincinnati-financial-corporation,1857,sans,geom-square,eurostile,orig,n
cincinnati-financial-corporation,1857,sans,geom-square,eurostile,orig,n
cincinnati-financial-corporation,5196,sans,grotesque,helvetica,wl,a
cincinnati-financial-corporation,737,sans,grotesque,helvetica,light,t
cincinnati-financial-corporation,1594,sans,geom,comfortaa,light,i
cincinnati-financial-corporation,2473,serif,slab,rockwell,cb,o
cincinnati-financial-corporation,2430,serif,slab,rockwell,cb,o
cinemark,2791,sans,humanist,gillsans,cb,i
cinemark,4842,sans,geom-square,eurostile,wb,n
cinemark,3305,sans,grotesque,helvetica,bold,e
cinemark,4831,sans,geom-square,eurostile,wb,a
cinemark,4967,sans,grotesque,helvetica,wb,r
cinemark,2478,serif,slab,rockwell,cb,m
cintas-corp,4935,sans,geom-square,eurostile,wide,i
cintas-corp,4149,sans,geom,futura,bold,c
cisco,4149,sans,geom,futura,bold,c
cisco,552,sans,humanist,gillsans,bold,i
cisco,3532,sans,humanist,gillsans,orig,s
cisco,4149,sans,geom,futura,bold,c
cisco,3709,sans,geom,bauhaus,bold,o
citi,2160,serif,slab,rockwell,orig,t
citi,95,sans,geom,comfortaa,bold,c
citi,2684,sans,geom-square,eurostile,cb,i
citi,5183,sans,grotesque,helvetica,wide,i
citizens,5811,serif,kepler,kepler,cb,k
citizens,4562,sans,geom,bauhaus,orig,c
citizens,2160,serif,slab,rockwell,orig,t
citizens,4646,sans,grotesque,helvetica,cb,b
citizens,4160,sans,geom,futura,bold,i
citizens,5183,sans,grotesque,helvetica,wide,i
citizens,3734,sans,geom,bauhaus,bold,z
citizens,3527,sans,humanist,gillsans,orig,e
citizens,3529,sans,humanist,gillsans,orig,n
citizens,3727,sans,geom,bauhaus,bold,s
citizens,3529,sans,humanist,gillsans,orig,n
clinique,851,serif,oldstyle,centaur,bold,c
clinique,666,serif,transitional,americana,orig,q
clinique,3001,sans,grotesque,helvetica,co,l
clinique,1268,sans,geom-square,eurostile,co,i
clinique,217,serif,transitional,times,orig,n
clinique,1268,sans,geom-square,eurostile,co,i
clinique,6205,serif,kepler,kepler,light,u
clinique,1949,sans,humanist,gillsans,light,e
clorox,2236,sans,geom,futura,orig,l
clorox,1211,sans,humanist,gillsans,co,x
clorox,4639,sans,grotesque,helvetica,cb,o
clorox,4724,serif,didone,bodoni,cb,r
clorox,4639,sans,grotesque,helvetica,cb,o
clorox,2687,sans,geom-square,eurostile,cb,l
clorox,1010,serif,slab,rockwell,co,c
cme,95,sans,geom,comfortaa,bold,c
cme,1933,sans,humanist,gillsans,light,g
cme,3506,sans,humanist,gillsans,orig,m
cme,549,sans,humanist,gillsans,bold,e
cme,3422,serif,slab,rockwell,light,o
cme,5243,sans,grotesque,helvetica,wl,p
cme,5150,sans,grotesque,helvetica,wide,u
cms-energy-corporation,1568,serif,transitional,times,bi,c
cms-energy-corporation,3971,sans,geom,futura,bi,e
cms-energy-corporation,5924,serif,kepler,kepler,cbi,o
cms-energy-corporation,2974,sans,geom-square,eurostile,bi,n
cms-energy-corporation,4328,sans,grotesque,helvetica,bi,s
cms-energy-corporation,2973,sans,geom-square,eurostile,bi,m
cms-energy-corporation,4492,serif,slab,rockwell,bi,e
cms-energy-corporation,2974,sans,geom-square,eurostile,bi,n
cms-energy-corporation,5730,serif,kepler,kepler,bi,e
cms-energy-corporation,2980,sans,geom-square,eurostile,bi,u
cms-energy-corporation,4384,sans,grotesque,helvetica,bi,y
cms-energy-corporation,2800,sans,grotesque,helvetica,ci,c
cms-energy-corporation,2842,sans,grotesque,helvetica,ci,t
cms-energy-corporation,2821,sans,grotesque,helvetica,ci,u
cms-energy-corporation,2499,serif,transitional,times,ci,o
cms-energy-corporation,2848,sans,grotesque,helvetica,ci,n
cms-energy-corporation,2849,sans,grotesque,helvetica,ci,o
cms-energy-corporation,2848,sans,grotesque,helvetica,ci,n
cms-energy-corporation,2853,sans,grotesque,helvetica,ci,s
cms-energy-corporation,4378,sans,grotesque,helvetica,bi,i
cms-energy-corporation,3750,sans,geom,bauhaus,bold,g
coach,2787,sans,humanist,gillsans,cb,o
coach,3996,sans,geom,futura,bi,c
coca-cola,5054,sans,grotesque,helvetica,wbi,l
coca-cola,3155,serif,oldstyle,centaur,italic,c
coca-cola,825,serif,oldstyle,centaur,bi,c
cognizant,2986,sans,grotesque,helvetica,co,c
cognizant,3462,serif,slab,rockwell,light,t
cognizant,3035,sans,grotesque,helvetica,co,o
cognizant,1260,sans,geom-square,eurostile,co,g
cognizant,1262,sans,geom-square,eurostile,co,n
cognizant,1257,sans,geom-square,eurostile,co,a
cognizant,1262,sans,geom-square,eurostile,co,n
cognizant,729,sans,grotesque,helvetica,light,i
cognizant,3012,sans,grotesque,helvetica,co,z
cognizant,1826,sans,geom,futura,cb,q
colgate,4448,serif,slab,rockwell,bi,c
colgate,6407,serif,kepler,kepler,wbi,t
colgate,5007,sans,grotesque,helvetica,wbi,o
colgate,5053,sans,grotesque,helvetica,wbi,g
colgate,5052,sans,grotesque,helvetica,wbi,a
colgate,5420,serif,clarendon,clarendon,wbi,e
comcast-corporation,2594,sans,geom,futura,cbi,t
comcast-corporation,2003,sans,geom,futura,light,c
comcast-corporation,1596,sans,geom,comfortaa,light,o
comcast-corporation,4513,sans,geom,bauhaus,orig,m
comcast-corporation,2003,sans,geom,futura,light,c
comcast-corporation,3432,serif,slab,rockwell,light,a
comcast-corporation,2008,sans,geom,futura,light,s
comcast-corporation,2027,sans,geom,futura,light,t
comcast-corporation,4192,sans,geom,futura,bold,i
commercial-metals-company,2719,sans,geom-square,eurostile,cb,a
commercial-metals-company,2708,sans,geom-square,eurostile,cb,o
commercial-metals-company,2726,sans,geom-square,eurostile,cb,p
commercial-metals-company,4634,sans,grotesque,helvetica,cb,c
commercial-metals-company,2720,sans,geom-square,eurostile,cb,c
commercial-metals-company,2777,sans,humanist,gillsans,cb,i
commercial-metals-company,2761,sans,humanist,gillsans,cb,m
commercial-metals-company,633,serif,transitional,times,bold,l
commercial-metals-company,2718,sans,geom-square,eurostile,cb,t
commercial-metals-company,3328,sans,grotesque,helvetica,bold,o
commercial-metals-company,2478,serif,slab,rockwell,cb,m
commercial-metals-company,2478,serif,slab,rockwell,cb,m
commercial-metals-company,2721,sans,geom-square,eurostile,cb,e
commercial-metals-company,2482,serif,slab,rockwell,cb,r
commercial-metals-company,4014,sans,geom-square,eurostile,bold,c
commercial-metals-company,2781,sans,humanist,gillsans,cb,a
commercial-metals-company,5854,serif,kepler,kepler,cb,e
commercial-metals-company,2781,sans,humanist,gillsans,cb,a
commercial-metals-company,3300,sans,grotesque,helvetica,bold,s
community-health-systems,130,serif,oldstyle,centaur,orig,c
community-health-systems,6000,serif,kepler,kepler,co,c
community-health-systems,192,serif,transitional,times,orig,s
community-health-systems,2206,sans,geom,futura,orig,h
community-health-systems,2408,serif,transitional,times,co,t
community-health-systems,689,serif,transitional,americana,orig,o
community-health-systems,1766,sans,grotesque,helvetica,orig,u
community-health-systems,246,serif,transitional,times,orig,y
community-health-systems,2371,serif,transitional,times,co,i
community-health-systems,6182,serif,kepler,kepler,light,h
community-health-systems,211,serif,transitional,times,orig,h
community-health-systems,1353,serif,oldstyle,bembo,orig,s
community-health-systems,2408,serif,transitional,times,co,t
community-health-systems,4294,sans,geom,comfortaa,orig,l
community-health-systems,1385,serif,oldstyle,bembo,orig,e
community-health-systems,246,serif,transitional,times,orig,y
community-health-systems,1385,serif,oldstyle,bembo,orig,e
community-health-systems,6229,serif,kepler,kepler,light,m
community-health-systems,1823,sans,geom,futura,cb,n
community-health-systems,2729,sans,geom-square,eurostile,cb,s
community-health-systems,2719,sans,geom-square,eurostile,cb,a
community-health-systems,2729,sans,geom-square,eurostile,cb,s
community-health-systems,2729,sans,geom-square,eurostile,cb,s
community-health-systems,1828,sans,geom,futura,cb,u
conagra-foods,1976,sans,humanist,gillsans,light,c
conagra-foods,1762,sans,grotesque,helvetica,orig,r
conagra-foods,4515,sans,geom,bauhaus,orig,o
conagra-foods,2227,sans,geom,futura,orig,g
conagra-foods,2038,sans,geom,futura,light,a
conagra-foods,90,sans,geom,comfortaa,bold,d
conagra-foods,1950,sans,humanist,gillsans,light,f
conagra-foods,4303,sans,geom,comfortaa,orig,o
conagra-foods,4303,sans,geom,comfortaa,orig,o
conagra-foods,2194,sans,geom,futura,orig,s
conagra-foods,1787,sans,geom,futura,cb,a
conagra-foods,1596,sans,geom,comfortaa,light,o
conocophillips,4544,sans,geom,bauhaus,orig,h
conocophillips,3040,sans,grotesque,helvetica,co,i
conocophillips,5183,sans,grotesque,helvetica,wide,i
conocophillips,399,callig,glyphic,copperplate-gothic,orig,p
conocophillips,1976,sans,humanist,gillsans,light,c
conocophillips,5178,sans,grotesque,helvetica,wide,o
conocophillips,2229,sans,geom,futura,orig,n
conocophillips,5178,sans,grotesque,helvetica,wide,o
conocophillips,3526,sans,humanist,gillsans,orig,c
conocophillips,5178,sans,grotesque,helvetica,wide,o
conocophillips,5179,sans,grotesque,helvetica,wide,p
conocophillips,3532,sans,humanist,gillsans,orig,s
conocophillips,4143,sans,geom,futura,bold,l
conocophillips,4143,sans,geom,futura,bold,l
cons-edison-inc,4881,sans,geom-square,eurostile,wide,c
cons-edison-inc,1719,sans,grotesque,helvetica,orig,e
cons-edison-inc,1738,sans,grotesque,helvetica,orig,d
cons-edison-inc,3296,sans,grotesque,helvetica,bold,c
cons-edison-inc,2164,serif,slab,rockwell,orig,o
cons-edison-inc,2229,sans,geom,futura,orig,n
cons-edison-inc,2173,serif,slab,rockwell,orig,s
cons-edison-inc,2164,serif,slab,rockwell,orig,o
cons-edison-inc,2229,sans,geom,futura,orig,n
cons-edison-inc,4160,sans,geom,futura,bold,i
cons-edison-inc,1824,sans,geom,futura,cb,o
constellation-brands,3751,sans,geom,bauhaus,bold,i
constellation-brands,1490,serif,didone,bodoni,cbi,r
constellation-brands,1269,sans,geom-square,eurostile,co,j
constellation-brands,1269,sans,geom-square,eurostile,co,j
constellation-brands,1269,sans,geom-square,eurostile,co,j
constellation-brands,2408,serif,transitional,times,co,t
constellation-brands,1915,callig,glyphic,trajan,orig,e
constellation-brands,1008,serif,slab,rockwell,co,t
constellation-brands,7016,serif,monotype,monotype,co,l
constellation-brands,3861,sans,geom,futura,co,1
constellation-brands,7016,serif,monotype,monotype,co,l
constellation-brands,4547,sans,geom,bauhaus,orig,1
constellation-brands,3836,sans,geom,futura,co,c
constellation-brands,2725,sans,geom-square,eurostile,cb,o
constellation-brands,450,callig,casual,nadianne,bold,l
constellation-brands,2604,sans,geom,futura,cbi,o
coors,4652,sans,grotesque,helvetica,cb,j
coremark-holding-company,3520,sans,humanist,gillsans,orig,k
coremark-holding-company,4295,sans,geom,comfortaa,orig,c
coremark-holding-company,3506,sans,humanist,gillsans,orig,m
coremark-holding-company,2230,sans,geom,futura,orig,o
coremark-holding-company,1762,sans,grotesque,helvetica,orig,r
coremark-holding-company,96,sans,geom,comfortaa,bold,e
coremark-holding-company,1877,sans,geom-square,eurostile,orig,a
coremark-holding-company,1079,sans,humanist,gillsans,italic,r
coremark-holding-company,5026,sans,grotesque,helvetica,wbi,m
coremark-holding-company,2604,sans,geom,futura,cbi,o
coremark-holding-company,6348,serif,kepler,kepler,wb,a
corning,130,serif,oldstyle,centaur,orig,c
corning,1901,callig,glyphic,trajan,orig,o
corning,1348,serif,oldstyle,bembo,orig,g
corning,1367,serif,oldstyle,bembo,orig,i
corning,217,serif,transitional,times,orig,n
costco,3996,sans,geom,futura,bi,c
costco,5050,sans,grotesque,helvetica,wbi,o
costco,4333,sans,grotesque,helvetica,bi,e
costco,5672,serif,clarendon,clarendon,wli,o
costco,2101,sans,humanist,gillsans,bi,c
costco,4344,sans,grotesque,helvetica,bi,t
costco,5063,sans,grotesque,helvetica,wbi,w
costco,4333,sans,grotesque,helvetica,bi,e
courtyard,2719,sans,geom-square,eurostile,cb,a
courtyard,595,serif,transitional,times,bold,c
courtyard,190,serif,transitional,times,orig,o
courtyard,1814,sans,geom,futura,cb,t
courtyard,4201,serif,oldstyle,bembo,bold,d
courtyard,1762,sans,grotesque,helvetica,orig,r
courtyard,4561,sans,geom,bauhaus,orig,r
courtyard,2740,sans,humanist,gillsans,cb,o
courtyard,3744,sans,geom,bauhaus,bold,6
courtyard,2736,sans,geom-square,eurostile,cb,y
courtyard,4298,sans,geom,comfortaa,orig,i
courtyard,98,sans,geom,comfortaa,bold,i
courtyard,2477,serif,slab,rockwell,cb,j
crown-holdings-inc,1754,sans,grotesque,helvetica,orig,c
crown-holdings-inc,1759,sans,grotesque,helvetica,orig,o
crown-holdings-inc,1729,sans,grotesque,helvetica,orig,r
crown-holdings-inc,3044,sans,grotesque,helvetica,co,w
crown-holdings-inc,3694,callig,glyphic,copperplate-gothic,bold,n
crown-holdings-inc,3613,sans,grotesque,helvetica,italic,b
crown-holdings-inc,3634,sans,grotesque,helvetica,italic,d
crown-holdings-inc,3613,sans,grotesque,helvetica,italic,b
crown-holdings-inc,3634,sans,grotesque,helvetica,italic,d
crown-holdings-inc,4100,sans,geom-square,eurostile,italic,p
crown-holdings-inc,3652,sans,grotesque,helvetica,italic,g
crown-holdings-inc,3652,sans,grotesque,helvetica,italic,g
crown-holdings-inc,3652,sans,grotesque,helvetica,italic,g
crown-holdings-inc,1824,sans,geom,futura,cb,o
csc,532,sans,humanist,gillsans,bold,c
csc,536,sans,humanist,gillsans,bold,s
csc,532,sans,humanist,gillsans,bold,c
cst-brands,2595,sans,geom,futura,cbi,r
csx,1618,sans,geom,comfortaa,light,l
csx,773,sans,grotesque,helvetica,light,j
csx,3048,serif,slab,rockwell,bold,c
csx,3074,serif,slab,rockwell,bold,s
csx,3079,serif,slab,rockwell,bold,x
cummins,3296,sans,grotesque,helvetica,bold,c
dana-holding-corporation,4956,sans,grotesque,helvetica,wb,d
dana-holding-corporation,546,sans,humanist,gillsans,bold,a
dana-holding-corporation,4965,sans,grotesque,helvetica,wb,n
dana-holding-corporation,546,sans,humanist,gillsans,bold,a
danaher,5018,sans,grotesque,helvetica,wbi,d
danaher,5016,sans,grotesque,helvetica,wbi,a
danaher,5027,sans,grotesque,helvetica,wbi,n
danaher,5016,sans,grotesque,helvetica,wbi,a
danaher,5021,sans,grotesque,helvetica,wbi,h
danaher,5019,sans,grotesque,helvetica,wbi,e
danaher,5029,sans,grotesque,helvetica,wbi,r
danone,3687,callig,glyphic,copperplate-gothic,bold,d
danone,3530,sans,humanist,gillsans,orig,o
danone,1755,sans,grotesque,helvetica,orig,e
danone,4025,sans,geom-square,eurostile,bold,a
danone,1727,sans,grotesque,helvetica,orig,n
danone,1727,sans,grotesque,helvetica,orig,n
darden-restaurants,725,sans,grotesque,helvetica,light,d
darden-restaurants,723,sans,grotesque,helvetica,light,a
darden-restaurants,4280,sans,geom,comfortaa,orig,r
darden-restaurants,725,sans,grotesque,helvetica,light,d
darden-restaurants,1900,callig,glyphic,trajan,orig,n
darden-restaurants,1949,sans,humanist,gillsans,light,e
darden-restaurants,2729,sans,geom-square,eurostile,cb,s
darden-restaurants,2729,sans,geom-square,eurostile,cb,s
darden-restaurants,5418,serif,clarendon,clarendon,wbi,a
darden-restaurants,2594,sans,geom,futura,cbi,t
darden-restaurants,2472,serif,slab,rockwell,cb,e
davita-healthcar,6926,serif,monotype,monotype,ci,d
davita-healthcar,6655,serif,kepler,kepler,wli,t
davita-healthcar,353,serif,transitional,times,italic,a
davita-healthcar,6872,serif,monotype,monotype,cbi,i
davita-healthcar,353,serif,transitional,times,italic,a
davita-healthcar,5054,sans,grotesque,helvetica,wbi,l
dean-foods-company,2071,sans,humanist,gillsans,bi,d
dean-foods-company,96,sans,geom,comfortaa,bold,e
dean-foods-company,4491,serif,slab,rockwell,bi,a
dean-foods-company,5069,sans,grotesque,helvetica,wi,o
dean-foods-company,4388,serif,slab,rockwell,italic,o
dean-foods-company,2605,sans,geom,futura,cbi,p
dean-foods-company,2570,sans,geom,futura,cbi,d
deere--company,5137,sans,grotesque,helvetica,wide,d
deere--company,5610,serif,clarendon,clarendon,wl,o
deere--company,4909,sans,geom-square,eurostile,wide,n
deere--company,67,sans,geom,comfortaa,bold,e
deere--company,67,sans,geom,comfortaa,bold,e
deere--company,5360,serif,clarendon,clarendon,wb,e
deere--company,6420,serif,kepler,kepler,wbi,m
delek-us-holdings,4846,sans,geom-square,eurostile,wb,u
delek-us-holdings,4823,sans,geom-square,eurostile,wb,s
delek-us-holdings,552,sans,humanist,gillsans,bold,i
delek-us-holdings,4953,sans,grotesque,helvetica,wb,l
delek-us-holdings,4833,sans,geom-square,eurostile,wb,d
delek-us-holdings,4988,sans,grotesque,helvetica,wb,o
delek-us-holdings,450,callig,casual,nadianne,bold,l
dell,4034,sans,geom-square,eurostile,bold,l
dell,1790,sans,geom,futura,cb,d
deloitte,4156,sans,geom,futura,bold,d
deloitte,2777,sans,humanist,gillsans,cb,i
deloitte,2718,sans,geom-square,eurostile,cb,t
deloitte,2780,sans,humanist,gillsans,cb,t
deloitte,2102,sans,humanist,gillsans,bi,e
deloitte,3298,sans,grotesque,helvetica,bold,o
deloitte,2102,sans,humanist,gillsans,bi,e
deloitte,4953,sans,grotesque,helvetica,wb,l
delta,5135,sans,grotesque,helvetica,wide,a
delta,3498,sans,humanist,gillsans,orig,d
delta,1849,sans,geom-square,eurostile,orig,e
delta,1725,sans,grotesque,helvetica,orig,l
delta,5149,sans,grotesque,helvetica,wide,t
devon,1824,sans,geom,futura,cb,o
devon,2152,serif,slab,rockwell,orig,d
devon,5604,serif,clarendon,clarendon,wl,e
devon,103,sans,geom,comfortaa,bold,o
devon,1390,serif,oldstyle,bembo,orig,n
devon,5519,serif,clarendon,clarendon,wide,v
dicks-sporting,729,sans,grotesque,helvetica,light,i
dicks-sporting,2708,sans,geom-square,eurostile,cb,o
dicks-sporting,4935,sans,geom-square,eurostile,wide,i
dicks-sporting,4678,sans,grotesque,helvetica,cb,c
dicks-sporting,1796,sans,geom,futura,cb,k
dicks-sporting,2694,sans,geom-square,eurostile,cb,s
dicks-sporting,3349,sans,grotesque,helvetica,bold,s
dicks-sporting,3314,sans,grotesque,helvetica,bold,p
dicks-sporting,3316,sans,grotesque,helvetica,bold,t
dicks-sporting,3350,sans,grotesque,helvetica,bold,i
dicks-sporting,3313,sans,grotesque,helvetica,bold,n
dicks-sporting,3049,serif,slab,rockwell,bold,g
dillards,1339,serif,oldstyle,bembo,orig,d
dillards,1343,serif,oldstyle,bembo,orig,l
dillards,2371,serif,transitional,times,co,i
dillards,1914,callig,glyphic,trajan,orig,d
dillards,847,serif,oldstyle,centaur,bold,l
dillards,2420,serif,transitional,times,co,r
dillards,1383,serif,oldstyle,bembo,orig,a
dillards,192,serif,transitional,times,orig,s
dior,139,serif,oldstyle,centaur,orig,d
dior,705,serif,transitional,americana,orig,o
dior,2235,sans,geom,futura,orig,i
dior,2233,sans,geom,futura,orig,r
directv,1258,sans,geom-square,eurostile,co,c
directv,4525,sans,geom,bauhaus,orig,d
directv,5183,sans,grotesque,helvetica,wide,i
directv,400,callig,glyphic,copperplate-gothic,orig,r
directv,373,callig,glyphic,copperplate-gothic,orig,e
directv,4659,sans,grotesque,helvetica,cb,t
directv,3043,sans,grotesque,helvetica,co,v
discover,3345,sans,grotesque,helvetica,bold,o
discover,2190,sans,geom,futura,orig,c
discover,66,sans,geom,comfortaa,bold,d
discover,5183,sans,grotesque,helvetica,wide,i
discover,181,serif,oldstyle,centaur,orig,s
discover,3512,sans,humanist,gillsans,orig,v
discover,4648,sans,grotesque,helvetica,cb,e
discover,2212,sans,geom,futura,orig,r
discovery-media,391,callig,glyphic,copperplate-gothic,orig,d
discovery-media,3674,callig,glyphic,copperplate-gothic,bold,s
discovery-media,95,sans,geom,comfortaa,bold,c
discovery-media,2230,sans,geom,futura,orig,o
discovery-media,96,sans,geom,comfortaa,bold,e
discovery-media,5183,sans,grotesque,helvetica,wide,i
discovery-media,1767,sans,grotesque,helvetica,orig,v
discovery-media,1079,sans,humanist,gillsans,italic,r
discovery-media,1770,sans,grotesque,helvetica,orig,y
discovery-media,62,sans,geom,comfortaa,bold,c
discovery-media,1721,sans,grotesque,helvetica,orig,h
discovery-media,5135,sans,grotesque,helvetica,wide,a
discovery-media,78,sans,geom,comfortaa,bold,n
discovery-media,1857,sans,geom-square,eurostile,orig,n
discovery-media,1719,sans,grotesque,helvetica,orig,e
discovery-media,76,sans,geom,comfortaa,bold,l
dish-networks,3338,sans,grotesque,helvetica,bold,t
