2.877347014029860706e-01,2.629320208224610322e-01,2.390948284175121452e-01
9.959155874762753990e-01,9.958217654051582102e-01,9.958958072394149541e-01
9.122200062036003310e-01,1.108731314549058350e-01,1.850609623767153489e-01
4.955869362666983635e-01,4.862692899042498906e-01,4.860330847598871573e-01
5.710301884594028154e-02,4.761537376183645476e-01,7.423387426373885267e-01
1.492003217387627596e-02,1.255786645317841059e-02,1.400815924525451901e-02
9.525989528366589632e-01,6.567590297052094961e-01,9.712093467779238376e-02
7.037061153274415393e-01,6.920302104091926587e-01,6.891044420398525494e-01
3.143192413411306091e-02,2.846280296836196655e-01,5.493880476615984332e-01
2.712680082303572937e-01,6.232016183926091246e-01,2.518745375224747951e-01
9.357170403161407801e-01,4.770451748506724376e-01,1.523007383280322868e-01
5.855746413658801108e-01,9.515997963903394252e-02,1.785240917600462163e-01
8.569426108894952210e-02,7.084291516246345177e-02,7.505610718157393335e-02
3.494400023088079649e-02,5.995372770901380433e-01,3.400556289213146899e-01
5.852437665730335636e-01,6.336616144900293346e-01,6.665079549226369249e-01
4.609889371697847155e-02,6.337355033745023514e-01,8.615578602278128884e-01
1.748524357300189000e-02,9.745147789703309527e-02,3.113850940461154182e-01
5.053958625272108041e-01,7.455558250695033529e-01,2.379136809407922937e-01
7.991759436936736183e-01,7.908504702490831706e-01,7.800572714511393446e-01
8.909266833350684145e-01,3.354209409638228556e-02,5.518914894606578025e-01
2.259951399728903076e-01,4.321905204733171857e-01,5.838947076687627247e-01
1.509178801227818167e-01,1.293954532262814872e-01,1.321094215836961239e-01
9.821594389174762574e-01,8.597160450423434463e-01,5.491682421555154486e-02
9.081973518965741343e-01,7.463228716689201958e-01,2.557887728911844571e-01
3.986101963309697238e-01,3.739365344796442003e-01,3.865272323357054063e-01
5.791871932042764737e-01,4.883423598334271643e-01,1.932871098814549216e-01
5.088802790516491065e-02,3.639258635141177090e-01,6.488614323099267667e-01
5.057728050773785400e-02,2.278696216800794871e-01,4.112144617984552775e-01
5.977316977894777672e-01,7.571530691007244407e-01,8.589643739828177749e-01
6.709955306967153588e-01,5.941073470622081354e-01,5.614810544455304253e-01
7.847872675780674934e-01,8.445312155517499531e-02,1.636888138024173711e-01
8.968458914390911030e-01,2.158790531588903605e-01,2.181334160959940704e-01
3.449223524714194883e-02,1.123846214596967430e-01,5.365618056671926928e-01
3.034421295820681208e-01,6.142495407934877028e-01,7.957346532367087777e-01
4.057476917055639204e-02,4.223468184864950237e-01,2.616190125788836474e-01
5.456836407960959923e-01,5.476878997968329665e-01,5.583150835104950804e-01
5.169815692210918412e-01,4.475608705926775038e-02,5.652161223180948019e-02
8.751509622842629232e-01,6.933737948806946161e-01,5.638697194712473104e-01
1.734072945157652812e-01,2.380927935857577726e-01,5.339161604091452462e-01
9.077926255727750693e-01,2.194805017151133658e-02,5.800494558041455195e-02
