,name,feat,area,frac,label
0,21st-century-fox,0,1673.0,0.034170751633986925,78.0
1,21st-century-fox,1,2771.0,0.05659722222222222,41.0
2,21st-century-fox,2,1207.0,0.024652777777777773,27.0
3,21st-century-fox,3,288.0,0.005882352941176471,83.0
4,21st-century-fox,4,465.0,0.009497549019607842,58.0
5,21st-century-fox,5,573.0,0.01170343137254902,50.0
6,21st-century-fox,6,849.0,0.017340686274509805,20.0
7,21st-century-fox,7,876.0,0.017892156862745097,20.0
8,21st-century-fox,8,1015.0,0.0207312091503268,11.0
9,21st-century-fox,9,1207.0,0.024652777777777773,11.0
10,3m,0,35045.0,0.5232158853389072,29.0
11,abbott-labs,0,4531.0,0.10232610659439928,54.0
12,abbott-labs,1,1063.0,0.0240063233965673,87.0
13,abbvie-inc,0,9543.0,0.04156214069196195,94.0
14,abbvie-inc,1,9627.0,0.04192798160342845,94.0
15,abbvie-inc,2,9032.0,0.03933660848054075,9.0
16,abbvie-inc,3,5789.0,0.025212536148566254,23.0
17,abbvie-inc,4,9809.0,0.04272063691160586,96.0
18,abbvie-inc,5,477.0,0.002077453747256193,9999.0
19,abc,0,20440.0,0.4037530864197531,61.0
20,abc,1,1038.0,0.020503703703703705,65.0
21,abc,2,1039.0,0.02052345679012345,65.0
22,abm,0,1359.0,0.03884410907220031,39.0
23,abm,1,1520.0,0.04344594980849482,73.0
24,abm,2,1996.0,0.05705139198536556,52.0
25,abm,3,66.0,0.001886468873263591,9999.0
26,abm,4,416.0,0.011890470473903849,65.0
27,abm,5,48.0,0.0013719773623735206,9999.0
28,abm,6,106.0,0.003029783341908192,9999.0
29,abm,7,86.0,0.0024581261075858913,9999.0
30,abm,8,143.0,0.0040873492254044465,9999.0
31,abm,9,8.0,0.0002286628937289201,9999.0
32,abm,10,9.0,0.0002572457554450352,9999.0
33,abm,11,71.0,0.002029383181844166,9999.0
34,abm,12,69.0,0.001972217458411936,9999.0
35,accenture,0,848.0,0.012343522561863171,2.0
36,accenture,1,1410.0,0.02052401746724891,63.0
37,accenture,2,1158.0,0.01685589519650655,60.0
38,accenture,3,1162.0,0.016914119359534206,60.0
39,accenture,4,1347.0,0.01960698689956332,3.0
40,ace,0,3967.0,0.05677280858676208,72.0
41,ace,1,6292.0,0.09004651162790697,60.0
42,ace,2,1654.0,0.023670840787119857,92.0
43,ace,3,683.0,0.009774597495527728,14.0
44,ace,4,566.0,0.008100178890876565,46.0
45,ace,5,565.0,0.008085867620751341,46.0
46,ace,6,67.0,0.000958855098389982,9999.0
47,ace,7,679.0,0.009717352415026834,63.0
48,actavis,0,8582.0,0.04367874592833877,69.0
49,actavis,1,691.0,0.003516897394136808,9999.0
50,actavis,2,4858.0,0.024725162866449508,63.0
51,actavis,3,11122.0,0.05660627035830619,80.0
52,actavis,4,20128.0,0.10244299674267103,82.0
53,activision-blizzard,0,3060.0,0.03676161414721465,70.0
54,activision-blizzard,1,2711.0,0.032568867958529056,70.0
55,activision-blizzard,2,3282.0,0.03942863321279689,70.0
56,activision-blizzard,3,4141.0,0.04974831509268492,40.0
57,activision-blizzard,4,2273.0,0.027306911423731664,70.0
58,activision-blizzard,5,1752.0,0.021047826139189558,70.0
59,activision-blizzard,6,500.0,0.006006799697257296,57.0
60,activision-blizzard,7,732.0,0.00879395475678468,57.0
61,activision-blizzard,8,722.0,0.008673818762839534,48.0
62,activision-blizzard,9,797.0,0.00957483871742813,24.0
63,activision-blizzard,10,540.0,0.0064873436730378785,78.0
64,activision-blizzard,11,431.0,0.005177861339035789,92.0
65,activision-blizzard,12,452.0,0.005430146926320595,92.0
66,activision-blizzard,13,1242.0,0.014920890447987122,67.0
67,activision-blizzard,14,962.0,0.011557082617523036,67.0
68,activision-blizzard,15,368.0,0.0044210045771813705,9999.0
69,activision-blizzard,16,476.0,0.005718473311788945,25.0
70,activision-blizzard,17,368.0,0.0044210045771813705,9999.0
71,activision-blizzard,18,3500.0,0.04204759788080107,71.0
72,activision-blizzard,19,1210.0,0.014536455267362657,69.0
73,adidas,0,5668.0,0.08146487294469358,41.0
74,adidas,1,3576.0,0.05139703345981373,41.0
75,adidas,2,1278.0,0.01836840289755088,11.0
76,adidas,3,1599.0,0.02298206278026906,84.0
77,adidas,4,1570.0,0.02256525238588019,84.0
78,adidas,5,1161.0,0.016686788547775094,75.0
79,adidas,6,5505.0,0.07912211107278372,16.0
80,adidas,7,3113.0,0.04474243992181212,35.0
81,adidas,8,77.0,0.0011067034609635506,9999.0
82,adobe,0,3984.0,0.06825657894736842,15.0
83,adobe,1,3951.0,0.06769120065789473,35.0
84,adobe,2,2121.0,0.036338404605263164,72.0
85,adobe,3,794.0,0.013603344298245614,92.0
86,adobe,4,584.0,0.01000548245614035,88.0
87,adobe,5,241.0,0.004128974780701755,9999.0
88,adp,0,17640.0,0.2476032733040439,6.0
89,adp,1,1700.0,0.023861993459006497,74.0
90,adp,2,2621.0,0.03678957932709179,13.0
91,adp,3,1741.0,0.02443748859537077,45.0
92,adp,4,267.0,0.0037477366197380796,9999.0
93,advance-auto-parts,0,86.0,0.004273504273504274,9999.0
94,advance-auto-parts,1,283.0,0.01406281057443848,83.0
95,advance-auto-parts,2,557.0,0.027678393957463725,25.0
96,advance-auto-parts,3,84.0,0.004174120453190221,9999.0
97,advance-auto-parts,4,342.0,0.01699463327370304,55.0
98,advance-auto-parts,5,164.0,0.008149473265752336,14.0
99,advance-auto-parts,6,170.0,0.008447624726694494,16.0
100,advance-auto-parts,7,86.0,0.004273504273504274,9999.0
101,advance-auto-parts,8,187.0,0.009292387199363943,83.0
102,advance-auto-parts,9,301.0,0.01495726495726496,67.0
103,advance-auto-parts,10,170.0,0.008447624726694494,16.0
104,advance-auto-parts,11,138.0,0.006857483601669647,80.0
105,advance-auto-parts,12,79.0,0.003925660902405088,9999.0
106,advance-auto-parts,13,93.0,0.00462134764460346,9999.0
107,advance-auto-parts,14,85.0,0.004223812363347247,9999.0
108,advance-auto-parts,15,3690.0,0.1833631484794276,6.0
109,advance-auto-parts,16,966.0,0.04800238521168754,64.0
110,aecom-technology,0,1754.0,0.06479018912529551,55.0
111,aecom-technology,1,382.0,0.014110520094562647,25.0
112,aes,0,2024.0,0.029435718440954044,92.0
113,aes,1,1888.0,0.02745782431646306,28.0
114,aes,2,970.0,0.014107038976148924,42.0
115,aes,3,994.0,0.014456079115764981,57.0
116,aes,4,6113.0,0.08890343222803956,4.0
117,aes,5,87.0,0.0012652705061082026,9999.0
118,aes,6,8.0,0.00011634671320535195,9999.0
119,aes,7,155.0,0.002254217568353694,9999.0
120,aes,8,163.0,0.002370564281559046,9999.0
121,aes,9,66.0,0.0009598603839441537,9999.0
122,aes,10,69.0,0.0010034904013961606,9999.0
123,aes,11,71.0,0.0010325770796974986,9999.0
124,aes,12,102.0,0.0014834205933682374,9999.0
125,aes,13,98.0,0.0014252472367655613,9999.0
126,aes,14,72.0,0.0010471204188481676,9999.0
127,aetna,0,1462.0,0.08427970254222633,82.0
128,aetna,1,723.0,0.04167867642820084,63.0
129,aetna,2,31.0,0.0017870525162852367,9999.0
130,aflac,0,1319.0,0.007949614271938283,15.0
131,aflac,1,9089.0,0.05477941176470588,45.0
132,aflac,2,2613.0,0.015748553519768563,27.0
133,aflac,3,14622.0,0.08812680810028929,51.0
134,aflac,4,94.0,0.0005665380906460946,9999.0
135,aflac,5,432.0,0.0026036644165863066,9999.0
136,aflac,6,2.0,1.2054001928640307e-05,9999.0
137,aflac,7,2.0,1.2054001928640307e-05,9999.0
138,aflac,8,2.0,1.2054001928640307e-05,9999.0
139,aflac,9,2.0,1.2054001928640307e-05,9999.0
140,aflac,10,2.0,1.2054001928640307e-05,9999.0
141,aflac,11,1.0,6.027000964320155e-06,9999.0
142,agco-corporation,0,1172.0,0.01889103803997421,96.0
143,agco-corporation,1,1218.0,0.01963249516441006,9.0
144,agco-corporation,2,1048.0,0.016892327530625403,9.0
145,agco-corporation,3,977.0,0.015747904577691808,39.0
146,agco-corporation,4,2173.0,0.035025789813023865,27.0
147,agco-corporation,5,205.0,0.003304319793681496,9999.0
148,agco-corporation,6,219.0,0.003529980657640232,9999.0
149,agco-corporation,7,202.0,0.0032559638942617672,9999.0
150,agco-corporation,8,585.0,0.009429400386847196,92.0
151,agco-corporation,9,1627.0,0.026225016118633142,96.0
152,agco-corporation,10,16.0,0.00025789813023855584,9999.0
153,agco-corporation,11,151.0,0.0024339136041263702,9999.0
154,agco-corporation,12,133.0,0.002143778207607995,9999.0
155,agco-corporation,13,238.0,0.003836234687298517,9999.0
156,agco-corporation,14,141.0,0.002272727272727273,9999.0
157,agco-corporation,15,153.0,0.0024661508704061893,9999.0
158,aig,0,2544.0,0.1127659574468085,1.0
159,air-products--chemicals,0,4142.0,0.054858020767111666,94.0
160,air-products--chemicals,1,1874.0,0.02481987709260437,24.0
161,air-products--chemicals,2,1437.0,0.019032104259376983,80.0
162,air-products--chemicals,3,209.0,0.002768065268065268,9999.0
163,air-products--chemicals,4,777.0,0.010290845518118246,25.0
164,air-products--chemicals,5,4112.0,0.05446069082432719,25.0
165,air-products--chemicals,6,3458.0,0.045798898071625335,25.0
166,air-products--chemicals,7,202.0,0.0026753549480822213,9999.0
167,airbnb,0,3885.0,0.0532702591526121,23.0
168,airbnb,1,205.0,0.002810914575620458,9999.0
169,airgas,0,3618.0,0.05064815074054372,58.0
170,airgas,1,252.0,0.0035277318923761796,9999.0
171,airgas,2,99.0,0.0013858946720049275,9999.0
172,airgas,3,14.0,0.00019598510513201,9999.0
173,airgas,4,12.0,0.00016798723297029426,9999.0
174,airgas,5,12.0,0.00016798723297029426,9999.0
175,ak-steel-holding-corporation,0,2936.0,0.0924637042169244,32.0
176,ak-steel-holding-corporation,1,2074.0,0.06531666299247316,8.0
177,akamai-technologies,0,1319.0,0.036456605859590936,15.0
178,akamai-technologies,1,741.0,0.020480928689883916,23.0
179,akamai-technologies,2,194.0,0.005362078496406855,23.0
180,akamai-technologies,3,60.0,0.001658374792703151,9999.0
181,alaska-air-group,0,4536.0,0.06543188506145058,71.0
182,alaska-air-group,1,1651.0,0.02381570596041775,86.0
183,alaska-air-group,2,2673.0,0.03855807512549767,15.0
184,alaska-air-group,3,2023.0,0.02918181293635682,64.0
185,alaska-air-group,4,2017.0,0.029095262823841676,64.0
186,alaska-air-group,5,1541.0,0.022228953897640062,32.0
187,alaska-air-group,6,177.0,0.0025532283191968146,9999.0
188,alcoa,0,12267.0,0.19340344017531969,7.0
189,alcoa,1,996.0,0.01570309174326391,39.0
190,alcoa,2,692.0,0.010910180207167294,44.0
191,alcoa,3,1070.0,0.016869787314550584,93.0
192,alcoa,4,1327.0,0.020921689501316475,93.0
193,alcoa,5,995.0,0.01568732558689517,39.0
194,allergan,0,75.0,0.002839403346710078,9999.0
195,allergan,1,80.0,0.0030286969031574165,9999.0
196,allergan,2,83.0,0.00314227303702582,9999.0
197,allergan,3,273.0,0.010335428182024684,88.0
198,allergan,4,412.0,0.015597789051260694,34.0
199,allergan,5,318.0,0.012039070190050731,93.0
200,allergan,6,80.0,0.0030286969031574165,9999.0
201,allergan,7,82.0,0.0031044143257363517,9999.0
202,allergan,8,80.0,0.0030286969031574165,9999.0
203,allergan,9,83.0,0.00314227303702582,9999.0
204,allergan,10,75.0,0.002839403346710078,9999.0
205,allergan,11,339.0,0.012834103127129551,49.0
206,allergan,12,366.0,0.01385628833194518,3.0
207,allergan,13,10.0,0.00037858711289467706,9999.0
208,allergan,14,13.0,0.0004921632467630801,9999.0
209,alliance-data-systems-corp,0,5519.0,0.07355136201290048,33.0
210,alliance-data-systems-corp,1,137.0,0.0018257902873287488,9999.0
211,alliance-data-systems-corp,2,203.0,0.002705368089983475,9999.0
212,alliance-data-systems-corp,3,201.0,0.0026787142171757557,9999.0
213,alliance-data-systems-corp,4,124.0,0.0016525401140785757,9999.0
214,alliance-data-systems-corp,5,123.0,0.001639213177674716,9999.0
215,alliance-data-systems-corp,6,328.0,0.00437123514046591,9999.0
216,alliance-data-systems-corp,7,374.0,0.004984274215043446,9999.0
217,alliance-data-systems-corp,8,375.0,0.004997601151447304,9999.0
218,alliance-data-systems-corp,9,6653.0,0.08866410789487712,33.0
219,alliance-data-systems-corp,10,54.0,0.000719654565808412,9999.0
220,alliance-data-systems-corp,11,36.0,0.00047976971053894133,9999.0
221,alliance-data-systems-corp,12,42.0,0.0005597313289620982,9999.0
222,alliance-data-systems-corp,13,90.0,0.0011994242763473536,9999.0
223,allianz,0,216.0,0.002909953117421997,9999.0
224,allianz,1,1688.0,0.022740744732445976,45.0
225,allianz,2,1756.0,0.023656841084226974,3.0
226,allstate,0,1125.0,0.037515006002400965,94.0
227,allstate,1,622.0,0.020741629985327463,83.0
228,allstate,2,458.0,0.015272775776977457,63.0
229,allstate,3,51.0,0.0017006802721088435,9999.0
230,allstate,4,49.0,0.0016339869281045752,9999.0
231,allstate,5,32.0,0.001067093504068294,9999.0
232,ally-financial,0,6319.0,0.08928924685601243,93.0
233,alphabet,0,1813.0,0.024319248826291082,84.0
234,altria-group,0,1801.0,0.0295004095004095,53.0
235,altria-group,1,468.0,0.007665847665847666,13.0
236,altria-group,2,3125.0,0.05118755118755119,58.0
237,altria-group,3,1949.0,0.031924651924651916,92.0
238,altria-group,4,1874.0,0.030696150696150695,47.0
239,altria-group,5,2501.0,0.04096642096642097,51.0
240,altria-group,6,1250.0,0.020475020475020474,51.0
241,altria-group,7,1250.0,0.020475020475020474,51.0
242,altria-group,8,625.0,0.010237510237510235,10.0
243,altria-group,9,1250.0,0.020475020475020474,58.0
244,altria-group,10,60.0,0.0009828009828009828,9999.0
245,amazon,0,71.0,0.003093681917211329,9999.0
246,amazon,1,335.0,0.01459694989106754,91.0
247,amazon,2,321.0,0.013986928104575164,45.0
248,amazon,3,485.0,0.021132897603485842,54.0
249,amazon,4,323.0,0.014074074074074076,45.0
250,amazon,5,240.0,0.01045751633986928,32.0
251,amazon,6,423.0,0.01843137254901961,45.0
252,amazon,7,635.0,0.02766884531590414,62.0
253,amazon,8,26.0,0.0011328976034858387,9999.0
254,amazon,9,24.0,0.0010457516339869284,9999.0
255,ameren-corporation,0,410.0,0.005683629760039924,15.0
256,ameren-corporation,1,558.0,0.007735281478298238,35.0
257,ameren-corporation,2,450.0,0.006238130224434063,16.0
258,ameren-corporation,3,291.0,0.004033990878467361,9999.0
259,ameren-corporation,4,338.0,0.004685528924130474,9999.0
260,ameren-corporation,5,226.0,0.0031329276238268853,9999.0
261,ameren-corporation,6,218.0,0.003022027530948057,9999.0
262,ameren-corporation,7,551.0,0.007638243897029264,71.0
263,ameren-corporation,8,706.0,0.009786933196556552,71.0
264,ameren-corporation,9,779.0,0.010798896544075856,32.0
265,ameren-corporation,10,2094.0,0.029028099311033177,79.0
266,ameren-corporation,11,222.0,0.003077477577387471,9999.0
267,ameren-corporation,12,2517.0,0.03489194172200119,55.0
268,ameren-corporation,13,2651.0,0.03674951827772156,79.0
269,american-airlines,0,876.0,0.013705488453595344,41.0
270,american-airlines,1,216.0,0.0033794355091057013,9999.0
271,american-airlines,2,384.0,0.006007885349521246,88.0
272,american-airlines,3,386.0,0.006039176419050003,84.0
273,american-airlines,4,349.0,0.005460291632768008,16.0
274,american-airlines,5,100.0,0.0015645534764378247,9999.0
275,american-airlines,6,606.0,0.00948119406721322,16.0
276,american-airlines,7,49.0,0.0007666312034545341,9999.0
277,american-airlines,8,56.0,0.0008761499468051818,9999.0
278,american-airlines,9,55.0,0.0008605044120408036,9999.0
279,american-airlines,10,1131.0,0.017695099818511795,41.0
280,american-airlines,11,25.0,0.0003911383691094562,9999.0
281,american-electric-power-company,0,3884.0,0.06743055555555555,93.0
282,american-electric-power-company,1,1201.0,0.020850694444444446,55.0
283,american-electric-power-company,2,430.0,0.007465277777777778,22.0
284,american-electric-power-company,3,534.0,0.009270833333333334,50.0
285,american-electric-power-company,4,603.0,0.01046875,80.0
286,american-electric-power-company,5,460.0,0.007986111111111109,22.0
287,american-electric-power-company,6,464.0,0.008055555555555555,22.0
288,american-electric-power-company,7,556.0,0.009652777777777776,50.0
289,american-electric-power-company,8,1042.0,0.018090277777777775,67.0
290,american-electric-power-company,9,550.0,0.009548611111111112,50.0
291,american-electric-power-company,10,1262.0,0.021909722222222226,55.0
292,american-electric-power-company,11,75.0,0.0013020833333333333,9999.0
293,american-electric-power-company,12,26.0,0.00045138888888888887,9999.0
294,american-electric-power-company,13,26.0,0.00045138888888888887,9999.0
295,american-electric-power-company,14,713.0,0.012378472222222223,20.0
296,american-electric-power-company,15,1888.0,0.03277777777777778,25.0
297,american-express,0,7011.0,0.3577223327720802,5.0
298,american-express,1,192.0,0.009796418184601256,25.0
299,american-express,2,93.0,0.004745140058166233,9999.0
300,american-express,3,243.0,0.012398591764885964,25.0
301,american-express,4,248.0,0.01265370682177662,25.0
302,american-express,5,100.0,0.005102301137813153,31.0
303,american-express,6,85.0,0.004336955967141181,9999.0
304,american-express,7,86.0,0.004387978978519311,9999.0
305,american-family-insurance-group,0,577.0,0.007862535088436486,99.0
306,american-family-insurance-group,1,714.0,0.00972937617529229,52.0
307,american-family-insurance-group,2,10152.0,0.13833701250919794,1.0
308,american-family-insurance-group,3,4826.0,0.06576186193551904,23.0
309,american-family-insurance-group,4,39.0,0.0005314365137764696,9999.0
310,american-family-insurance-group,5,22.0,0.0002997847000790342,9999.0
311,american-family-insurance-group,6,126.0,0.0017169487368162866,9999.0
312,american-financial-group,0,501.0,0.00705137227304715,23.0
313,american-financial-group,1,152.0,0.002139338494018297,9999.0
314,american-financial-group,2,154.0,0.002167487684729064,9999.0
315,american-financial-group,3,213.0,0.0029978888106966927,9999.0
316,american-financial-group,4,217.0,0.0030541871921182266,9999.0
317,american-financial-group,5,306.0,0.004306826178747361,9999.0
318,american-financial-group,6,143.0,0.002012667135819845,9999.0
319,american-financial-group,7,1418.0,0.01995777621393385,23.0
320,american-financial-group,8,30.0,0.000422237860661506,9999.0
321,american-financial-group,9,231.0,0.003251231527093596,9999.0
322,american-financial-group,10,473.0,0.006657283603096411,79.0
323,american-financial-group,11,198.0,0.00278676988036594,9999.0
324,american-financial-group,12,390.0,0.005489092188599578,71.0
325,american-financial-group,13,22.0,0.00030964109781843774,9999.0
326,american-financial-group,14,12.0,0.00016889514426460242,9999.0
327,ameriprise-financial,0,1635.0,0.044948453608247424,77.0
328,ameriprise-financial,1,223.0,0.0061305841924398615,27.0
329,ameriprise-financial,2,177.0,0.004865979381443299,9999.0
330,ameriprise-financial,3,135.0,0.0037113402061855674,9999.0
331,ameriprise-financial,4,109.0,0.002996563573883161,9999.0
332,ameriprise-financial,5,131.0,0.003601374570446735,9999.0
333,ameriprise-financial,6,60.0,0.0016494845360824743,9999.0
334,ameriprise-financial,7,63.0,0.001731958762886598,9999.0
335,ameriprise-financial,8,59.0,0.0016219931271477662,9999.0
336,ameriprise-financial,9,60.0,0.0016494845360824743,9999.0
337,ameriprise-financial,10,2032.0,0.055862542955326465,77.0
338,ameriprise-financial,11,26.0,0.0007147766323024055,9999.0
339,ameriprise-financial,12,26.0,0.0007147766323024055,9999.0
340,ameriprise-financial,13,42.0,0.001154639175257732,9999.0
341,ameriprise-financial,14,10.0,0.000274914089347079,9999.0
342,ameriprise-financial,15,10.0,0.000274914089347079,9999.0
343,ameriprise-financial,16,89.0,0.0024467353951890037,9999.0
344,ameriprise-financial,17,87.0,0.002391752577319588,9999.0
345,ameriprise-financial,18,89.0,0.0024467353951890037,9999.0
346,ameriprise-financial,19,59.0,0.0016219931271477662,9999.0
347,ameriprise-financial,20,91.0,0.0025017182130584194,9999.0
348,amerisourcebergen,0,364.0,0.005184077476322723,42.0
349,amerisourcebergen,1,229.0,0.0032614113793349,9999.0
350,amerisourcebergen,2,161.0,0.002292957345296589,9999.0
351,amerisourcebergen,3,148.0,0.0021078117211422056,9999.0
352,amerisourcebergen,4,143.0,0.002036601865698213,9999.0
353,amerisourcebergen,5,159.0,0.002264473403118992,9999.0
354,amerisourcebergen,6,274.0,0.0039023000783308406,9999.0
355,amerisourcebergen,7,173.0,0.002463860998362173,9999.0
356,amerisourcebergen,8,146.0,0.0020793277789646087,9999.0
357,amerisourcebergen,9,610.0,0.0086876023641672,42.0
358,amerisourcebergen,10,398.0,0.0056683044933418785,35.0
359,amerisourcebergen,11,136.0,0.0019369080680766216,9999.0
360,amerisourcebergen,12,208.0,0.0029623299864701275,9999.0
361,amerisourcebergen,13,2109.0,0.030036317026276436,69.0
362,amerisourcebergen,14,54.0,0.0007690664387951292,9999.0
363,amgen,0,104873.0,0.34067372661122663,26.0
364,amgen,1,29692.0,0.0964527027027027,83.0
365,amphenol-corporation,0,2291.0,0.029994763026970413,47.0
366,anadarko,0,7607.0,0.09868327171304404,55.0
367,anadarko,1,607.0,0.007874424336771097,40.0
368,anadarko,2,2503.0,0.03247064928325874,46.0
369,anadarko,3,6542.0,0.08486735421936822,25.0
370,anadarko,4,1866.0,0.024207044172017904,20.0
371,anadarko,5,1870.0,0.0242589349419472,20.0
372,anixter-international,0,3690.0,0.07118055555555555,92.0
373,anixter-international,1,4270.0,0.08236882716049382,99.0
374,anixter-international,2,3902.0,0.07527006172839508,22.0
375,anixter-international,3,3072.0,0.05925925925925926,8.0
376,anixter-international,4,2194.0,0.04232253086419753,78.0
377,anixter-international,5,60.0,0.0011574074074074071,9999.0
378,anthem,0,62.0,0.0060305417760918205,70.0
379,anthem,1,34.0,0.003307071296566482,9999.0
380,anthem,2,27.0,0.0026262036766851477,9999.0
381,anthem,3,27.0,0.0026262036766851477,9999.0
382,anthem,4,102.0,0.009921213889699446,91.0
383,anthem,5,27.0,0.0026262036766851477,9999.0
384,anthem,6,26.0,0.002528936873844957,9999.0
385,anthem,7,103.0,0.010018480692539636,91.0
386,anthem,8,300.0,0.029180040852057193,55.0
387,anthem,9,272.0,0.026456570372531855,79.0
388,anthem,10,113.0,0.010991148720941544,60.0
389,anthem,11,12.0,0.0011672016340822874,9999.0
390,apache,0,3423.0,0.057665094339622636,46.0
391,apache,1,2246.0,0.03783692722371968,92.0
392,apache,2,1964.0,0.03308625336927224,53.0
393,apache,3,1403.0,0.023635444743935308,64.0
394,apache,4,998.0,0.01681266846361186,28.0
395,apache,5,1376.0,0.023180592991913745,64.0
396,apple,0,319.0,0.016596430986941368,27.0
397,apple,1,5664.0,0.294677696269705,17.0
398,applied-materials,0,1047.0,0.016643881346771375,23.0
399,applied-materials,1,987.0,0.01569007725813118,23.0
400,applied-materials,2,2438.0,0.03875623946841319,94.0
401,applied-materials,3,447.0,0.007105840460369441,52.0
402,applied-materials,4,423.0,0.0067243188249133615,95.0
403,applied-materials,5,30.0,0.00047690204432009666,9999.0
404,aramark,0,1626.0,0.008374536464771322,65.0
405,aramark,1,14889.0,0.07668417799752783,71.0
406,aramark,2,3435.0,0.01769159456118665,93.0
407,aramark,3,3448.0,0.017758549649773383,93.0
408,aramark,4,1.0,5.150391429748661e-06,9999.0
409,aramark,5,1.0,5.150391429748661e-06,9999.0
410,aramark,6,1.0,5.150391429748661e-06,9999.0
411,aramark,7,1.0,5.150391429748661e-06,9999.0
412,aramark,8,1.0,5.150391429748661e-06,9999.0
413,aramark,9,1.0,5.150391429748661e-06,9999.0
414,aramark,10,1.0,5.150391429748661e-06,9999.0
415,aramark,11,85.0,0.0004377832715286362,9999.0
416,archerdanielsmidland-company,0,9206.0,0.1311694973213268,1.0
417,archerdanielsmidland-company,1,1036.0,0.014761199133705688,39.0
418,archerdanielsmidland-company,2,1433.0,0.020417759033397924,0.0
419,archerdanielsmidland-company,3,1941.0,0.027655875983130056,23.0
420,archerdanielsmidland-company,4,697.0,0.009931038413313576,23.0
421,archerdanielsmidland-company,5,78.0,0.0011113644135415481,9999.0
422,archerdanielsmidland-company,6,174.0,0.002479197537900376,9999.0
423,arrow-electronics,0,21656.0,0.1315994166261546,1.0
424,arrow-electronics,1,15479.0,0.09406295576081672,1.0
425,arrow-electronics,2,579.0,0.003518473505104521,9999.0
426,arrow-electronics,3,588.0,0.003573164803111327,9999.0
427,arrow-electronics,4,510.0,0.003099173553719009,9999.0
428,arrow-electronics,5,516.0,0.003135634419056879,9999.0
429,arrow-electronics,6,614.0,0.0037311618862421,9999.0
430,arrow-electronics,7,600.0,0.0036460865337870686,9999.0
431,arrow-electronics,8,98.0,0.0005955274671852213,9999.0
432,arrow-electronics,9,71.0,0.0004314535731648031,9999.0
433,arthur-j-gallagher--co,0,917.0,0.013086913086913086,24.0
434,arthur-j-gallagher--co,1,2615.0,0.037319823034108746,33.0
435,arthur-j-gallagher--co,2,6215.0,0.08869701726844584,11.0
436,arthur-j-gallagher--co,3,657.0,0.00937633794776652,94.0
437,arthur-j-gallagher--co,4,387.0,0.005523048380191237,72.0
438,arthur-j-gallagher--co,5,217.0,0.003096903096903097,9999.0
439,arthur-j-gallagher--co,6,185.0,0.0026402169259312123,9999.0
440,arthur-j-gallagher--co,7,172.0,0.0024546881689738826,9999.0
441,arthur-j-gallagher--co,8,264.0,0.0037676609105180532,9999.0
442,arthur-j-gallagher--co,9,154.0,0.0021978021978021982,9999.0
443,arthur-j-gallagher--co,10,15.0,0.0002140716426430712,9999.0
444,arthur-j-gallagher--co,11,14.0,0.0001998001998001998,9999.0
445,arthur-j-gallagher--co,12,15.0,0.0002140716426430712,9999.0
446,asbury-automotive-group,0,211.0,0.005741496598639456,72.0
447,asbury-automotive-group,1,222.0,0.006040816326530613,16.0
448,asbury-automotive-group,2,183.0,0.004979591836734694,9999.0
449,asbury-automotive-group,3,226.0,0.006149659863945578,70.0
450,asbury-automotive-group,4,40.0,0.0010884353741496598,9999.0
451,asbury-automotive-group,5,53.0,0.0014421768707482993,9999.0
452,asbury-automotive-group,6,400.0,0.010884353741496598,91.0
453,asbury-automotive-group,7,57.0,0.0015510204081632653,9999.0
454,asbury-automotive-group,8,93.0,0.0025306122448979593,9999.0
455,asbury-automotive-group,9,52.0,0.0014149659863945578,9999.0
456,asbury-automotive-group,10,65.0,0.0017687074829931973,9999.0
457,asbury-automotive-group,11,67.0,0.00182312925170068,9999.0
458,asbury-automotive-group,12,59.0,0.0016054421768707482,9999.0
459,ashland,0,248.0,0.004934341424592121,9999.0
460,ashland,1,354.0,0.007043374452845205,35.0
461,ashland,2,418.0,0.008316752884998009,13.0
462,ashland,3,232.0,0.004615996816553921,9999.0
463,ashland,4,316.0,0.0062873060087544775,13.0
464,ashland,5,338.0,0.006725029844807003,43.0
465,ashland,6,255.0,0.005073617190608834,51.0
466,ashland,7,661.0,0.013151611619578191,15.0
467,ashland,8,639.0,0.012713887783525666,71.0
468,ashland,9,39.0,0.0007759649820931157,9999.0
469,ashland,10,460.0,0.009152407481098291,13.0
470,ashland,11,463.0,0.009212097095105452,43.0
471,ashland,12,655.0,0.01303223239156387,51.0
472,ashland,13,8.0,0.00015917230401910068,9999.0
473,ashland,14,89.0,0.001770791882212495,9999.0
474,ashland,15,94.0,0.0018702745722244329,9999.0
475,assurant,0,1548.0,0.020568695190007973,25.0
476,assurant,1,397.0,0.005275046505447781,16.0
477,assurant,2,338.0,0.004491097528567632,9999.0
478,assurant,3,334.0,0.004437948445389317,9999.0
479,assurant,4,388.0,0.005155461068296572,70.0
480,assurant,5,1535.0,0.02039596066967845,41.0
481,assurant,6,396.0,0.0052617592346532035,71.0
482,assurant,7,1568.0,0.02083444060589955,32.0
483,assurant,8,342.0,0.0045442466117459465,9999.0
484,assurant,9,589.0,0.00782620249800691,18.0
485,assurant,10,7075.0,0.09400744087164496,65.0
486,assurant,11,117.0,0.0015546106829657188,9999.0
487,att,0,651.0,0.03973388671875,25.0
488,att,1,695.0,0.04241943359375,25.0
489,att,2,786.0,0.0479736328125,1.0
