"","X","name","feat","area","frac","label","selem","label.1","selem_desc"
"3112",3111,"lansing-trade-group",4,796,0.0109479011938164,91,91,1,"Small horizontal line-like"
"3113",3112,"las-vegas-sands",0,1941,0.0283316304189169,23,23,1,"Thin lines (outlines)"
"3118",3117,"las-vegas-sands",5,1718,0.0250766311487374,23,23,1,"Thin lines (outlines)"
"3120",3119,"lawson-software",0,370,0.0186163522012579,74,74,1,"Small decorations, like an L rotated clockwise 90 degrees"
"3124",3123,"lawson-software",4,338,0.0170062893081761,94,94,6,"Thin lines, round + strings"
"3125",3124,"lawson-software",5,847,0.0426163522012579,65,65,1,"Small, filled in circles or D-like objects"
"3126",3125,"lear-corporation",0,7089,0.101608187134503,33,33,6,"Rounded blocky"
"3135",3134,"lee",0,22334,0.320430416068867,26,26,1,"Large, rounded, geometric shapes overlayed with text"
"3138",3137,"lego",0,32163,0.457999288002848,5,5,1,"Large boxes"
"3139",3138,"lego",1,2106,0.0299893200427198,23,23,1,"Thin lines (outlines)"
"3140",3139,"lego",2,441,0.00627981488074048,23,23,1,"Thin lines (outlines)"
"3141",3140,"lego",3,1784,0.0254040583837665,23,23,1,"Thin lines (outlines)"
"3142",3141,"lego",4,4663,0.0664008543965824,1,1,1,"Line based designs, medium sized"
"3143",3142,"lego",5,42173,0.600541117835529,85,85,1,"Large box, probably a color background"
"3144",3143,"lego",6,537,0.00764684941260235,32,32,6,"Mixed italic fonts and font like decorative elements (&)"
"3145",3144,"lennar",0,1773,0.0299038623713948,44,44,1,"L-like"
"3150",3149,"lennar",5,3092,0.0521504469556418,20,20,6,"two chars combined, or solid blocky smallish decorations"
"3152",3151,"lenovo",0,39613,0.546378670639026,66,66,1,"Large, horizontal rectangles with overlay"
"3153",3152,"lenovo",1,576,0.0079447180038896,65,65,1,"Small, filled in circles or D-like objects"
"3154",3153,"lenovo",2,581,0.00801368256989559,65,65,1,"Small, filled in circles or D-like objects"
"3157",3156,"leucadia-national-corporation",1,573,0.0167235793713335,74,74,1,"Small decorations, like an L rotated clockwise 90 degrees"
"3158",3157,"leucadia-national-corporation",2,556,0.0162274173306482,71,71,6,"Small curvy decorations mixed with letters"
"3159",3158,"leucadia-national-corporation",3,420,0.0122581210051659,91,91,1,"Small horizontal line-like"
"3164",3163,"leucadia-national-corporation",8,2881,0.0840848728949596,27,27,1,"Diagonal geometric solid, small size"
"3188",3187,"levis",0,29261,0.420537510778959,26,26,1,"Large, rounded, geometric shapes overlayed with text"
"3191",3190,"liberty-interactive-corporation",0,1431,0.0198501872659176,67,67,6,"Combined strings and curved decorations"
"3203",3202,"liberty-mutual-holding-company",9,608,0.0166520595968449,15,15,6,"Small curves decorations and fonts"
"3206",3205,"liberty-mutual-holding-company",12,249,0.00681967572304996,91,91,1,"Small horizontal line-like"
"3207",3206,"liberty-mutual-holding-company",13,1402,0.0383983347940403,16,16,1,"Small diagonal decorative"
"3211",3210,"liberty-mutual-holding-company",17,391,0.0107088080631025,94,94,6,"Thin lines, round + strings"
"3212",3211,"liberty-mutual-holding-company",18,310,0.00849035933391762,79,79,6,"Strings and chars, m and w"
"3222",3221,"lifepoint-health",1,543,0.00730250948115872,42,42,6,"Narrow hollow decorations and fonts"
"3223",3222,"lifepoint-health",2,570,0.00766561768740418,94,94,6,"Thin lines, round + strings"
"3226",3225,"lilly",0,2732,0.0842429848905335,1,1,1,"Line based designs, medium sized"
"3227",3226,"lilly",1,2462,0.0759173604687018,25,25,6,"Mixture of strings and curved long solid elements"
"3229",3228,"lilly",3,5863,0.180789392537774,6,6,1,"Long, horizontal, boxy"
"3234",3233,"lincoln",4,311,0.0216694537346711,70,70,1,"Small, curvy decorations"
"3238",3237,"lincoln",8,100,0.00696767001114827,67,67,6,"Combined strings and curved decorations"
"3239",3238,"lincoln",9,93,0.00647993311036789,67,67,6,"Combined strings and curved decorations"
"3241",3240,"lincoln",11,160,0.0111482720178372,25,25,6,"Mixture of strings and curved long solid elements"
"3242",3241,"lincoln",12,91,0.00634057971014493,67,67,6,"Combined strings and curved decorations"
"3245",3244,"linkedin",0,9443,0.131302316527156,7,7,1,"Medium square decorations"
"3247",3246,"listerine",0,3275,0.0694576997306526,20,20,6,"two chars combined, or solid blocky smallish decorations"
"3250",3249,"listerine",3,3539,0.0750567326249708,10,10,1,"Solid squares"
"3251",3250,"lithia-motors",0,1284,0.0176689142699876,42,42,6,"Narrow hollow decorations and fonts"
"3252",3251,"lithia-motors",1,680,0.00935736892803082,23,23,1,"Thin lines (outlines)"
"3253",3252,"lithia-motors",2,2808,0.0386404293381038,10,10,1,"Solid squares"
"3255",3254,"lithia-motors",4,5082,0.0699325719003715,20,20,6,"two chars combined, or solid blocky smallish decorations"
"3258",3257,"live-nation-entertainment",0,482,0.0224081822408182,23,23,1,"Thin lines (outlines)"
"3266",3265,"live-nation-entertainment",8,193,0.00897257089725709,23,23,1,"Thin lines (outlines)"
"3272",3271,"live-nation-entertainment",14,191,0.00887959088795909,91,91,1,"Small horizontal line-like"
"3275",3274,"live-nation-entertainment",17,121,0.00562529056252906,54,54,6,"n and n-like decorations"
"3276",3275,"live-nation-entertainment",18,132,0.00613668061366806,54,54,6,"n and n-like decorations"
"3277",3276,"live-nation-entertainment",19,130,0.00604370060437006,54,54,6,"n and n-like decorations"
"3278",3277,"live-nation-entertainment",20,111,0.00516039051603905,54,54,6,"n and n-like decorations"
"3290",3289,"lkq-corporation",0,2003,0.0633660234103132,20,20,6,"two chars combined, or solid blocky smallish decorations"
"3291",3290,"lkq-corporation",1,1031,0.0326162606770009,44,44,1,"L-like"
"3292",3291,"lkq-corporation",2,1797,0.0568490983865865,20,20,6,"two chars combined, or solid blocky smallish decorations"
"3293",3292,"lkq-corporation",3,1465,0.0463460930085416,20,20,6,"two chars combined, or solid blocky smallish decorations"
"3294",3293,"lkq-corporation",4,495,0.0156596013919646,91,91,1,"Small horizontal line-like"
"3295",3294,"lkq-corporation",5,514,0.0162606770009491,23,23,1,"Thin lines (outlines)"
"3297",3296,"lkq-corporation",7,2533,0.0801328693451439,20,20,6,"two chars combined, or solid blocky smallish decorations"
"3307",3306,"lm",0,26848,0.383762149799886,5,5,1,"Large boxes"
"3308",3307,"lm",1,2986,0.0426815323041738,23,23,1,"Thin lines (outlines)"
"3309",3308,"lm",2,936,0.0133790737564322,94,94,6,"Thin lines, round + strings"
"3310",3309,"lm",3,2614,0.0373642081189251,15,15,6,"Small curves decorations and fonts"
"3311",3310,"lm",4,2600,0.0371640937678674,35,35,1,"Small decorations, diagonal orientation"
"3312",3311,"lm",5,2014,0.0287878787878788,42,42,6,"Narrow hollow decorations and fonts"
"3313",3312,"lm",6,634,0.00906232132647227,41,41,1,"Small geometric decorations"
"3314",3313,"lm",7,634,0.00906232132647227,32,32,6,"Mixed italic fonts and font like decorative elements (&)"
"3315",3314,"lm",8,2838,0.0405660377358491,91,91,1,"Small horizontal line-like"
"3317",3316,"lm",10,47731,0.682261292166953,85,85,1,"Large box, probably a color background"
"3318",3317,"lockheed-martin",0,5265,0.0180698701646366,23,23,1,"Thin lines (outlines)"
"3324",3323,"loews-corporation",4,465,0.00946545617392012,44,44,1,"L-like"
"3325",3324,"loews-corporation",5,530,0.0107885844562961,25,25,6,"Mixture of strings and curved long solid elements"
"3337",3336,"loreal",5,272,0.00953348988819179,42,42,6,"Narrow hollow decorations and fonts"
"3345",3344,"loreal",13,305,0.0106901265290386,44,44,1,"L-like"
"3349",3348,"loreal",17,305,0.0106901265290386,44,44,1,"L-like"
"3355",3354,"louis-vuitton",0,14394,0.213434163701068,59,59,1,"Medium-sized partially hollow (overlayed) decorations (shield, boxes, big char)"
"3358",3357,"lowes",0,30419,0.425893257168459,26,26,1,"Large, rounded, geometric shapes overlayed with text"
"3363",3362,"mac",0,2024,0.0858354537743851,1,1,1,"Line based designs, medium sized"
"3364",3363,"mac",1,244,0.0103477523324852,23,23,1,"Thin lines (outlines)"
"3377",3376,"macys",0,1707,0.0230364372469636,92,92,1,"Small-medium triangles"
"3378",3377,"macys",1,992,0.013387314439946,23,23,1,"Thin lines (outlines)"
"3379",3378,"macys",2,867,0.0117004048582996,23,23,1,"Thin lines (outlines)"
"3380",3379,"macys",3,630,0.00850202429149798,23,23,1,"Thin lines (outlines)"
"3381",3380,"macys",4,597,0.00805668016194332,23,23,1,"Thin lines (outlines)"
"3382",3381,"marathon-petroleum",0,9412,0.151958410022926,82,82,1,"Medium-sized, horizontal decorative elements"
"3383",3382,"marathon-petroleum",1,5989,0.0966934676612096,1,1,1,"Line based designs, medium sized"
"3385",3384,"markel-corporation",0,2789,0.0250024652843145,10,10,1,"Solid squares"
"3387",3386,"markel-corporation",2,3929,0.0352221893517647,20,20,6,"two chars combined, or solid blocky smallish decorations"
"3388",3387,"marriott",0,5100,0.322091701402046,26,26,1,"Large, rounded, geometric shapes overlayed with text"
"3389",3388,"marriott",1,142,0.00896804345080207,91,91,1,"Small horizontal line-like"
"3391",3390,"mars",0,1773,0.024644167685978,23,23,1,"Thin lines (outlines)"
"3392",3391,"mars",1,695,0.00966029133770711,23,23,1,"Thin lines (outlines)"
"3393",3392,"mars",2,648,0.00900700544868231,23,23,1,"Thin lines (outlines)"
"3394",3393,"mars",3,756,0.0105081730234627,23,23,1,"Thin lines (outlines)"
"3395",3394,"mars",4,4514,0.0627432447459135,94,94,6,"Thin lines, round + strings"
"3396",3395,"mars",5,1152,0.0160124541309908,32,32,6,"Mixed italic fonts and font like decorative elements (&)"
"3397",3396,"mars",6,1244,0.0172912265095074,28,28,1,"Small curved geometric decorative"
"3399",3398,"mars",8,554,0.00770043367063272,23,23,1,"Thin lines (outlines)"
"3400",3399,"mars",9,20963,0.291379406204826,26,26,1,"Large, rounded, geometric shapes overlayed with text"
"3401",3400,"mars",10,37695,0.523949182697654,66,66,1,"Large, horizontal rectangles with overlay"
"3402",3401,"marshalls",0,2333,0.0321018231854145,94,94,6,"Thin lines, round + strings"
"3411",3410,"masco",0,38894,0.149712653633113,1,1,1,"Line based designs, medium sized"
"3412",3411,"massachusetts-mutual-life-insurance-company",0,1825,0.0467229902713774,28,28,1,"Small curved geometric decorative"
"3413",3412,"massachusetts-mutual-life-insurance-company",1,396,0.0101382488479263,28,28,1,"Small curved geometric decorative"
"3414",3413,"massachusetts-mutual-life-insurance-company",2,1083,0.027726574500768,10,10,1,"Solid squares"
"3420",3419,"massachusetts-mutual-life-insurance-company",8,1105,0.0282898105478751,55,55,6,"Combined decorative strings and some small decorative objects"
"3421",3420,"massachusetts-mutual-life-insurance-company",9,1619,0.0414490527393753,25,25,6,"Mixture of strings and curved long solid elements"
"3425",3424,"mastercard",0,14029,0.199814841190714,59,59,1,"Medium-sized partially hollow (overlayed) decorations (shield, boxes, big char)"
"3426",3425,"mastercard",1,14092,0.200712149266486,59,59,1,"Medium-sized partially hollow (overlayed) decorations (shield, boxes, big char)"
"3427",3426,"mastercard",2,5116,0.0728671129468737,78,78,1,"Tall small decorations"
"3428",3427,"mastercard",3,33458,0.476541803161943,29,29,1,"Large geometric text overlayed"
"3429",3428,"mattel",0,31279,0.445411178355287,61,61,1,"Large, mostly circular, with overlay"
"3435",3434,"max-factor",0,1674,0.0279503105590062,86,86,1,"Up diagonal line"
"3436",3435,"max-factor",1,377,0.00629466372804381,42,42,6,"Narrow hollow decorations and fonts"
"3437",3436,"max-factor",2,339,0.00566018833901022,42,42,6,"Narrow hollow decorations and fonts"
"3444",3443,"maytag",0,2664,0.120395896416143,1,1,1,"Line based designs, medium sized"
"3447",3446,"maytag",3,2001,0.09043250327654,1,1,1,"Line based designs, medium sized"
"3451",3450,"maytag",7,8308,0.375468884168663,26,26,1,"Large, rounded, geometric shapes overlayed with text"
"3457",3456,"mccormick",1,133797,0.221407508166447,6,6,1,"Long, horizontal, boxy"
"3458",3457,"mccormick",2,17993,0.0297748476755,23,23,1,"Thin lines (outlines)"
"3459",3458,"mccormick",3,9291,0.015374762949651,78,78,1,"Tall small decorations"
"3460",3459,"mccormick",4,169127,0.279871653577185,6,6,1,"Long, horizontal, boxy"
"3461",3460,"mccormick",5,59691,0.0987767705551198,59,59,1,"Medium-sized partially hollow (overlayed) decorations (shield, boxes, big char)"
"3466",3465,"mcdonalds",0,57436,0.68294887039239,85,85,1,"Large box, probably a color background"
"3467",3466,"mcdonalds",1,5042,0.0599524375743163,94,94,6,"Thin lines, round + strings"
"3468",3467,"mcdonalds",2,62500,0.743162901307967,85,85,1,"Large box, probably a color background"
"3471",3470,"mckesson",2,385,0.00636363636363636,25,25,6,"Mixture of strings and curved long solid elements"
"3473",3472,"mckinsey",1,135,0.00777739370895264,42,42,6,"Narrow hollow decorations and fonts"
"3474",3473,"mckinsey",2,112,0.00645235626224219,51,51,1,"Diagonal geometric decorative"
"3476",3475,"mckinsey",4,133,0.0076621730614126,67,67,6,"Combined strings and curved decorations"
"3478",3477,"mckinsey",6,347,0.0199907823481968,25,25,6,"Mixture of strings and curved long solid elements"
"3480",3479,"mckinsey",8,163,0.00939048277451319,94,94,6,"Thin lines, round + strings"
"3481",3480,"mckinsey",9,173,0.00996658601221339,67,67,6,"Combined strings and curved decorations"
"3482",3481,"mclane-company",0,2797,0.0387031604582941,41,41,1,"Small geometric decorations"
"3483",3482,"mclane-company",1,2668,0.0369181380417336,92,92,1,"Small-medium triangles"
"3486",3485,"mclane-company",4,794,0.0109868821608457,44,44,1,"L-like"
"3495",3494,"medtronic",2,2594,0.0556174957118353,79,79,6,"Strings and chars, m and w"
"3512",3511,"mercedes-benz",15,275,0.00551765650080257,23,23,1,"Thin lines (outlines)"
"3513",3512,"mercedes-benz",16,334,0.00670144462279294,23,23,1,"Thin lines (outlines)"
"3514",3513,"mercedes-benz",17,2007,0.04026886035313,77,77,1,"Small-medium hollow circle decorations"
"3526",3525,"merck",3,3410,0.0149797926550694,72,72,6,"Tall, narrow, decorations (decorative Y, a deer)"
"3532",3531,"metlife",5,1066,0.0750281531531532,10,10,1,"Solid squares"
"3534",3533,"metlife",7,379,0.0266751126126126,11,11,6,"Mix of chars and ovals"
"3537",3536,"mgm-resorts-international",1,770,0.011391206580271,35,35,1,"Small decorations, diagonal orientation"
"3543",3542,"mgm-resorts-international",7,356,0.0052665838215279,70,70,1,"Small, curvy decorations"
"3544",3543,"mgm-resorts-international",8,807,0.0119385762471152,78,78,1,"Tall small decorations"
"3545",3544,"mgm-resorts-international",9,353,0.00522220249718918,72,72,6,"Tall, narrow, decorations (decorative Y, a deer)"
"3550",3549,"mgm-resorts-international",14,1705,0.0252233859991715,35,35,1,"Small decorations, diagonal orientation"
"3554",3553,"michael-kors",0,5159,0.107255717255717,77,77,1,"Small-medium hollow circle decorations"
"3555",3554,"michaels",0,2621,0.0364108690820182,23,23,1,"Thin lines (outlines)"
"3556",3555,"michaels",1,2373,0.0329656590353412,23,23,1,"Thin lines (outlines)"
"3557",3556,"michaels",2,2038,0.0283118470771282,94,94,6,"Thin lines, round + strings"
"3558",3557,"michaels",3,555,0.00771004667703934,42,42,6,"Narrow hollow decorations and fonts"
"3570",3569,"micron-technology",0,1367,0.0185265497519855,23,23,1,"Thin lines (outlines)"
"3571",3570,"micron-technology",1,3925,0.0531943729162714,71,71,6,"Small curvy decorations mixed with letters"
"3575",3574,"microsoft",0,462,0.0210727969348659,10,10,1,"Solid squares"
"3576",3575,"microsoft",1,483,0.0220306513409962,10,10,1,"Solid squares"
"3577",3576,"microsoft",2,462,0.0210727969348659,10,10,1,"Solid squares"
"3578",3577,"microsoft",3,482,0.0219850392264185,10,10,1,"Solid squares"
"3582",3581,"mini",0,5911,0.116184448462929,1,1,1,"Line based designs, medium sized"
"3585",3584,"minute-maid",0,18264,0.382925192888293,29,29,1,"Large geometric text overlayed"
"3586",3585,"minute-maid",1,2531,0.0530652465615565,91,91,1,"Small horizontal line-like"
"3587",3586,"minute-maid",2,491,0.0102943643072794,23,23,1,"Thin lines (outlines)"
"3588",3587,"minute-maid",3,25469,0.533986078497149,29,29,1,"Large geometric text overlayed"
"3593",3592,"mobil",1,600,0.00820299682817456,10,10,1,"Solid squares"
"3594",3593,"moet",0,613,0.0109253582376845,92,92,1,"Small-medium triangles"
"3622",3621,"mohawk-industries",0,426,0.00747985180763085,86,86,1,"Up diagonal line"
"3623",3622,"mohawk-industries",1,535,0.00939371060348006,86,86,1,"Up diagonal line"
"3624",3623,"mohawk-industries",2,422,0.00740961845732446,86,86,1,"Up diagonal line"
"3626",3625,"mohawk-industries",4,1516,0.0266184397661229,55,55,6,"Combined decorative strings and some small decorative objects"
"3627",3626,"mohawk-industries",5,1812,0.031815707688796,25,25,6,"Mixture of strings and curved long solid elements"
"3632",3631,"molina-healthcare",0,710,0.0106969596528761,65,65,1,"Small, filled in circles or D-like objects"
"3633",3632,"molina-healthcare",1,714,0.0107572242143008,65,65,1,"Small, filled in circles or D-like objects"
"3634",3633,"molina-healthcare",2,397,0.00598125772139693,65,65,1,"Small, filled in circles or D-like objects"
"3635",3634,"molina-healthcare",3,2922,0.0440232621207099,58,58,1,"Small tall rectangular decorations"
"3636",3635,"molina-healthcare",4,2921,0.0440081959803537,58,58,1,"Small tall rectangular decorations"
"3637",3636,"molina-healthcare",5,1662,0.0250399252719438,58,58,1,"Small tall rectangular decorations"
"3646",3645,"mondelez-international",0,1789,0.040076164874552,16,16,1,"Small diagonal decorative"
"3656",3655,"mondelez-international",10,458,0.0102598566308244,16,16,1,"Small diagonal decorative"
"3659",3658,"mondelez-international",13,326,0.00730286738351255,11,11,6,"Mix of chars and ovals"
"3662",3661,"mondelez-international",16,299,0.00669802867383513,67,67,6,"Combined strings and curved decorations"
"3663",3662,"monsanto-company",0,1791,0.0252083098750141,23,23,1,"Thin lines (outlines)"
"3664",3663,"monsanto-company",1,1458,0.0205213376871974,70,70,1,"Small, curvy decorations"
"3669",3668,"monsanto-company",6,4232,0.0595653642607814,72,72,6,"Tall, narrow, decorations (decorative Y, a deer)"
"3671",3670,"monster-beverage",0,823,0.0117236467236467,23,23,1,"Thin lines (outlines)"
"3672",3671,"monster-beverage",1,42975,0.612179487179487,85,85,1,"Large box, probably a color background"
"3673",3672,"monster-beverage",2,49763,0.708874643874644,85,85,1,"Large box, probably a color background"
"3681",3680,"mosaic",0,8816,0.124943310657596,58,58,1,"Small tall rectangular decorations"
"3688",3687,"motorola",0,42355,0.188546118233618,65,65,1,"Small, filled in circles or D-like objects"
"3690",3689,"mountain-dew",0,2169,0.0309194583036351,71,71,6,"Small curvy decorations mixed with letters"
"3691",3690,"mountain-dew",1,1453,0.0207127583749109,27,27,1,"Diagonal geometric solid, small size"
"3692",3691,"mountain-dew",2,1621,0.0231076265146115,27,27,1,"Diagonal geometric solid, small size"
"3693",3692,"mountain-dew",3,2627,0.037448325017819,23,23,1,"Thin lines (outlines)"
"3694",3693,"mountain-dew",4,3226,0.0459871703492516,23,23,1,"Thin lines (outlines)"
"3695",3694,"mountain-dew",5,633,0.00902352102637206,27,27,1,"Diagonal geometric solid, small size"
"3696",3695,"mountain-dew",6,468,0.00667141838916607,15,15,6,"Small curves decorations and fonts"
"3697",3696,"mountain-dew",7,856,0.0122024233784747,71,71,6,"Small curvy decorations mixed with letters"
"3699",3698,"mt-bank",1,1619,0.0208798153187428,51,51,1,"Diagonal geometric decorative"
"3702",3701,"mtv",0,7896,0.35975943138327,68,68,1,"Medium sized, mostly overlaid geometric decorations, mostly boxy, mixed with some strings"
"3703",3702,"mtv",1,175,0.007973391652998,23,23,1,"Thin lines (outlines)"
"3709",3708,"murphy-usa",3,637,0.0140289829537947,53,53,6,"Mix of diagonal ovals and P?"
"3710",3709,"murphy-usa",4,1269,0.0279478483019865,25,25,6,"Mixture of strings and curved long solid elements"
"3714",3713,"murphy-usa",8,391,0.00861119675813769,71,71,6,"Small curvy decorations mixed with letters"
"3716",3715,"murphy-usa",10,533,0.0117385367572567,86,86,1,"Up diagonal line"
"3717",3716,"murphy-usa",11,2476,0.0545302382944985,25,25,6,"Mixture of strings and curved long solid elements"
"3726",3725,"murphy-usa",20,1691,0.0372417742148615,55,55,6,"Combined decorative strings and some small decorative objects"
"3728",3727,"murphy-usa",22,1188,0.0261639430912214,2,2,1,"Small, geometric decorations"
"3738",3737,"mutual-of-omaha-insurance-company",0,4026,0.124259259259259,77,77,1,"Small-medium hollow circle decorations"
"3739",3738,"mutual-of-omaha-insurance-company",1,623,0.0192283950617284,23,23,1,"Thin lines (outlines)"
"3741",3740,"mutual-of-omaha-insurance-company",3,843,0.0260185185185185,91,91,1,"Small horizontal line-like"
"3743",3742,"mutual-of-omaha-insurance-company",5,179,0.00552469135802469,20,20,6,"two chars combined, or solid blocky smallish decorations"
"3745",3744,"national-oilwell-varco",0,12053,0.185117493472585,65,65,1,"Small, filled in circles or D-like objects"
"3746",3745,"national-oilwell-varco",1,13380,0.205498387344494,17,17,1,"Large solid decorative (house, apple, etc.)"
"3747",3746,"national-oilwell-varco",2,9016,0.13847335278759,59,59,1,"Medium-sized partially hollow (overlayed) decorations (shield, boxes, big char)"
"3754",3753,"nationwide-mutual-insurance-co",6,2275,0.0353656261658998,15,15,6,"Small curves decorations and fonts"
"3755",3754,"nationwide-mutual-insurance-co",7,2101,0.0326607387140903,23,23,1,"Thin lines (outlines)"
"3764",3763,"navistar-international-corporation",0,788,0.0164433871708192,11,11,6,"Mix of chars and ovals"
"3766",3765,"navistar-international-corporation",2,1134,0.0236634531113059,86,86,1,"Up diagonal line"
"3767",3766,"navistar-international-corporation",3,424,0.0088477108634865,58,58,1,"Small tall rectangular decorations"
"3768",3767,"navistar-international-corporation",4,454,0.00947372814156338,27,27,1,"Diagonal geometric solid, small size"
"3769",3768,"navistar-international-corporation",5,445,0.00928592295814031,58,58,1,"Small tall rectangular decorations"
"3770",3769,"navistar-international-corporation",6,817,0.0170485372062936,71,71,6,"Small curvy decorations mixed with letters"
"3771",3770,"navistar-international-corporation",7,1116,0.0232878427444597,35,35,1,"Small decorations, diagonal orientation"
"3773",3772,"navistar-international-corporation",9,371,0.00774174700555069,27,27,1,"Diagonal geometric solid, small size"
"3774",3773,"navistar-international-corporation",10,354,0.00738700388130712,2,2,1,"Small, geometric decorations"
"3775",3774,"navistar-international-corporation",11,657,0.0137097783898836,25,25,6,"Mixture of strings and curved long solid elements"
"3776",3775,"navistar-international-corporation",12,271,0.00565502274529444,2,2,1,"Small, geometric decorations"
"3777",3776,"navistar-international-corporation",13,354,0.00738700388130712,11,11,6,"Mix of chars and ovals"
"3778",3777,"navistar-international-corporation",14,258,0.00538374859146112,65,65,1,"Small, filled in circles or D-like objects"
"3779",3778,"navistar-international-corporation",15,1037,0.0216393305788573,11,11,6,"Mix of chars and ovals"
"3781",3780,"navistar-international-corporation",17,316,0.00659404866240975,65,65,1,"Small, filled in circles or D-like objects"
"3782",3781,"nbc",0,1026,0.0475131981105863,55,55,6,"Combined decorative strings and some small decorative objects"
"3783",3782,"nbc",1,1111,0.0514494767064926,78,78,1,"Tall small decorations"
"3784",3783,"nbc",2,1110,0.0514031675465407,16,16,1,"Small diagonal decorative"
"3785",3784,"nbc",3,1047,0.0484856904695749,55,55,6,"Combined decorative strings and some small decorative objects"
"3786",3785,"nbc",4,1150,0.0532555339446142,78,78,1,"Tall small decorations"
"3787",3786,"nbc",5,1035,0.0479299805501528,27,27,1,"Diagonal geometric solid, small size"
"3790",3789,"ncr-corporation",2,176,0.010510600179158,86,86,1,"Up diagonal line"
"3795",3794,"ncr-corporation",7,1961,0.117109584950732,82,82,1,"Medium-sized, horizontal decorative elements"
"3797",3796,"nestle",0,379,0.00565300399737486,23,23,1,"Thin lines (outlines)"
"3798",3797,"nestle",1,2328,0.0347234651870413,23,23,1,"Thin lines (outlines)"
"3799",3798,"nestle",2,2729,0.0407046118966649,1,1,1,"Line based designs, medium sized"
"3822",3821,"neutrogena",6,3140,0.0413522447420753,94,94,6,"Thin lines, round + strings"
"3823",3822,"neutrogena",7,2837,0.0373618848195119,67,67,6,"Combined strings and curved decorations"
"3825",3824,"new-york-life-insurance-company",0,55934,0.54623046875,5,5,1,"Large boxes"
"3827",3826,"new-york-life-insurance-company",2,2019,0.019716796875,70,70,1,"Small, curvy decorations"
"3828",3827,"new-york-life-insurance-company",3,1885,0.018408203125,58,58,1,"Small tall rectangular decorations"
"3829",3828,"newell-brands",0,594,0.0132146829810901,23,23,1,"Thin lines (outlines)"
"3837",3836,"newmont-mining-corporation",0,1662,0.0245436824384193,23,23,1,"Thin lines (outlines)"
"3840",3839,"newmont-mining-corporation",3,597,0.00881623250044303,25,25,6,"Mixture of strings and curved long solid elements"
"3846",3845,"news-corporation",0,1462,0.0196294307196563,72,72,6,"Tall, narrow, decorations (decorative Y, a deer)"
"3847",3846,"news-corporation",1,3516,0.0472073039742213,91,91,1,"Small horizontal line-like"
"3848",3847,"news-corporation",2,1810,0.0243018259935553,91,91,1,"Small horizontal line-like"
"3851",3850,"nextera-energy",1,521,0.00980613589309241,67,67,6,"Combined strings and curved decorations"
"3855",3854,"nextera-energy",5,1296,0.0243929983060418,23,23,1,"Thin lines (outlines)"
"3863",3862,"nextera-energy",13,770,0.0144927536231884,23,23,1,"Thin lines (outlines)"
"3866",3865,"nextera-energy",16,379,0.00713344626388105,42,42,6,"Narrow hollow decorations and fonts"
"3868",3867,"ngl-energy-partners-lp",0,18282,0.257848861809258,6,6,1,"Long, horizontal, boxy"
"3869",3868,"nielsen",0,851,0.0119221070327823,35,35,1,"Small decorations, diagonal orientation"
"3874",3873,"nielsen",5,851,0.0119221070327823,35,35,1,"Small decorations, diagonal orientation"
"3885",3884,"nike",1,6868,0.0546715171584821,32,32,6,"Mixed italic fonts and font like decorative elements (&)"
"3886",3885,"nike",2,21403,0.170374851738933,1,1,1,"Line based designs, medium sized"
"3887",3886,"nisource",0,1374,0.0188154741526874,25,25,6,"Mixture of strings and curved long solid elements"
"3888",3887,"nisource",1,5478,0.0750154056829853,2,2,1,"Small, geometric decorations"
"3889",3888,"nisource",2,375,0.00513522766175967,57,57,1,"Small curved, L-like decorative objects"
"3890",3889,"nisource",3,9537,0.130599109893872,25,25,6,"Mixture of strings and curved long solid elements"
"3891",3890,"nisource",4,7636,0.104566929133858,25,25,6,"Mixture of strings and curved long solid elements"
"3892",3891,"nisource",5,12985,0.177815816501198,6,6,1,"Long, horizontal, boxy"
"3901",3900,"nissan",0,1023,0.00943204868154158,27,27,1,"Diagonal geometric solid, small size"
"3907",3906,"nissan",6,11436,0.105439793472248,1,1,1,"Line based designs, medium sized"
"3908",3907,"nissan",7,660,0.00608519269776876,2,2,1,"Small, geometric decorations"
"3909",3908,"nissan",8,4202,0.0387423935091278,23,23,1,"Thin lines (outlines)"
"3910",3909,"nissan",9,5186,0.0478148626221648,23,23,1,"Thin lines (outlines)"
"3911",3910,"nissan",10,2172,0.0200258159690208,51,51,1,"Diagonal geometric decorative"
"3912",3911,"nissan",11,4119,0.0379771344274387,23,23,1,"Thin lines (outlines)"
"3913",3912,"nissan",12,33531,0.309155449013461,61,61,1,"Large, mostly circular, with overlay"
"3931",3930,"norfolk",0,1062,0.0210714285714286,91,91,1,"Small horizontal line-like"
"3932",3931,"norfolk",1,4654,0.0923412698412698,82,82,1,"Medium-sized, horizontal decorative elements"
"3933",3932,"norfolk",2,931,0.0184722222222222,91,91,1,"Small horizontal line-like"
"3934",3933,"norfolk",3,891,0.0176785714285714,91,91,1,"Small horizontal line-like"
"3944",3943,"norfolk",13,679,0.0134722222222222,55,55,6,"Combined decorative strings and some small decorative objects"
"3945",3944,"norfolk",14,699,0.0138690476190476,25,25,6,"Mixture of strings and curved long solid elements"
"3946",3945,"norfolk",15,991,0.0196626984126984,25,25,6,"Mixture of strings and curved long solid elements"
