chars,colors,corners,edge,entropy,feat_size,feats,h_mean,h_sd,ht,name,perc_white,s_mean,s_sd,v_mean,v_sd,wt
13,3,16,0.02928921568627451,1.290960422146325,0.01412377450980392,18,0.19489722942298493,0.3049280274224264,144,21st-century-fox,0.7433006535947713,0.10943401524426331,0.2769482931054073,0.8759726227091803,0.8759726227091803,340
0,2,25,0.025724096745297104,0.9711948997477935,0.5232158853389072,1,0.5337831917531216,0.49542109477734336,197,3m,0.47309644670050766,0.4618950672866881,0.43634808946328074,0.9640647778969705,0.9640647778969705,340
