name,charming,cheerful,confident,contemporary,cool,corporate,daring,down.to.earth,exciting,familiar_with,family.oriented,favorability_rating,feminine,friendly,glamorous,good.looking,hard.working,honest,imaginative,independent,intelligent,leader,logo_consist,masculine,original,outdoorsy,purch_lik,purchased,real,reliable,rugged,secure,sentimental,sincere,small.town,smooth,spirited,successful,technical,tough,trendy,unique,up.to.date,upper.class,western,wholesome,young
equinix,0,4,4,4,4,4,0,0,0,0,0,4,0,0,0,4,4,4,3,4,4,4,4,0,4,0,4,0,4,4,0,4,0,4,0,0,0,4,4,0,0,4,4,4,0,0,0
equinix,0,0,0,0,0,3,0,0,0,1,0,2,0,0,0,0,1,0,0,0,2,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
erie-insurance-group,0,1,2,0,0,4,2,1,0,1,1,0,1,2,0,1,1,2,1,0,0,1,1,3,1,3,1,0,0,4,0,2,0,1,2,0,0,2,1,2,1,0,0,4,2,0,1
erie-insurance-group,3,3,3,2,1,2,1,3,2,0,3,3,2,3,1,2,3,2,2,2,2,2,3,2,1,2,2,0,3,2,1,2,3,3,3,1,2,2,2,1,1,1,2,2,2,3,2
erie-insurance-group,3,3,3,3,3,3,3,3,2,1,3,3,3,3,1,3,3,3,2,3,3,3,3,2,3,3,3,0,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2
erie-insurance-group,2,3,3,3,3,4,2,3,3,1,4,3,2,4,2,3,4,3,2,2,4,3,3,2,3,1,2,0,3,4,1,3,2,4,3,3,2,4,2,3,2,4,4,2,4,3,1
erie-insurance-group,0,0,4,0,0,4,0,4,0,0,0,4,0,0,0,4,4,4,0,4,4,0,4,0,4,4,4,0,4,4,0,4,0,4,0,0,0,0,4,0,0,4,4,0,0,4,0
erie-insurance-group,1,1,2,1,0,0,2,3,2,0,4,3,3,4,0,1,4,3,3,0,3,4,3,2,4,2,3,0,3,4,3,3,4,4,4,0,4,0,1,3,0,3,1,0,2,4,1
erie-insurance-group,4,4,4,2,4,0,0,4,4,0,4,4,0,4,0,3,4,4,3,2,4,4,3,0,4,0,4,0,3,4,0,4,2,4,4,2,4,4,3,0,0,4,4,0,2,4,0
erie-insurance-group,4,3,4,3,1,1,2,4,1,1,4,3,1,4,1,3,4,4,2,4,4,2,1,2,4,4,3,0,4,4,4,4,4,4,0,2,4,3,1,4,1,4,3,1,1,4,0
erie-insurance-group,1,2,2,2,2,2,1,1,0,1,3,3,1,2,0,2,3,3,1,1,2,2,3,2,2,0,3,0,2,2,1,3,2,3,2,1,1,3,2,1,1,2,1,2,1,2,1
erie-insurance-group,3,3,4,2,1,3,1,3,0,0,4,4,0,3,0,2,4,4,2,4,4,3,4,2,2,0,3,0,4,4,0,4,3,3,0,1,2,3,1,2,1,1,4,0,3,4,0
erie-insurance-group,0,1,2,0,0,1,0,2,1,0,3,1,0,2,0,0,3,2,0,2,1,0,2,0,1,0,2,0,1,1,0,2,0,2,3,1,1,1,0,0,0,1,1,0,1,1,0
erie-insurance-group,1,3,1,3,0,1,0,3,0,0,3,2,0,3,0,0,3,1,1,2,2,2,2,0,2,0,3,0,2,2,0,1,3,2,3,0,1,2,1,0,0,2,2,0,3,1,0
erie-insurance-group,2,1,3,0,1,3,1,2,1,0,3,4,1,1,2,2,2,3,0,3,2,3,3,2,2,1,3,0,3,3,2,2,3,3,3,0,1,3,0,2,0,2,1,2,2,4,0
erie-insurance-group,0,1,3,0,1,4,0,0,0,0,1,2,0,2,2,0,2,3,0,3,3,3,2,3,1,0,2,0,3,3,0,3,0,1,1,0,0,3,0,2,0,1,2,4,0,3,0
erie-insurance-group,4,4,4,4,4,0,0,0,4,0,4,3,0,4,4,4,4,4,4,4,4,4,3,0,4,0,2,0,4,4,0,4,4,4,4,0,4,4,0,0,4,0,0,0,0,0,4
essendant,0,1,2,0,0,1,2,0,1,0,2,2,0,0,0,0,3,2,1,0,2,3,3,0,0,0,4,0,0,3,0,0,0,3,0,1,4,4,0,0,0,0,0,0,1,0,0
essendant,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,3,3,0,0,3,4,2,0,0,0,1,0,4,3,0,0,0,4,0,0,0,4,0,0,0,0,1,0,0,0,0
essendant,0,0,3,0,1,3,1,0,0,0,0,3,0,1,0,0,2,2,2,1,3,3,4,2,1,0,2,0,2,3,0,3,0,0,0,0,1,3,3,1,2,3,2,1,0,1,0
essendant,1,1,1,2,2,0,1,0,0,0,2,1,0,1,1,1,0,1,1,0,1,1,1,1,0,2,0,0,1,0,1,1,1,2,1,0,0,2,0,1,2,0,1,1,1,0,2
essendant,0,0,4,3,3,4,3,0,3,0,0,4,2,0,1,4,2,1,4,2,4,4,3,2,0,0,3,0,1,2,0,1,0,1,0,3,4,2,4,0,4,3,3,2,0,0,3
essendant,1,0,3,4,1,3,1,2,0,0,0,2,0,0,0,1,2,0,0,3,2,1,0,1,4,0,0,0,1,1,0,0,3,2,0,0,0,3,3,4,0,3,1,0,3,0,0
essendant,2,2,4,3,2,1,3,1,3,0,0,3,0,1,0,3,2,1,2,3,1,2,2,3,2,3,2,0,1,2,3,1,0,2,0,2,3,2,3,3,3,3,4,0,0,2,4
essendant,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
essendant,1,3,2,1,1,2,1,2,0,0,2,2,2,4,0,0,3,4,1,2,3,4,1,1,0,0,3,0,4,4,0,2,3,4,0,2,2,4,0,0,0,1,1,1,2,3,0
essendant,0,1,4,1,3,3,3,2,4,0,0,3,0,2,3,0,3,3,3,0,3,4,3,3,4,0,4,0,3,3,1,2,0,2,1,2,2,4,0,1,1,4,3,4,0,1,3
essendant,2,2,3,2,1,2,1,2,0,0,1,1,1,2,0,2,3,2,2,1,3,1,2,2,1,0,2,0,2,3,1,2,1,2,0,2,1,3,2,1,2,1,2,1,2,2,1
essendant,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,0,4,0,4,4,4,4,4,4,4,4,4,0,4,4
essendant,2,3,3,3,3,3,3,3,3,0,3,2,3,3,1,3,3,2,2,2,3,3,3,2,3,2,3,0,3,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2
essendant,0,2,2,3,1,0,2,1,0,0,2,3,1,3,0,0,3,2,1,1,3,1,4,1,1,0,1,0,2,2,0,2,0,1,2,0,2,2,3,1,1,1,3,0,3,1,1
essendant,2,2,2,2,1,2,2,3,1,0,2,3,0,2,0,2,2,2,2,2,2,2,2,0,1,0,2,0,2,2,2,2,2,2,0,2,3,2,2,1,2,2,2,0,2,1,0
esso,0,0,2,1,0,1,0,2,0,1,0,2,0,0,0,0,2,2,0,0,1,1,1,0,0,1,2,0,3,2,1,2,0,1,0,0,0,2,1,1,0,0,1,0,2,0,0
esso,0,0,3,3,0,3,1,4,1,0,0,2,1,1,0,1,4,2,0,1,3,3,1,0,3,0,0,0,4,4,0,2,0,4,0,1,0,3,4,0,0,0,3,0,0,4,0
esso,0,0,3,0,0,3,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,4,4,0,0,0,0,0,1,0,0
esso,0,2,4,3,2,4,3,2,3,0,2,3,1,3,1,2,4,2,3,3,4,4,2,2,2,3,3,0,4,4,3,4,2,3,0,3,3,4,2,3,3,3,4,0,1,2,0
esso,3,3,1,3,2,0,1,1,1,0,4,2,1,3,0,2,1,1,2,1,2,1,3,1,1,1,2,0,1,2,1,2,2,2,3,2,1,2,1,1,1,2,1,1,1,3,2
esso,3,3,2,2,4,2,2,3,1,1,3,3,1,3,0,3,2,3,1,1,1,2,2,1,2,0,3,0,2,3,1,1,2,3,3,3,2,2,1,1,1,3,2,0,1,3,0
esso,0,0,3,1,0,3,1,0,0,0,0,2,0,1,0,0,2,2,1,1,2,2,1,0,0,1,2,0,1,3,0,3,1,2,0,1,2,4,1,1,1,0,3,0,0,0,0
esso,0,0,4,0,0,4,0,4,0,0,0,3,0,0,0,0,4,2,0,4,0,2,3,0,0,3,2,0,0,3,4,0,0,0,0,0,0,2,4,4,0,0,0,0,4,0,0
esso,0,0,0,2,0,4,0,0,0,0,2,2,0,1,0,3,0,0,0,0,0,0,0,1,1,1,1,0,0,0,2,1,0,0,4,0,0,2,0,1,0,0,3,0,0,0,4
esso,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0
esso,0,0,3,1,0,3,2,2,1,0,0,2,0,1,0,1,4,2,0,3,3,3,2,0,0,2,2,0,3,2,0,1,0,3,1,2,1,3,4,2,0,0,0,0,0,1,0
esso,3,0,3,3,3,3,3,1,1,0,1,2,0,1,0,3,3,2,3,3,3,3,2,1,1,3,2,0,2,3,2,2,2,3,0,2,3,3,3,2,1,3,3,2,0,3,3
esso,0,0,4,0,0,4,0,4,0,0,0,4,0,0,0,4,4,4,4,4,4,4,4,0,4,4,4,0,4,4,0,4,0,4,0,0,4,4,4,4,0,4,4,0,4,0,0
esso,1,1,4,1,3,1,1,1,4,0,1,1,4,0,1,1,0,0,1,1,0,0,1,1,4,2,2,0,4,1,1,1,1,1,1,3,1,4,4,4,4,0,1,4,0,1,1
esso,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,2,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,3,2,0,0,0,0,0,0,0,0
estee-lauder,3,3,4,0,4,4,3,1,3,1,0,3,4,3,4,4,3,3,3,3,2,3,4,0,1,1,2,0,2,4,0,3,3,4,0,4,3,3,0,0,3,4,4,4,0,3,4
estee-lauder,0,0,2,1,0,2,0,0,1,1,0,1,2,0,2,1,0,2,0,1,1,1,2,0,0,0,1,0,1,2,0,1,0,0,0,1,0,2,0,0,1,0,1,2,0,0,0
estee-lauder,4,3,4,3,3,4,4,3,4,2,3,4,3,3,4,3,NA,4,4,3,3,4,4,0,3,4,4,1,3,3,3,4,3,3,1,NA,4,4,3,3,3,3,3,4,3,4,4
estee-lauder,3,2,4,1,4,4,3,3,3,2,1,4,4,2,4,4,4,3,3,3,4,4,4,0,4,0,4,1,3,4,0,3,1,3,0,2,3,4,1,0,4,4,4,3,2,2,0
estee-lauder,3,2,3,2,2,2,3,2,3,1,3,3,4,3,3,2,2,3,3,3,2,3,3,1,2,3,3,0,2,3,1,3,2,2,2,3,3,3,2,2,3,2,2,2,2,3,3
estee-lauder,2,1,3,0,3,2,0,1,0,2,0,4,4,4,1,2,3,4,3,0,4,4,2,0,1,0,4,1,3,4,0,2,4,4,1,0,3,4,0,0,2,0,3,1,4,3,0
estee-lauder,0,1,3,3,0,0,0,1,3,2,0,3,4,2,4,4,3,1,3,1,4,4,3,0,3,0,4,1,1,3,0,1,0,3,0,3,3,3,2,0,2,2,4,4,0,0,2
estee-lauder,2,1,4,3,1,4,0,1,1,1,0,1,4,1,3,3,1,1,1,3,3,4,3,0,3,0,2,1,2,3,0,2,0,1,0,2,1,4,1,0,3,1,3,3,1,1,2
estee-lauder,4,0,4,0,0,4,0,0,4,2,0,4,4,0,4,4,4,4,0,0,4,4,4,0,4,0,4,1,4,4,0,4,0,4,0,0,4,4,0,0,0,4,4,4,0,0,0
estee-lauder,0,0,3,2,2,2,1,1,1,2,0,4,2,0,3,3,0,2,0,1,0,2,3,0,2,0,4,1,1,2,0,2,0,1,0,3,0,3,0,0,4,1,3,2,0,0,3
estee-lauder,3,0,3,0,0,0,0,1,1,0,0,2,4,0,2,4,3,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,2
estee-lauder,0,1,1,4,1,2,0,0,1,1,0,3,4,0,4,4,3,0,0,1,0,2,1,0,1,0,3,0,0,3,0,0,0,0,0,0,0,4,0,0,2,0,2,3,0,1,0
estee-lauder,3,2,4,3,2,2,2,1,3,1,0,3,4,1,3,3,2,2,2,3,3,3,3,0,4,0,3,1,3,3,0,3,3,2,0,3,2,4,0,0,2,3,3,3,0,4,1
estee-lauder,0,1,1,1,0,4,0,0,0,2,0,0,4,0,2,2,0,0,0,0,0,2,3,0,0,0,0,1,2,1,0,0,0,0,0,2,0,2,0,0,0,1,0,4,3,0,0
estee-lauder,4,3,2,4,2,4,4,3,2,2,3,4,4,2,1,2,4,1,3,0,4,4,3,4,4,2,4,1,3,3,4,3,4,4,0,2,2,3,3,4,3,2,4,2,3,3,4
eversource-energy,0,0,4,0,0,0,4,1,0,0,1,1,0,1,0,0,2,0,0,1,0,1,2,0,0,1,1,0,0,4,0,0,0,2,1,1,3,1,0,0,0,0,0,0,1,1,0
eversource-energy,3,3,4,3,1,4,3,3,2,0,4,4,0,4,0,1,4,4,4,3,3,3,3,4,3,4,3,0,4,4,4,2,3,4,3,0,4,3,4,4,2,3,2,1,2,3,0
eversource-energy,0,1,2,0,0,2,1,0,0,0,0,2,0,0,0,0,2,2,0,1,0,2,3,0,1,1,2,0,2,2,0,2,0,0,0,0,1,2,2,2,0,0,2,0,0,0,0
eversource-energy,1,0,2,4,3,3,4,3,4,0,4,1,0,2,2,3,4,3,4,3,4,2,2,3,4,4,2,0,1,3,1,1,1,4,0,4,1,2,3,1,4,4,4,2,4,2,2
eversource-energy,1,3,4,4,0,4,1,4,3,0,1,2,0,3,2,3,4,4,3,4,4,3,2,4,2,4,3,0,3,4,4,4,4,2,4,2,4,4,3,0,3,4,3,4,3,4,3
eversource-energy,1,1,1,1,0,2,0,1,0,0,1,2,0,1,0,0,1,0,0,1,1,1,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0
eversource-energy,4,4,3,2,1,0,3,4,1,0,3,2,2,4,1,2,4,3,3,3,3,1,1,2,1,1,2,0,4,3,3,3,1,4,3,3,3,3,1,3,1,2,2,1,0,4,2
eversource-energy,2,3,3,3,2,3,2,1,1,0,2,3,2,3,0,3,2,2,2,2,2,2,3,1,2,2,3,0,2,1,1,2,0,2,1,2,3,3,2,0,3,2,3,0,0,2,2
eversource-energy,1,2,1,1,0,1,1,3,0,0,2,2,1,3,0,1,3,2,2,1,2,1,1,1,1,3,0,0,2,2,0,2,2,2,2,0,2,2,2,0,1,0,1,0,1,3,1
eversource-energy,2,3,2,2,2,2,2,2,2,0,3,2,2,3,0,2,3,2,2,2,2,2,2,1,2,2,2,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1
eversource-energy,4,4,4,4,4,4,4,4,4,0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,0,4,0,4,0,4,4,4,4,4,4,4,4,4,0,4,4
eversource-energy,1,0,1,1,1,1,1,1,1,0,0,1,0,3,1,2,1,2,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,3,0,1,1,1,0,0,1,0,1,0,0,2,0
eversource-energy,2,4,2,2,3,2,3,3,1,0,4,3,0,3,0,2,4,3,2,3,2,3,3,4,3,4,3,0,4,4,4,3,4,4,3,2,4,2,0,4,0,2,2,0,2,4,2
eversource-energy,3,3,2,3,2,3,1,3,2,0,3,3,0,3,0,0,3,4,3,3,3,3,4,0,3,0,4,0,2,2,0,3,2,3,3,1,3,3,4,0,1,1,2,1,0,3,2
eversource-energy,2,2,3,2,0,2,0,2,0,0,3,2,1,3,0,0,2,2,1,3,2,1,3,3,0,3,0,0,2,2,0,2,2,2,3,0,0,1,0,0,0,0,1,0,4,2,0
exelon,0,2,4,4,2,4,3,2,3,0,0,2,0,1,2,3,3,2,2,1,4,3,3,4,1,2,2,0,3,4,2,3,1,3,0,3,1,4,3,3,3,1,4,4,0,1,0
exelon,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,2,0,1,1,2,0,0,1,1,0,1,0,1,0,1,1,2,1,2,2,0,1,0,0,1,0
exelon,0,0,3,0,0,3,0,1,0,1,0,2,0,0,0,0,2,4,1,3,2,2,2,2,0,1,2,0,3,3,1,3,0,1,1,1,0,3,2,2,1,0,2,0,2,1,0
exelon,0,1,4,1,1,4,0,0,2,0,0,3,0,2,0,2,4,4,1,1,3,3,3,2,1,0,3,0,4,3,2,2,0,3,0,2,1,4,3,2,0,0,4,0,0,0,0
exelon,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
exelon,2,2,2,2,1,1,1,2,2,0,2,2,1,1,0,1,2,1,1,1,1,1,2,1,2,1,2,0,2,1,1,1,3,2,1,2,2,0,3,1,1,2,2,1,1,2,2
exelon,1,1,0,0,1,1,1,0,4,1,0,0,0,1,2,2,1,2,1,1,2,0,2,1,0,0,1,0,1,2,2,3,1,0,0,4,0,0,1,1,0,1,1,3,4,2,2
exelon,1,0,4,3,3,4,2,0,3,1,0,2,0,2,0,1,3,2,3,0,3,4,1,2,3,2,2,0,3,4,1,3,0,1,0,1,1,4,4,2,1,2,4,3,1,2,0
exelon,0,1,2,2,1,4,2,1,2,1,1,1,0,2,0,1,3,1,1,3,2,3,2,3,2,2,1,0,1,3,1,2,1,2,0,2,1,3,2,1,0,1,2,1,3,1,1
exelon,1,1,4,2,2,2,3,3,3,0,1,2,0,2,0,2,4,2,2,2,4,3,2,3,3,2,3,0,2,4,3,3,0,3,0,1,1,4,3,4,1,2,2,1,3,1,1
exelon,1,1,3,3,1,3,2,2,1,1,1,2,1,1,1,2,2,2,3,3,3,2,2,3,2,1,2,0,2,2,1,2,1,2,1,2,2,2,3,2,2,2,3,1,1,1,2
exelon,0,0,3,1,2,3,0,2,1,0,1,1,0,1,0,1,3,1,2,1,2,1,2,3,1,1,1,0,3,2,3,2,1,1,1,0,2,1,3,3,1,0,1,1,3,1,0
exelon,0,0,4,4,4,4,0,0,0,0,0,4,0,0,0,4,4,4,4,4,4,4,4,0,4,4,4,0,4,4,0,4,0,4,0,0,0,4,4,0,0,4,4,4,0,0,0
exelon,0,0,2,1,0,2,0,0,0,0,0,1,0,1,0,1,3,2,1,0,2,2,2,2,0,2,2,0,0,3,1,3,0,2,0,0,1,3,1,3,0,1,1,0,0,0,0
exelon,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,3,0,0,3,0,0,2,0,0,1,2,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
expedia,3,4,3,3,2,4,2,4,3,2,4,3,0,4,0,2,3,3,3,0,2,2,3,3,3,2,2,1,0,2,0,3,0,3,0,2,4,4,2,1,2,4,3,2,3,2,2
expedia,3,2,4,1,2,3,2,1,4,2,0,2,0,3,1,2,3,3,2,3,3,4,3,0,2,2,3,1,2,4,0,2,1,3,0,2,3,3,1,0,3,3,3,3,0,2,0
expedia,0,0,1,0,2,4,2,0,2,2,3,4,1,2,0,0,0,3,2,3,3,3,3,1,3,2,4,1,2,4,0,4,0,2,1,2,2,4,1,0,0,1,4,3,0,2,1
expedia,1,2,4,2,3,3,3,1,2,2,2,3,0,2,1,0,3,2,3,4,3,4,3,0,4,0,3,0,4,3,0,2,0,3,0,1,3,4,1,0,3,3,4,2,0,2,4
expedia,1,2,2,0,2,2,2,2,3,1,2,3,0,2,0,0,2,2,2,2,2,2,3,0,2,3,3,0,2,2,2,2,0,2,0,0,2,2,1,0,0,0,2,0,0,1,0
expedia,0,2,3,3,3,4,0,0,3,1,4,1,0,4,2,0,3,2,0,2,2,0,1,0,3,4,2,0,4,4,0,3,0,3,0,0,0,4,4,0,3,3,3,2,0,2,0
expedia,3,3,3,3,3,3,3,3,0,1,3,2,0,3,0,3,3,3,3,3,3,3,2,0,3,0,2,1,3,3,0,3,3,3,0,3,3,3,1,0,3,0,3,0,0,1,0
expedia,2,2,3,4,3,2,3,2,2,2,1,3,2,2,2,3,3,2,3,4,4,3,4,2,3,1,3,1,3,2,1,3,1,2,0,3,3,3,4,2,3,2,4,2,3,2,3
expedia,0,2,3,1,1,1,3,0,3,1,1,2,1,0,2,0,2,3,4,3,4,1,3,3,4,1,2,0,3,1,2,1,1,2,0,4,1,0,1,0,1,3,0,3,0,0,3
expedia,1,2,1,1,2,2,3,3,3,2,2,3,0,2,2,2,2,3,2,3,2,3,3,1,2,3,3,1,2,3,1,3,0,2,0,2,2,3,1,1,2,2,2,2,0,1,1
expedia,0,0,0,0,0,3,0,0,0,2,2,3,0,1,0,0,3,2,0,0,0,3,3,0,0,0,3,1,0,3,0,3,0,0,0,1,0,4,0,0,0,0,3,0,0,0,1
expedia,0,2,3,3,2,0,3,3,4,1,3,2,0,3,3,0,0,2,3,1,2,3,3,0,2,0,3,0,3,4,0,4,2,3,0,0,4,4,0,0,3,1,4,1,0,3,0
expedia,0,0,4,4,4,4,4,4,4,2,4,4,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,0,4,0,4,0,0,4,4,4,0,4,4,4,0,0,0,4
expedia,0,1,0,2,1,2,0,2,1,2,1,3,0,1,0,0,1,3,1,0,0,2,3,0,0,1,3,1,2,2,0,3,0,0,0,0,1,2,2,0,2,0,2,0,2,0,1
expedia,0,1,1,0,0,3,0,2,1,1,0,2,0,2,0,0,3,2,0,0,3,0,3,2,0,0,3,1,4,3,0,3,0,2,0,2,0,2,3,0,0,0,0,0,0,3,1
expeditors-international-of-washington,1,0,2,1,0,1,0,2,0,0,1,0,0,1,0,0,3,1,1,2,2,1,1,2,1,1,1,0,1,2,2,1,0,1,0,0,1,2,2,1,0,1,1,0,0,1,0
expeditors-international-of-washington,2,3,4,1,3,2,1,2,4,1,2,4,0,4,0,1,3,3,2,1,4,3,3,0,3,0,4,0,3,4,0,3,0,4,1,1,3,3,4,0,3,3,4,0,3,2,1
expeditors-international-of-washington,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0,2,1,0,2,2,1,0,0,1,0,3,2,1,0,0,0,0,0,0,3,0,1,0,0,2,0,0,0,0
expeditors-international-of-washington,0,0,1,2,1,2,2,1,1,0,1,0,0,1,1,1,2,2,1,0,0,1,2,0,0,0,1,0,1,1,0,1,1,0,0,0,0,2,1,1,2,1,0,1,1,1,0
expeditors-international-of-washington,2,4,4,3,0,2,0,0,0,0,0,4,0,4,0,2,3,4,0,4,2,4,4,0,0,0,4,0,4,4,0,4,3,0,0,2,0,4,0,0,3,0,3,0,0,0,2
expeditors-international-of-washington,3,1,4,3,2,4,4,3,2,0,1,3,1,2,2,3,4,4,3,4,4,4,0,1,4,4,2,0,4,4,2,4,3,4,0,4,4,4,3,4,4,4,4,3,1,3,3
expeditors-international-of-washington,0,2,2,2,0,4,1,0,0,0,0,1,0,1,0,1,2,0,0,4,0,2,2,4,0,4,1,0,2,1,1,2,0,0,0,1,1,2,0,1,1,0,0,1,1,1,0
expeditors-international-of-washington,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
expeditors-international-of-washington,1,2,4,4,2,4,4,1,3,0,1,4,1,4,0,1,4,4,2,4,4,4,3,2,3,2,3,0,4,4,2,4,1,3,0,4,3,4,2,2,0,4,4,2,2,3,0
expeditors-international-of-washington,1,2,3,3,3,2,3,1,3,1,1,3,0,3,2,3,3,3,2,3,3,3,3,2,2,0,3,0,3,3,1,3,0,3,0,3,3,3,1,3,2,3,3,2,2,2,2
expeditors-international-of-washington,0,0,3,3,1,3,3,1,3,0,1,3,0,1,4,0,3,3,3,2,3,2,0,0,2,0,2,0,0,3,0,2,0,2,0,0,3,3,4,0,1,3,3,3,0,1,3
expeditors-international-of-washington,1,2,2,2,3,2,0,1,2,0,2,2,1,3,3,3,1,3,3,2,3,1,3,2,2,1,3,0,2,2,0,4,3,1,1,1,2,3,3,1,3,3,2,3,3,1,3
expeditors-international-of-washington,3,2,4,2,2,4,2,3,3,0,3,3,0,3,2,2,3,3,1,3,3,3,4,1,3,1,3,0,3,3,0,2,3,3,0,2,3,4,4,1,0,2,3,3,1,3,1
expeditors-international-of-washington,1,3,3,1,2,3,1,1,2,0,1,1,0,3,1,1,3,1,2,2,3,2,1,0,3,1,1,0,2,2,1,2,1,2,0,1,2,3,3,3,2,2,3,2,0,1,0
expeditors-international-of-washington,1,3,3,3,2,4,3,2,2,0,3,3,1,3,1,3,4,2,2,3,4,4,2,4,2,2,3,0,3,3,3,4,1,3,0,3,2,4,3,4,3,3,3,2,4,2,2
express-scripts,1,2,3,2,1,0,3,3,3,0,2,2,0,3,0,0,3,3,2,2,3,4,4,0,3,0,1,0,3,4,0,2,1,3,0,3,2,4,2,0,0,2,3,1,0,3,0
express-scripts,2,2,2,1,2,2,2,1,2,0,2,2,2,2,2,2,2,3,2,1,3,2,2,2,2,1,2,0,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2
express-scripts,1,2,3,3,0,1,0,4,0,1,2,3,2,2,0,2,3,3,0,0,3,4,2,0,4,0,3,1,3,4,0,4,3,4,0,2,3,4,2,0,1,3,4,0,0,1,0
express-scripts,0,0,3,2,0,4,1,0,0,0,0,2,0,0,0,0,2,4,0,3,3,3,1,0,1,0,3,0,2,3,0,4,0,4,0,2,2,4,0,0,0,1,3,2,0,0,0
express-scripts,0,1,3,0,0,2,0,1,0,1,2,3,0,3,0,0,2,2,2,2,3,3,3,0,2,0,3,0,2,3,0,3,0,2,0,0,2,3,0,0,3,2,2,0,2,0,0
express-scripts,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,4,1,0,2,3,0,2,3,0,0,0,0,0,2,0,2,0,0,0,0,0,2,4,0,0,0,0,0,0,2,0
express-scripts,3,4,2,2,4,2,3,1,3,1,4,3,2,4,1,4,4,4,3,3,4,3,3,3,4,2,3,0,4,4,1,4,2,4,1,3,3,3,3,3,4,4,3,4,4,3,1
express-scripts,0,0,2,0,0,4,0,0,0,1,2,1,2,1,0,0,4,2,0,2,3,3,2,2,0,0,0,0,3,3,0,4,0,1,0,0,0,3,4,3,0,1,3,0,0,0,0
express-scripts,1,1,1,3,1,1,1,1,1,0,1,1,1,3,3,1,1,2,3,2,2,1,1,1,1,1,1,0,2,2,1,2,1,4,1,2,1,1,3,3,1,1,2,1,3,3,1
express-scripts,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
express-scripts,1,1,3,2,3,3,3,1,2,0,0,3,0,1,1,3,2,2,2,1,3,3,2,1,2,0,3,0,2,2,0,2,1,2,0,0,3,3,4,1,1,3,2,3,0,1,1
express-scripts,0,0,4,4,4,4,0,0,0,0,0,4,0,0,0,0,4,4,4,4,4,4,4,0,4,0,4,0,4,4,0,4,0,4,0,0,0,4,4,0,0,4,4,0,0,0,0
express-scripts,2,1,4,3,2,4,2,3,1,0,3,2,0,3,0,0,4,2,3,3,4,2,0,0,3,0,0,0,4,3,0,2,3,3,3,1,2,3,4,0,1,4,4,2,0,3,3
express-scripts,2,3,3,1,1,1,4,1,2,0,3,3,0,3,0,1,2,3,3,2,3,3,3,0,2,0,3,0,2,2,0,2,0,4,1,1,3,2,2,0,2,4,2,0,2,3,2
express-scripts,0,0,2,0,0,3,0,0,0,0,1,2,0,0,0,0,1,2,0,0,2,1,2,0,0,0,2,0,0,0,0,2,0,2,0,0,0,3,2,0,0,0,2,0,0,0,0
