,K,logo_dec,des_enc,batches,iters,adam_lr,annealing_batches,num_particles,center_bp,weight_decay,folds,bin_mse,cat1_mse,cat2_mse,cat3_mse,cat4_mse,cat5_mse,bin_mad,cat1_mad,cat2_mad,cat3_mad,cat4_mad,cat5_mad,bin_micro_precision,bin_micro_recall,bin_micro_f1-score,bin_macro_precision,bin_macro_recall,bin_macro_f1-score,cat1_accuracy,cat1_macro_precision,cat1_macro_recall,cat1_macro_f1-score,cat2_accuracy,cat2_macro_precision,cat2_macro_recall,cat2_macro_f1-score,cat3_accuracy,cat3_macro_precision,cat3_macro_recall,cat3_macro_f1-score,cat4_accuracy,cat4_macro_precision,cat4_macro_recall,cat4_macro_f1-score,cat5_accuracy,cat5_macro_precision,cat5_macro_recall,cat5_macro_f1-score,bin_auc
0,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0,0.14013563096523285,0.06778333426327761,0.11896713797012161,0.059117301746462986,0.1189877982691987,0.19049061156014213,0.26067057251930237,0.1261034499189745,0.23163567774060562,0.11503127162774358,0.22318934066706322,0.34602704734406564,0.5939306358381503,0.2727272727272727,0.373806275579809,0.20472711307301314,0.10807831351051227,0.12521758916193027,0.2598870056497175,0.06052409129332207,0.08398325876749892,0.07016486174686465,0.4350282485875706,0.20026750179421934,0.19463869463869465,0.17811136232188862,0.11299435028248588,0.09876987779464559,0.06135501012145749,0.054240576496674055,0.7853107344632768,0.2617702448210923,0.3333333333333333,0.29324894514767935,0.3389830508474576,0.3833989104116223,0.31266233766233764,0.3224325529323636,0.7379438387127436
1,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0,0.14014305174350739,0.07000457018529781,0.12343215868738543,0.058556962950902666,0.10665037461874725,0.2052664109497405,0.25919434428215027,0.12743198503988584,0.2363769847639815,0.11452524265004578,0.20428991770439306,0.3619638791152504,0.5810904071773637,0.28302521008403364,0.38065099457504525,0.23242354583839686,0.11773266440303229,0.1367767295884186,0.21468926553672316,0.07793722327640734,0.08216742999351695,0.07727969765330772,0.3898305084745763,0.1183545986177565,0.16493416493416493,0.13250629270046746,0.11299435028248588,0.0628282097032097,0.08322774880142965,0.06944745069745069,0.8135593220338984,0.2711864406779661,0.3333333333333333,0.29906542056074764,0.2542372881355932,0.43606208259506607,0.22259259259259262,0.20919210917679992,0.7343437951990684
2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0,0.13618743419647217,0.06462268492430741,0.12002156874544183,0.0579006244955553,0.10374330960441891,0.20057773361248024,0.2563598155975342,0.12165842367761615,0.234588764580277,0.11402745050425654,0.206912879607089,0.3564598738804224,0.6024709302325582,0.2787491593813046,0.38114942528735635,0.20807568911007795,0.10932393892130551,0.12757483353785157,0.3181818181818182,0.1362929249449987,0.1195691827319611,0.11036526894933975,0.38636363636363635,0.15238072718387677,0.1786234764175941,0.15528493894165538,0.11931818181818182,0.039565037130155106,0.06317322383498855,0.04725905204319166,0.8068181818181818,0.2704761904761905,0.331002331002331,0.2976939203354298,0.3181818181818182,0.2426321036889332,0.259709869185158,0.24360257008826341,0.7487741345115188
3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0,0.1403503715991974,0.07119624333524352,0.11711802806698424,0.0591554295305346,0.11025508509462406,0.19554799740974546,0.2596904933452606,0.12765729391428207,0.22976222632489093,0.11482412395071927,0.20230789572484814,0.3560059509001638,0.5940803382663847,0.28508623605005073,0.38528336380255945,0.21367956243640301,0.11517538156260221,0.13424509037040983,0.24431818181818182,0.08466973886328726,0.10171957671957672,0.0846037296037296,0.42613636363636365,0.1722222222222222,0.1695187165775401,0.1497951868919611,0.14204545454545456,0.07119213174400195,0.0896963964398175,0.06483706183978641,0.8011363636363636,0.43604651162790703,0.3494385342789598,0.3330966749497101,0.3068181818181818,0.28082747689252163,0.2581268628912071,0.258196663654613,0.7315465758622096
