,precision,recall,f1-score,support,auc,index,K,logo_dec,des_enc,batches,iters,adam_lr,annealing_batches,num_particles,center_bp,weight_decay,folds
color.blue_medium,0.9833333333333333,0.7919463087248322,0.8773234200743494,149.0,0.984322429494971,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.orange,1.0,0.05128205128205128,0.09756097560975609,39.0,0.9704423207478197,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.red_dark,0.0,0.0,0.0,32.0,0.9232555220883534,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.green_light,1.0,0.38461538461538464,0.5555555555555556,39.0,0.9927411353073267,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.grey_dark,0.9887640449438202,0.8,0.8844221105527638,110.0,0.9954545454545455,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.green_dark,1.0,0.02564102564102564,0.05,39.0,0.9751423050812054,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.brown,1.0,0.043478260869565216,0.08333333333333333,23.0,0.9946831318068776,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.yellow,0.9411764705882353,0.37209302325581395,0.5333333333333333,43.0,0.9687216465307291,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.has_mark,0.9342629482071713,1.0,0.9660144181256436,469.0,0.9845153622985774,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.grotesque,0.8275862068965517,0.42105263157894735,0.5581395348837209,171.0,0.8527912166674811,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.geom,0.88,0.5365853658536586,0.6666666666666667,164.0,0.906853925096628,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.geom.square,1.0,0.0196078431372549,0.038461538461538464,51.0,0.8674935527446888,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.humanist,0.0,0.0,0.0,54.0,0.872743541861189,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.transitional,0.0,0.0,0.0,22.0,0.9721725125268432,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.oldstyle,0.0,0.0,0.0,17.0,0.9770668501318656,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.clarendon,0.0,0.0,0.0,12.0,0.9765122265122266,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.slab,0.0,0.0,0.0,12.0,0.9652509652509652,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.didone,0.0,0.0,0.0,22.0,0.9733357193987114,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.black,0.9038461538461539,0.573170731707317,0.7014925373134329,82.0,0.9765352787456445,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.blue_dark,1.0,0.045454545454545456,0.08695652173913045,22.0,0.9845204008589836,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.blue_light,0.6666666666666666,0.0625,0.11428571428571428,32.0,0.9903990963855422,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.blue_medium,0.0,0.0,0.0,24.0,0.9534749670619236,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.brown,1.0,0.047619047619047616,0.0909090909090909,21.0,0.99709982224717,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.green_dark,0.0,0.0,0.0,20.0,0.9697058823529412,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.green_light,1.0,0.43333333333333335,0.6046511627906976,30.0,0.9996,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.grey_dark,1.0,0.7272727272727273,0.8421052631578948,88.0,0.9898704236939532,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.grey_light,0.9261744966442953,0.92,0.9230769230769231,150.0,0.9910701754385965,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.orange,1.0,0.037037037037037035,0.07142857142857142,27.0,0.9731242176570208,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.red,1.0,0.13636363636363635,0.24000000000000002,66.0,0.9575496342737722,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.red_dark,0.0,0.0,0.0,21.0,0.9459257180278792,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.yellow,0.8333333333333334,0.14705882352941177,0.25,34.0,0.975154174573055,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
zero_sat,1.0,0.918918918918919,0.9577464788732395,37.0,1.0,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
high_sat,0.970873786407767,0.8547008547008547,0.909090909090909,117.0,0.9898594813849051,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
high_sat_sd,0.7857142857142857,0.55,0.6470588235294117,120.0,0.9270121951219512,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
low_sat,0.9716981132075472,0.865546218487395,0.9155555555555555,119.0,0.9946635588541985,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
low_sat_sd,0.9270833333333334,0.7876106194690266,0.8516746411483254,113.0,0.9769317289531207,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
down_diag-low,0.8526315789473684,0.627906976744186,0.7232142857142857,129.0,0.956001469195229,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
entropy-low,0.8947368421052632,0.3893129770992366,0.5425531914893618,131.0,0.9230519045705867,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
gpc-low,0.9203539823008849,0.7819548872180451,0.8455284552845528,133.0,0.9875002367379405,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
h_sym-low,0.8846153846153846,0.16312056737588654,0.27544910179640725,141.0,0.834144651680067,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
hor-low,0.8611111111111112,0.24031007751937986,0.3757575757575758,129.0,0.8990314910398423,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
mean_light-low,0.9069767441860465,0.6446280991735537,0.753623188405797,121.0,0.9728020368162622,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ncorners-low,0.9294117647058824,0.6124031007751938,0.7383177570093458,129.0,0.9334222583077191,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
nregions-low,0.8620689655172413,0.7246376811594203,0.7874015748031497,138.0,0.9588879029872819,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
perc_white-low,0.956989247311828,0.7235772357723578,0.8240740740740742,123.0,0.9785661492978566,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
sd_light-low,0.9841269841269841,0.8551724137931035,0.915129151291513,145.0,0.9948410210479175,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
up_diag-low,0.9746835443037974,0.6062992125984252,0.7475728155339806,127.0,0.973779332174049,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
v_sym-low,0.9122807017543859,0.3851851851851852,0.5416666666666667,135.0,0.8885700890764181,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
down_diag-high,0.8490566037735849,0.3284671532846715,0.47368421052631576,137.0,0.8767482030422912,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
entropy-high,0.8604651162790697,0.3008130081300813,0.4457831325301206,123.0,0.883022712291005,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
gpc-high,0.9565217391304348,0.6821705426356589,0.7963800904977375,129.0,0.9725492470374452,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
h_sym-high,0.9487179487179487,0.5692307692307692,0.7115384615384616,130.0,0.9475384615384617,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
hor-high,0.8764044943820225,0.5954198473282443,0.7090909090909091,131.0,0.9518452620099869,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
mean_light-high,0.9661016949152542,0.7755102040816326,0.860377358490566,147.0,0.9874957816024583,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ncorners-high,0.8736842105263158,0.6194029850746269,0.7248908296943232,134.0,0.9516809889944219,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
nregions-high,0.8823529411764706,0.6198347107438017,0.7281553398058254,121.0,0.9581725231869709,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
perc_white-high,0.9259259259259259,0.7407407407407407,0.8230452674897119,135.0,0.9733333333333333,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
sd_light-high,0.9384615384615385,0.9682539682539683,0.953125,126.0,0.9977604903347477,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
up_diag-high,0.9538461538461539,0.45255474452554745,0.6138613861386139,137.0,0.9368325253988596,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
v_sym-high,0.9090909090909091,0.28776978417266186,0.4371584699453552,139.0,0.8445417578980294,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
no_chars,1.0,0.8181818181818182,0.9,11.0,1.0,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
many_chars,0.8734177215189873,0.5702479338842975,0.6900000000000001,121.0,0.9452403564428459,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
many_marks,0.0,0.0,0.0,28.0,0.9467842914058053,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
micro avg,0.9108147195886228,0.6335792532975631,0.7473136001054782,8946.0,0.9529321103639694,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
macro avg,0.7751971765685062,0.43734097908902436,0.5080921942205874,8946.0,0.9529321103639694,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
weighted avg,0.883908799231628,0.6335792532975631,0.6954310725918618,8946.0,0.9529321103639694,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
samples avg,0.9100283226648669,0.6365093140312474,0.7414337370806284,8946.0,0.9529321103639694,2,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_absbot,0.0,0.0,0.0,8.0,0.991139846743295,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_absleft,1.0,0.515625,0.6804123711340206,64.0,0.9935287017167381,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_absright,0.0,0.0,0.0,13.0,0.9636958785894956,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_abstop,1.0,0.2571428571428571,0.40909090909090906,35.0,0.9882828282828283,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_avgbot,0.0,0.0,0.0,15.0,0.9895145631067961,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_avgleft,1.0,0.7391304347826086,0.85,138.0,0.9833998816918071,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_avgright,0.0,0.0,0.0,53.0,0.9025750563664413,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_avgtop,1.0,0.46551724137931033,0.6352941176470588,58.0,0.9838909994155465,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.width_has_condensed,0.9122807017543859,0.2905027932960894,0.44067796610169485,179.0,0.8500374031100287,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.width_has_wide,0.864406779661017,0.3923076923076923,0.5396825396825397,130.0,0.9043461538461538,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.width_has_orig,0.8464646464646465,0.9882075471698113,0.911860718171926,424.0,0.9030126379494483,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.weight_has_bold,0.7924107142857143,0.9594594594594594,0.8679706601466993,370.0,0.8815033783783783,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.weight_has_light,1.0,0.047619047619047616,0.0909090909090909,63.0,0.8817171408177832,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.weight_has_orig,0.7766666666666666,0.8442028985507246,0.8090277777777778,276.0,0.8838867967591008,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.style_has_italic,0.9887640449438202,0.7457627118644068,0.8502415458937198,118.0,0.9832976797762054,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.style_has_orig,0.9671052631578947,0.997737556561086,0.9821826280623608,442.0,0.9964520773344303,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.blue_dark,1.0,0.4307692307692308,0.6021505376344086,65.0,0.99520264681555,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.grey_light,0.9818181818181818,0.9585798816568047,0.9700598802395209,169.0,0.9977380386500352,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.red,1.0,0.8175182481751825,0.8995983935742973,137.0,0.9922178265633996,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.blue_light,0.98,0.6282051282051282,0.765625,78.0,0.9955184933061039,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.black,0.9627906976744186,0.9857142857142858,0.9741176470588235,210.0,0.9981994047619047,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.blue_medium,1.0,0.7974683544303798,0.8873239436619719,158.0,0.9873077446576835,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.orange,1.0,0.058823529411764705,0.1111111111111111,34.0,0.9736717267552182,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.red_dark,1.0,0.07692307692307693,0.14285714285714288,26.0,0.9725274725274726,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.green_light,1.0,0.2702702702702703,0.4255319148936171,37.0,0.9953949893097966,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.grey_dark,0.9591836734693877,0.8545454545454545,0.9038461538461537,110.0,0.9959307359307359,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.green_dark,1.0,0.03333333333333333,0.06451612903225806,30.0,0.976,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.brown,1.0,0.25,0.4,24.0,0.9979413702239789,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.yellow,1.0,0.47058823529411764,0.6399999999999999,34.0,0.9919354838709677,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.has_mark,0.9510204081632653,1.0,0.9748953974895398,466.0,0.9872250536480687,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.grotesque,0.9111111111111111,0.5,0.6456692913385828,164.0,0.9279788084766093,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.geom,0.9111111111111111,0.4659090909090909,0.6165413533834586,176.0,0.8921578068823831,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.geom.square,1.0,0.03773584905660377,0.07272727272727272,53.0,0.8626241050591353,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.humanist,0.0,0.0,0.0,52.0,0.9137029288702929,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.transitional,0.0,0.0,0.0,26.0,0.9526098901098901,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.oldstyle,1.0,0.058823529411764705,0.1111111111111111,17.0,0.9877307648205482,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.clarendon,1.0,0.14285714285714285,0.25,14.0,0.9940476190476191,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.slab,0.0,0.0,0.0,10.0,0.9932692307692308,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.didone,0.0,0.0,0.0,16.0,0.9700875486381323,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.black,0.8703703703703703,0.5340909090909091,0.6619718309859154,88.0,0.9689171122994653,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.blue_dark,1.0,0.034482758620689655,0.06666666666666667,29.0,0.9800399201596807,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.blue_light,1.0,0.17073170731707318,0.2916666666666667,41.0,0.9826924036111526,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.blue_medium,0.0,0.0,0.0,27.0,0.9607539945512112,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.brown,1.0,0.25,0.4,16.0,0.9991488326848249,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.green_dark,0.0,0.0,0.0,16.0,0.9865029182879378,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.green_light,1.0,0.3333333333333333,0.5,30.0,0.9973333333333333,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.grey_dark,1.0,0.7906976744186046,0.8831168831168831,86.0,0.9977739367274251,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.grey_light,0.967948717948718,0.9320987654320988,0.949685534591195,162.0,0.9956555287171229,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.orange,1.0,0.07407407407407407,0.13793103448275862,27.0,0.9807083425373684,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.red,0.8571428571428571,0.09230769230769231,0.16666666666666666,65.0,0.9685028949545078,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.red_dark,1.0,0.11764705882352941,0.21052631578947367,17.0,0.9847494553376906,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.yellow,1.0,0.38461538461538464,0.5555555555555556,26.0,0.9983974358974359,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
zero_sat,1.0,0.8636363636363636,0.9268292682926829,44.0,1.0,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
high_sat,0.9724770642201835,0.8983050847457628,0.9339207048458149,118.0,0.9945285502715155,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
high_sat_sd,0.8170731707317073,0.5726495726495726,0.6733668341708542,117.0,0.943978808385588,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
low_sat,0.9611650485436893,0.8114754098360656,0.88,122.0,0.9891513982642237,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
low_sat_sd,0.9404761904761905,0.6638655462184874,0.7783251231527093,119.0,0.9512359688400909,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
down_diag-low,0.8316831683168316,0.5915492957746479,0.691358024691358,142.0,0.9306483229272543,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
entropy-low,0.8666666666666667,0.20155038759689922,0.32704402515723274,129.0,0.8866399891743509,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
gpc-low,0.9099099099099099,0.753731343283582,0.8244897959183672,134.0,0.9805517865219358,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
h_sym-low,0.875,0.109375,0.19444444444444445,128.0,0.8237328980099503,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
hor-low,0.8936170212765957,0.3088235294117647,0.45901639344262296,136.0,0.9036652732158853,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
mean_light-low,0.936,0.841726618705036,0.8863636363636364,139.0,0.989236232497378,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ncorners-low,0.9222222222222223,0.6014492753623188,0.7280701754385965,138.0,0.9379991126885536,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
nregions-low,0.8773584905660378,0.7153846153846154,0.7881355932203389,130.0,0.9694230769230768,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
perc_white-low,0.9298245614035088,0.7851851851851852,0.8514056224899599,135.0,0.98014064697609,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
sd_light-low,0.972972972972973,0.8925619834710744,0.9310344827586208,121.0,0.9970700559720341,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
up_diag-low,0.9629629629629629,0.5652173913043478,0.7123287671232876,138.0,0.9528246081041112,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
v_sym-low,0.8253968253968254,0.39097744360902253,0.5306122448979591,133.0,0.8968201359822731,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
down_diag-high,0.8333333333333334,0.29411764705882354,0.4347826086956522,119.0,0.9156392484000899,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
entropy-high,0.8421052631578947,0.24806201550387597,0.3832335329341317,129.0,0.8874712443696958,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
gpc-high,0.897196261682243,0.6808510638297872,0.7741935483870968,141.0,0.9652500501376506,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
h_sym-high,0.8656716417910447,0.44274809160305345,0.5858585858585859,131.0,0.9283896764812796,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
hor-high,0.967032967032967,0.6567164179104478,0.7822222222222223,134.0,0.9510590984471582,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
mean_light-high,0.9770114942528736,0.6967213114754098,0.8133971291866029,122.0,0.9884884281581485,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ncorners-high,0.9310344827586207,0.6230769230769231,0.7465437788018434,130.0,0.9600576923076923,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
nregions-high,0.8863636363636364,0.6046511627906976,0.7188940092165897,129.0,0.9503180034410099,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
perc_white-high,0.9393939393939394,0.6940298507462687,0.7982832618025753,134.0,0.9737863711744309,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
sd_light-high,0.9411764705882353,0.9411764705882353,0.9411764705882353,136.0,0.9964914899970141,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
up_diag-high,0.875,0.5789473684210527,0.6968325791855203,133.0,0.9433912236510673,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
v_sym-high,0.875,0.3111111111111111,0.459016393442623,135.0,0.8813877168307548,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
no_chars,1.0,0.8888888888888888,0.9411764705882353,9.0,1.0,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
many_chars,0.9156626506024096,0.672566371681416,0.7755102040816327,113.0,0.9689310498503851,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
many_marks,0.0,0.0,0.0,23.0,0.8871451848040477,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
micro avg,0.9148003132341426,0.6516791252928706,0.7611415168100079,8963.0,0.9590229781605134,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
