,precision,recall,f1-score,support,auc,index,K,logo_dec,des_enc,batches,iters,adam_lr,annealing_batches,num_particles,center_bp,weight_decay,folds
global.mmark_absbot,0.0,0.0,0.0,1.0,0.26857142857142857,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_absleft,0.0,0.0,0.0,30.0,0.5472602739726028,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_absright,0.0,0.0,0.0,5.0,0.45029239766081874,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_abstop,0.0,0.0,0.0,8.0,0.47023809523809523,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_avgbot,0.0,0.0,0.0,3.0,0.7803468208092486,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_avgleft,0.1875,0.058823529411764705,0.08955223880597013,51.0,0.5016470588235294,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_avgright,0.0,0.0,0.0,20.0,0.480448717948718,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.mmark_avgtop,0.0,0.0,0.0,20.0,0.44999999999999996,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.width_has_condensed,0.0,0.0,0.0,54.0,0.5150273224043717,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.width_has_wide,0.3333333333333333,0.12195121951219512,0.17857142857142858,41.0,0.40885275519421854,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.width_has_orig,0.8023255813953488,0.9857142857142858,0.8846153846153846,140.0,0.5293650793650795,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.weight_has_bold,0.7037037037037037,0.926829268292683,0.8000000000000002,123.0,0.6109832796441172,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.weight_has_light,0.0,0.0,0.0,23.0,0.5757317419721512,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.weight_has_orig,0.6666666666666666,0.6285714285714286,0.6470588235294118,105.0,0.6186452045606976,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.style_has_italic,0.4444444444444444,0.11428571428571428,0.1818181818181818,35.0,0.48064842958459975,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
font.style_has_orig,0.8538011695906432,0.9798657718120806,0.9125,149.0,0.6326124782500622,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.blue_dark,0.0,0.0,0.0,14.0,0.4426807760141094,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.grey_light,0.29545454545454547,0.30952380952380953,0.3023255813953489,42.0,0.5262970859985786,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.red,0.4166666666666667,0.20833333333333334,0.2777777777777778,48.0,0.5626627604166666,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.blue_light,0.0,0.0,0.0,23.0,0.5799943165672066,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.black,0.3404255319148936,0.27586206896551724,0.3047619047619048,58.0,0.5153419053185272,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.blue_medium,0.24,0.14634146341463414,0.1818181818181818,41.0,0.5660343270099368,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.orange,0.0,0.0,0.0,13.0,0.3798961774421897,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.red_dark,0.0,0.0,0.0,15.0,0.591304347826087,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.green_light,0.0,0.0,0.0,13.0,0.5535630014157622,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.grey_dark,0.25,0.05263157894736842,0.08695652173913043,38.0,0.6205186880244089,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.green_dark,0.0,0.0,0.0,16.0,0.720703125,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.brown,0.0,0.0,0.0,10.0,0.574698795180723,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
color.yellow,0.0,0.0,0.0,19.0,0.6238685886691251,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
global.has_mark,0.8920454545454546,1.0,0.942942942942943,157.0,0.5323499832383507,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.grotesque,0.4166666666666667,0.0847457627118644,0.1408450704225352,59.0,0.5107924090974938,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.geom,0.3333333333333333,0.10638297872340426,0.16129032258064516,47.0,0.582714827643081,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.geom.square,0.0,0.0,0.0,15.0,0.5946169772256729,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.humanist,0.0,0.0,0.0,21.0,0.5376344086021505,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.transitional,0.0,0.0,0.0,9.0,0.7405189620758483,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.oldstyle,0.0,0.0,0.0,4.0,0.6308139534883721,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.clarendon,0.0,0.0,0.0,5.0,0.5953216374269006,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.slab,0.0,0.0,0.0,2.0,0.40804597701149425,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
binfont.didone,0.0,0.0,0.0,10.0,0.5608433734939758,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.black,0.4,0.08333333333333333,0.13793103448275862,24.0,0.46244517543859653,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.blue_dark,0.0,0.0,0.0,4.0,0.5406976744186046,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.blue_light,0.0,0.0,0.0,6.0,0.707843137254902,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.blue_medium,0.0,0.0,0.0,6.0,0.6764705882352942,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.brown,0.0,0.0,0.0,10.0,0.5957831325301205,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.green_dark,0.0,0.0,0.0,7.0,0.6661031276415892,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.green_light,0.0,0.0,0.0,9.0,0.4258150365934797,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.grey_dark,0.0,0.0,0.0,29.0,0.6000469153178513,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.grey_light,0.325,0.3170731707317073,0.3209876543209877,41.0,0.5271906052393858,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.orange,0.0,0.0,0.0,8.0,0.48437500000000006,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.red,0.0,0.0,0.0,20.0,0.5221153846153845,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.red_dark,0.0,0.0,0.0,9.0,0.5708582834331337,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ac.yellow,0.0,0.0,0.0,18.0,0.5763009845288326,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
zero_sat,0.0,0.0,0.0,12.0,0.7108739837398375,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
high_sat,0.4583333333333333,0.24444444444444444,0.31884057971014496,45.0,0.5977947413061917,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
high_sat_sd,0.3125,0.10638297872340426,0.15873015873015872,47.0,0.5832096321952829,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
low_sat,0.3888888888888889,0.18421052631578946,0.25,38.0,0.5900076277650648,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
low_sat_sd,0.38461538461538464,0.125,0.18867924528301888,40.0,0.5678308823529411,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
down_diag-low,0.4,0.18181818181818182,0.25000000000000006,33.0,0.655011655011655,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
entropy-low,0.5,0.02040816326530612,0.039215686274509796,49.0,0.5421822272215974,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
gpc-low,0.3125,0.11627906976744186,0.16949152542372883,43.0,0.5514950166112956,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
h_sym-low,0.0,0.0,0.0,50.0,0.5836507936507936,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
hor-low,0.5555555555555556,0.11904761904761904,0.196078431372549,42.0,0.6144278606965174,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
mean_light-low,0.3333333333333333,0.16666666666666666,0.2222222222222222,36.0,0.5662698412698413,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ncorners-low,0.23529411764705882,0.10810810810810811,0.14814814814814817,37.0,0.508458098386156,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
nregions-low,0.29411764705882354,0.1111111111111111,0.16129032258064516,45.0,0.5153519932145887,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
perc_white-low,0.45,0.21428571428571427,0.29032258064516125,42.0,0.6263326226012793,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
sd_light-low,0.4090909090909091,0.16071428571428573,0.23076923076923078,56.0,0.47961309523809526,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
up_diag-low,0.38461538461538464,0.1282051282051282,0.19230769230769232,39.0,0.5014037057832679,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
v_sym-low,0.2,0.023809523809523808,0.0425531914893617,42.0,0.4868514570007107,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
down_diag-high,0.16666666666666666,0.017241379310344827,0.03125,58.0,0.5051139684395091,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
entropy-high,0.0,0.0,0.0,43.0,0.5042839657282743,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
gpc-high,0.23529411764705882,0.1111111111111111,0.1509433962264151,36.0,0.6126984126984127,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
h_sym-high,0.75,0.06382978723404255,0.11764705882352941,47.0,0.6277420418934521,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
hor-high,0.35,0.16279069767441862,0.22222222222222227,43.0,0.5249169435215947,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
mean_light-high,0.6363636363636364,0.125,0.208955223880597,56.0,0.528125,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
ncorners-high,0.35714285714285715,0.10869565217391304,0.16666666666666666,46.0,0.5501672240802675,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
nregions-high,0.3076923076923077,0.12121212121212122,0.17391304347826086,33.0,0.4884509429963976,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
perc_white-high,0.47619047619047616,0.23809523809523808,0.3174603174603175,42.0,0.6305970149253732,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
sd_light-high,0.2631578947368421,0.1282051282051282,0.17241379310344826,39.0,0.49971925884334645,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
up_diag-high,0.25,0.025,0.045454545454545456,40.0,0.4727941176470588,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
v_sym-high,0.0,0.0,0.0,44.0,0.4731404958677687,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
no_chars,0.0,0.0,0.0,3.0,0.7572254335260116,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
many_chars,0.6363636363636364,0.16279069767441862,0.2592592592592593,43.0,0.5689805910124147,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
many_marks,0.0,0.0,0.0,10.0,0.31506024096385543,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
micro avg,0.5940803382663847,0.28508623605005073,0.38528336380255945,2957.0,0.5519965883288384,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
macro avg,0.21367956243640301,0.11517538156260221,0.13424509037040983,2957.0,0.5519965883288384,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
weighted avg,0.38788669794401226,0.28508623605005073,0.29740540191200693,2957.0,0.5519965883288384,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
samples avg,0.6193084062402243,0.28808615622552713,0.3827145649602425,2957.0,0.5519965883288384,3,20.0,400.0,200.0,5000.0,10.0,1e-05,4000.0,1.0,1.0,0.0,4.0
