,0,1,2
0,253.35073963828816,253.35967440875697,253.30755127932065
1,20.14356770829949,17.8113102021217,18.421295669927755
2,226.41819570547483,33.20871094732641,41.36607683822846
3,25.099279023553148,88.93742729659573,152.2042252109082
4,33.56608223183118,119.64985815859158,76.70428739737999
5,238.70031528637463,131.4299630091742,39.63367789748931
6,115.8225176855058,111.30671348662018,111.44325392721997
7,30.07529568271981,41.94159227413325,123.79298486302388
8,164.63291461714886,163.78616645489325,166.5475279348585
9,54.48312397012723,153.33427204525645,204.43954179406865
10,98.63939591117861,177.91337076267214,66.9977420430955
11,245.21143377301877,201.5807684966623,35.603530387741664
12,186.2012326349116,163.96795141699576,103.4258930403248
13,173.97606316394456,39.22050683681251,63.37124138547916
