9293.228009,-1.224270336,2.3996253
1128.12769,127.1577101,-0.21934905
5128.832775,5739.083846,4134.15066
3997.163741,558.0032422,-3402.219924
4626.137907,-2982.920308,1455.820636
6438.294786,3070.694996,5284.59403
4840.510248,152.453862,47.32589474
2661.718705,2372.928781,-4062.346693
6563.653568,70.84799722,-112.6944611
5947.017789,-867.7095049,-2907.887496
6425.670186,-3763.083743,4059.72047
7881.332318,181.3229727,6488.929301
6617.146981,2.001222991,2932.591393
4262.090275,4515.052404,1892.877916
