name,feat,area,frac,ftype,style,family,ver
iron-mountain-inc,2,317.0,0.004943855271366189,serif,transitional,americana,orig
iron-mountain-inc,3,321.0,0.005006238303181534,serif,transitional,americana,orig
iron-mountain-inc,4,75.0,0.0011696818465377417,sans,geom,futura,light
iron-mountain-inc,5,93.0,0.0014504054897067997,sans,grotesque,helvetica,light
iron-mountain-inc,6,102.0,0.0015907673112913287,serif,transitional,times,orig
iron-mountain-inc,7,80.0,0.0012476606363069245,serif,oldstyle,centaur,bold
iron-mountain-inc,8,51.0,0.0007953836556456644,callig,glyphic,trajan,bold
iron-mountain-inc,9,101.0,0.0015751715533374921,serif,transitional,times,cb
iron-mountain-inc,10,70.0,0.001091703056768559,serif,transitional,times,co
iron-mountain-inc,11,92.0,0.0014348097317529631,serif,transitional,times,orig
iron-mountain-inc,12,52.0,0.000810979413599501,serif,transitional,times,orig
iron-mountain-inc,13,81.0,0.0012632563942607611,serif,transitional,times,orig
iron-mountain-inc,14,100.0,0.0015595757953836558,serif,transitional,times,orig
jabil,0,1476.0,0.022321698626822335,sans,humanist,gillsans,co
jack-daniels,0,390.0,0.006097751649519998,serif,didone,bodoni,cbi
jack-daniels,1,258.0,0.004033897245067075,sans,geom-square,eurostile,italic
jack-daniels,2,289.0,0.004518590324900716,callig,glyphic,trajan,bold
jack-daniels,3,260.0,0.004065167766346665,serif,didone,bodoni,orig
jack-daniels,4,134.0,0.0020951249257325118,sans,humanist,gillsans,bold
jack-daniels,5,177.0,0.002767441133243691,serif,didone,bodoni,bold
jack-daniels,6,67.0,0.0010475624628662559,sans,geom-square,eurostile,bold
jack-daniels,7,331.0,0.005175271271772101,serif,transitional,times,bold
jack-in-the-box,0,236.0,0.004442436563511783,sans,geom,futura,orig
jack-in-the-box,1,135.0,0.0025412243053986898,sans,geom,bauhaus,orig
jack-in-the-box,2,180.0,0.00338829907386492,sans,geom,comfortaa,bold
jack-in-the-box,3,68.0,0.0012800240945711919,sans,geom,futura,orig
jacobs-engineering,0,5760.0,0.07361398665746492,serif,oldstyle,bembo,bold
jacobs-engineering,1,5025.0,0.06422053523502799,sans,humanist,gillsans,bold
jarden-corporation,0,1106.0,0.015592838009304949,sans,geom-square,eurostile,co
jarden-corporation,1,943.0,0.013294797687861272,sans,grotesque,helvetica,co
jarden-corporation,2,1302.0,0.01835612575778937,sans,humanist,gillsans,orig
jarden-corporation,3,144.0,0.002030170590723248,sans,grotesque,helvetica,light
jarden-corporation,4,147.0,0.002072465811363316,serif,oldstyle,centaur,orig
jarden-corporation,5,220.0,0.0031016495136049625,serif,transitional,americana,orig
jarden-corporation,6,123.0,0.0017341040462427746,sans,grotesque,helvetica,light
jarden-corporation,7,293.0,0.004130833215846609,sans,humanist,gillsans,light
jarden-corporation,8,214.0,0.0030170590723248274,serif,transitional,americana,orig
jarden-corporation,9,121.0,0.0017059072324827295,sans,grotesque,helvetica,light
jarden-corporation,10,220.0,0.0031016495136049625,serif,transitional,americana,orig
jarden-corporation,11,226.0,0.003186239954885098,sans,geom-square,eurostile,orig
jarden-corporation,12,96.0,0.0013534470604821655,sans,humanist,gillsans,co
jarden-corporation,13,259.0,0.003651487381925842,serif,clarendon,clarendon,orig
jarden-corporation,14,264.0,0.0037219794163259553,serif,clarendon,clarendon,orig
jarden-corporation,15,252.0,0.0035527985337656847,serif,slab,rockwell,light
jarden-corporation,16,263.0,0.0037078810094459324,callig,glyphic,trajan,bold
jb-hunt-transport-services,0,555.0,0.00747525085864368,sans,geom,bauhaus,orig
jb-hunt-transport-services,1,46809.0,0.6304666980941478,callig,casual,nadianne,bold
jc-penney,0,1996.0,0.026600565062103523,sans,grotesque,helvetica,light
jc-penney,1,1340.0,0.017858094781171705,sans,geom,comfortaa,bold
jc-penney,2,2027.0,0.027013700090623167,sans,grotesque,helvetica,orig
jc-penney,3,1623.0,0.021629617783463936,sans,grotesque,helvetica,light
jc-penney,4,1346.0,0.01793805639959486,sans,humanist,gillsans,light
jc-penney,5,1351.0,0.01800469108161416,sans,humanist,gillsans,light
jc-penney,6,1634.0,0.02177621408390639,sans,grotesque,helvetica,light
jc-penney,7,1362.0,0.018151287382056614,sans,grotesque,helvetica,light
jetblue-airways-corporation,0,4578.0,0.06336332179930795,sans,geom-square,eurostile,co
jetblue-airways-corporation,1,1556.0,0.021536332179930794,sans,geom,comfortaa,orig
jetblue-airways-corporation,2,1650.0,0.022837370242214532,serif,slab,rockwell,co
jetblue-airways-corporation,3,2682.0,0.037121107266435985,sans,humanist,gillsans,orig
jetblue-airways-corporation,4,2673.0,0.036996539792387546,sans,humanist,gillsans,orig
jetblue-airways-corporation,5,1511.0,0.02091349480968858,sans,humanist,gillsans,orig
jetblue-airways-corporation,6,2490.0,0.0344636678200692,sans,grotesque,helvetica,orig
jm-smucker,0,790.0,0.01112660385064999,sans,geom-square,eurostile,co
johnnie-walker,0,34.0,0.0009029824980745226,sans,geom,futura,light
johnnie-walker,1,43.0,0.001142007276976602,sans,geom,comfortaa,bold
johnnie-walker,2,25.0,0.0006639577191724431,sans,geom-square,eurostile,orig
johnnie-walker,3,29.0,0.000770190954240034,serif,transitional,times,co
johnnie-walker,4,26.0,0.0006905160279393408,sans,geom-square,eurostile,orig
johnnie-walker,5,60.0,0.0015934985260138634,serif,oldstyle,bembo,orig
johnnie-walker,6,140.0,0.0037181632273656814,serif,transitional,times,orig
johnnie-walker,7,78.0,0.0020715480838180223,serif,oldstyle,bembo,orig
johnnie-walker,8,42.0,0.0011154489682097045,callig,glyphic,copperplate-gothic,bold
johnnie-walker,9,45.0,0.0011951238945103976,callig,glyphic,copperplate-gothic,bold
johnnie-walker,10,82.0,0.0021777813188856134,serif,transitional,times,bold
johnson-controls,0,837.0,0.012952646239554317,sans,humanist,gillsans,li
johnson-controls,1,842.0,0.013030021665119159,sans,humanist,gillsans,li
johnson-controls,2,346.0,0.00535437944908697,sans,geom-square,eurostile,co
johnson-controls,3,176.0,0.0027236149798823893,sans,humanist,gillsans,orig
johnson-controls,4,271.0,0.004193748065614361,sans,geom,bauhaus,orig
johnson-controls,5,189.0,0.002924791086350975,sans,humanist,gillsans,light
johnson-controls,6,290.0,0.004487774682760755,callig,glyphic,copperplate-gothic,orig
johnson-controls,7,198.0,0.003064066852367688,sans,humanist,gillsans,light
johnson-controls,8,144.0,0.0022284122562674096,sans,grotesque,helvetica,light
johnson-controls,9,268.0,0.004147322810275456,sans,geom,futura,orig
johnson-controls,10,193.0,0.0029866914268028475,serif,oldstyle,bembo,orig
johnson-controls,11,285.0,0.0044103992571959145,callig,glyphic,copperplate-gothic,orig
johnson-controls,12,248.0,0.0038378211080160943,sans,geom-square,eurostile,orig
johnson-controls,13,142.0,0.0021974620860414733,sans,grotesque,helvetica,orig
johnson-controls,14,284.0,0.0043949241720829466,callig,glyphic,copperplate-gothic,orig
johnson-controls,15,194.0,0.0030021665119158154,sans,humanist,gillsans,light
johnson-controls,16,614.0,0.009501702259362426,serif,oldstyle,centaur,italic
johnson-controls,17,370.0,0.005725781491798205,serif,transitional,times,ci
johnson-controls,18,261.0,0.00403899721448468,sans,humanist,gillsans,italic
johnson-controls,19,467.0,0.007226864747756113,sans,geom,bauhaus,bold
johnson-controls,20,432.0,0.006685236768802228,sans,humanist,gillsans,orig
johnson-controls,21,349.0,0.005400804704425875,sans,humanist,gillsans,orig
johnson-controls,22,467.0,0.007226864747756113,sans,geom,bauhaus,bold
johnson-controls,23,430.0,0.006654286598576292,sans,humanist,gillsans,orig
johnson-controls,24,474.0,0.00733519034354689,sans,humanist,gillsans,orig
johnson-controls,25,358.0,0.005540080470442588,serif,oldstyle,bembo,orig
johnson-controls,26,465.0,0.007195914577530177,sans,geom,bauhaus,bold
johnson-controls,27,431.0,0.00666976168368926,sans,geom,futura,orig
johnson-controls,28,242.0,0.0037449705973382854,sans,grotesque,helvetica,orig
johnson-controls,29,464.0,0.007180439492417208,serif,slab,rockwell,orig
johnson-controls,30,338.0,0.005230578768183225,sans,humanist,gillsans,orig
jones-lang-lasalle-incorporated,0,670.0,0.01853901494189264,sans,humanist,gillsans,light
jones-lang-lasalle-incorporated,1,615.0,0.01701715550636414,sans,humanist,gillsans,light
jones-lang-lasalle-incorporated,2,713.0,0.019728832318760377,sans,humanist,gillsans,li
jones-lang-lasalle-incorporated,3,676.0,0.01870503597122302,sans,humanist,gillsans,li
jones-lang-lasalle-incorporated,4,609.0,0.016851134477033756,sans,humanist,gillsans,li
jones-lang-lasalle-incorporated,5,824.0,0.02280022136137244,serif,didone,bodoni,orig
jones-lang-lasalle-incorporated,6,890.0,0.02462645268400664,callig,glyphic,trajan,bold
jones-lang-lasalle-incorporated,7,894.0,0.024737133370226896,callig,glyphic,trajan,bold
jp-morgan,0,562.0,0.010517254285500412,serif,transitional,americana,orig
jp-morgan,1,767.0,0.014353619282880455,serif,oldstyle,bembo,orig
jp-morgan,2,581.0,0.010872819821842952,serif,didone,bodoni,orig
kelly-services,0,4574.0,0.06990997600379048,sans,humanist,gillsans,cb
kelly-services,1,3136.0,0.047931282192367065,sans,grotesque,helvetica,cb
kelly-services,2,2386.0,0.03646812478028948,sans,geom,futura,cb
kelly-services,3,2387.0,0.03648340899017225,sans,geom,futura,cb
kelly-services,4,363.0,0.00554816818744555,sans,geom-square,eurostile,orig
kelly-services,5,322.0,0.004921515582251975,serif,slab,rockwell,orig
kelly-services,6,284.0,0.004340715606706711,sans,geom,comfortaa,orig
kelly-services,7,162.0,0.0024760420010087577,sans,humanist,gillsans,cb
keycorp,0,198.0,0.010084033613445379,sans,grotesque,helvetica,orig
keycorp,1,66.0,0.0033613445378151263,sans,geom,futura,orig
keycorp,2,418.0,0.021288515406162466,sans,humanist,gillsans,bold
keycorp,3,292.0,0.014871403106697224,sans,geom,futura,bold
keycorp,4,294.0,0.014973262032085561,sans,grotesque,helvetica,bold
keycorp,5,176.0,0.008963585434173669,sans,geom,futura,bold
kia,0,817.0,0.021563555743243243,sans,geom-square,eurostile,bold
kimberlyclark-corporation,0,737.0,0.009759004237288135,sans,grotesque,helvetica,bold
kimberlyclark-corporation,1,1220.0,0.01615466101694915,sans,humanist,gillsans,bold
kimberlyclark-corporation,2,633.0,0.00838188559322034,sans,geom,futura,orig
kimberlyclark-corporation,3,632.0,0.00836864406779661,sans,geom,futura,orig
kimberlyclark-corporation,4,1169.0,0.015479343220338983,sans,humanist,gillsans,bold
kimberlyclark-corporation,5,1542.0,0.02041843220338983,sans,humanist,gillsans,bold
kimberlyclark-corporation,6,891.0,0.011798199152542373,serif,slab,rockwell,bold
kimberlyclark-corporation,7,425.0,0.0056276483050847455,sans,humanist,gillsans,bi
kimberlyclark-corporation,8,580.0,0.007680084745762712,sans,geom,futura,bold
kimberlyclark-corporation,9,967.0,0.012804555084745763,sans,geom,futura,bold
kimberlyclark-corporation,10,579.0,0.007666843220338983,sans,geom,futura,bold
kindred-healthcare,0,115.0,0.0015873015873015873,sans,geom,futura,light
kindred-healthcare,1,89.0,0.0012284334023464458,sans,geom,futura,light
kindred-healthcare,2,827.0,0.011414768806073153,serif,oldstyle,centaur,orig
kindred-healthcare,3,822.0,0.011345755693581781,serif,oldstyle,centaur,orig
kindred-healthcare,4,314.0,0.004334023464458247,serif,slab,rockwell,co
kindred-healthcare,5,394.0,0.005438233264320221,serif,transitional,americana,orig
kindred-healthcare,6,56.0,0.0007729468599033816,sans,geom,futura,light
kindred-healthcare,7,103.0,0.0014216701173222913,sans,geom,futura,light
kindred-healthcare,8,52.0,0.0007177363699102829,sans,geom,futura,light
kindred-healthcare,9,108.0,0.0014906832298136647,serif,slab,rockwell,light
kindred-healthcare,10,101.0,0.0013940648723257418,serif,slab,rockwell,light
kindred-healthcare,11,70.0,0.000966183574879227,sans,geom,comfortaa,light
kindred-healthcare,12,107.0,0.00147688060731539,sans,geom,futura,light
kindred-healthcare,13,42.0,0.0005797101449275362,sans,geom,futura,light
kindred-healthcare,14,107.0,0.00147688060731539,serif,slab,rockwell,light
kraft,0,1061.0,0.016279248177982354,sans,geom-square,eurostile,bold
kroger,0,32.0,0.002471615045956592,sans,geom,futura,bold
l-brands,0,580.0,0.011473107431804245,sans,geom,comfortaa,light
l-brands,1,362.0,0.007160801535022649,sans,geom,futura,light
l3-communications-holdings,0,648.0,0.00944606413994169,sans,geom-square,eurostile,co
l3-communications-holdings,1,199.0,0.002900874635568513,sans,geom-square,eurostile,cb
l3-communications-holdings,2,215.0,0.0031341107871720114,serif,slab,rockwell,bold
l3-communications-holdings,3,245.0,0.0035714285714285713,sans,geom,comfortaa,bold
l3-communications-holdings,4,403.0,0.00587463556851312,sans,humanist,gillsans,cb
l3-communications-holdings,5,366.0,0.0053352769679300294,sans,humanist,gillsans,orig
l3-communications-holdings,6,242.0,0.0035276967930029154,sans,humanist,gillsans,orig
l3-communications-holdings,7,257.0,0.0037463556851311955,sans,geom,futura,orig
l3-communications-holdings,8,123.0,0.001793002915451895,sans,humanist,gillsans,bold
l3-communications-holdings,9,206.0,0.0030029154518950436,serif,slab,rockwell,orig
l3-communications-holdings,10,245.0,0.0035714285714285713,serif,slab,rockwell,bold
l3-communications-holdings,11,247.0,0.0036005830903790086,sans,geom,futura,orig
l3-communications-holdings,12,224.0,0.0032653061224489797,sans,geom,comfortaa,bold
l3-communications-holdings,13,277.0,0.0040379008746355685,sans,grotesque,helvetica,bold
l3-communications-holdings,14,305.0,0.004446064139941691,sans,humanist,gillsans,orig
l3-communications-holdings,15,279.0,0.004067055393586006,sans,grotesque,helvetica,bold
l3-communications-holdings,16,306.0,0.00446064139941691,sans,humanist,gillsans,orig
l3-communications-holdings,17,312.0,0.004548104956268222,sans,grotesque,helvetica,bold
l3-communications-holdings,18,312.0,0.004548104956268222,sans,humanist,gillsans,cb
laboratory-corp-of-america,0,3707.0,0.050826078014670595,sans,geom-square,eurostile,cb
laboratory-corp-of-america,1,2584.0,0.035428806471515736,sans,geom,futura,bold
laboratory-corp-of-america,2,2997.0,0.04109138273805443,sans,grotesque,helvetica,bold
laboratory-corp-of-america,3,1827.0,0.025049701789264415,sans,geom,bauhaus,bold
laboratory-corp-of-america,4,78.0,0.0010694453965860013,callig,casual,nadianne,orig
laboratory-corp-of-america,5,135.0,0.0018509631863988484,callig,casual,nadianne,orig
laboratory-corp-of-america,6,135.0,0.0018509631863988484,callig,casual,nadianne,orig
laboratory-corp-of-america,7,123.0,0.0016864331253856172,callig,casual,nadianne,orig
laboratory-corp-of-america,8,99.0,0.0013573730033591554,callig,casual,nadianne,orig
laboratory-corp-of-america,9,136.0,0.0018646740248166175,callig,casual,nadianne,orig
laboratory-corp-of-america,10,110.0,0.0015081922259546172,callig,casual,nadianne,orig
laboratory-corp-of-america,11,96.0,0.0013162404881058476,callig,casual,nadianne,bold
lam-research-corporation,0,1449.0,0.019891277489498396,sans,geom-square,eurostile,co
lam-research-corporation,1,180.0,0.002470966147763776,callig,glyphic,trajan,orig
lam-research-corporation,2,239.0,0.003280893940641902,sans,grotesque,helvetica,light
lam-research-corporation,3,196.0,0.0026906075831205556,serif,transitional,times,co
lam-research-corporation,4,226.0,0.003102435274414518,serif,oldstyle,centaur,bold
land-olakes,0,989.0,0.0010244437032448659,sans,geom-square,eurostile,bi
landrover,0,4.0,9.259259259259259e-05,callig,casual,nadianne,bold
landrover,1,45.0,0.0010416666666666667,callig,casual,nadianne,bold
lansing-trade-group,0,1536.0,0.02112559828354514,sans,humanist,gillsans,orig
lansing-trade-group,1,1114.0,0.015321560213456566,sans,grotesque,helvetica,orig
lansing-trade-group,2,806.0,0.011085437640974858,sans,humanist,gillsans,co
lansing-trade-group,3,91.0,0.0012515816691423228,sans,geom,comfortaa,bold
lansing-trade-group,4,140.0,0.001925510260218958,sans,grotesque,helvetica,co
lansing-trade-group,5,122.0,0.0016779446553336634,callig,glyphic,copperplate-gothic,orig
lansing-trade-group,6,146.0,0.002008032128514056,sans,geom,comfortaa,bold
lansing-trade-group,7,117.0,0.001609176431754415,sans,humanist,gillsans,orig
lansing-trade-group,8,139.0,0.0019117566155031082,sans,geom,comfortaa,bold
lansing-trade-group,9,142.0,0.0019530175496506575,sans,grotesque,helvetica,co
lansing-trade-group,10,146.0,0.002008032128514056,sans,grotesque,helvetica,orig
lansing-trade-group,11,124.0,0.001705451944765363,sans,geom,futura,light
lansing-trade-group,12,112.0,0.0015404082081751664,sans,grotesque,helvetica,co
lansing-trade-group,13,101.0,0.0013891181163008196,sans,humanist,gillsans,light
lansing-trade-group,14,22.0,0.0003025801837486934,sans,grotesque,helvetica,bi
las-vegas-sands,0,104.0,0.0015180265654648956,sans,geom-square,eurostile,co
las-vegas-sands,1,57.0,0.0008319953291490293,sans,geom-square,eurostile,co
las-vegas-sands,2,108.0,0.0015764122025981608,sans,grotesque,helvetica,orig
las-vegas-sands,3,91.0,0.0013282732447817836,sans,humanist,gillsans,light
las-vegas-sands,4,99.0,0.001445044519048314,sans,geom,bauhaus,orig
las-vegas-sands,5,110.0,0.0016056050211647934,sans,grotesque,helvetica,cb
las-vegas-sands,6,123.0,0.0017953583418479054,sans,geom,comfortaa,bold
las-vegas-sands,7,110.0,0.0016056050211647934,sans,grotesque,helvetica,orig
las-vegas-sands,8,94.0,0.0013720624726317326,sans,geom,futura,orig
las-vegas-sands,9,91.0,0.0013282732447817836,sans,humanist,gillsans,light
las-vegas-sands,10,110.0,0.0016056050211647934,sans,grotesque,helvetica,orig
las-vegas-sands,11,149.0,0.0021748649832141293,sans,geom-square,eurostile,co
las-vegas-sands,12,133.0,0.0019413224346810684,sans,geom,futura,orig
las-vegas-sands,13,92.0,0.0013428696540651,sans,humanist,gillsans,light
las-vegas-sands,14,92.0,0.0013428696540651,sans,humanist,gillsans,light
las-vegas-sands,15,129.0,0.0018829367975478032,sans,grotesque,helvetica,orig
las-vegas-sands,16,122.0,0.0017807619325645892,sans,geom,comfortaa,bold
las-vegas-sands,17,101.0,0.0014742373376149466,sans,geom,futura,orig
lawson-software,0,308.0,0.01549685534591195,sans,humanist,gillsans,bold
lawson-software,1,806.0,0.04055345911949686,sans,geom-square,eurostile,orig
lawson-software,2,733.0,0.03688050314465409,sans,humanist,gillsans,bold
lear-corporation,0,100.0,0.0014333218667583992,serif,transitional,times,italic
lear-corporation,1,130.0,0.001863318426785919,serif,oldstyle,centaur,bi
lear-corporation,2,103.0,0.0014763215227611513,sans,grotesque,helvetica,ci
lear-corporation,3,131.0,0.001877651645453503,serif,oldstyle,centaur,bi
lear-corporation,4,86.0,0.0012326568054122234,sans,grotesque,helvetica,cbi
lear-corporation,5,57.0,0.0008169934640522876,sans,grotesque,helvetica,italic
lear-corporation,6,130.0,0.001863318426785919,serif,oldstyle,centaur,bi
lear-corporation,7,134.0,0.001920651301456255,sans,humanist,gillsans,italic
leucadia-national-corporation,0,556.0,0.01622741733064822,sans,grotesque,helvetica,bold
leucadia-national-corporation,1,57.0,0.0016636021364153752,serif,transitional,times,bold
leucadia-national-corporation,2,260.0,0.007588360622245571,callig,casual,nadianne,orig
level-3,0,1617.0,0.026730807379488197,serif,slab,rockwell,orig
level-3,1,1914.0,0.0316405475104146,sans,humanist,gillsans,bold
level-3,2,1242.0,0.020531640547510416,sans,humanist,gillsans,bold
level-3,3,1677.0,0.02772267407260464,sans,grotesque,helvetica,bold
level-3,4,753.0,0.012447926998611386,sans,geom,comfortaa,light
level-3,5,752.0,0.012431395887059446,serif,oldstyle,centaur,orig
level-3,6,178.0,0.002942537856245454,sans,humanist,gillsans,li
level-3,7,38.0,0.0006281822389737486,sans,geom,bauhaus,orig
level-3,8,52.0,0.0008596178007009191,sans,grotesque,helvetica,orig
level-3,9,51.0,0.0008430866891489784,sans,grotesque,helvetica,co
level-3,10,34.0,0.0005620577927659856,serif,oldstyle,centaur,bold
level-3,11,35.0,0.0005785889043179263,sans,geom,bauhaus,orig
level-3,12,34.0,0.0005620577927659856,serif,oldstyle,centaur,bold
level-3,13,51.0,0.0008430866891489784,sans,grotesque,helvetica,orig
level-3,14,64.0,0.001057991139324208,sans,grotesque,helvetica,co
level-3,15,45.0,0.0007439000198373338,sans,humanist,gillsans,orig
liberty-interactive-corporation,0,135.0,0.0018726591760299626,sans,geom,futura,light
liberty-interactive-corporation,1,311.0,0.004314051879594951,sans,geom,futura,light
liberty-interactive-corporation,2,209.0,0.0028991538354834236,sans,geom,futura,light
liberty-interactive-corporation,3,268.0,0.0037175752531557775,sans,geom,futura,light
liberty-interactive-corporation,4,162.0,0.0022471910112359553,sans,geom,futura,light
liberty-interactive-corporation,5,186.0,0.002580108198085726,sans,geom,futura,light
liberty-interactive-corporation,6,866.0,0.012012761825495908,sans,geom,futura,orig
liberty-interactive-corporation,7,595.0,0.00825357192398391,sans,humanist,gillsans,light
liberty-interactive-corporation,8,468.0,0.006491885143570537,sans,geom,bauhaus,orig
liberty-interactive-corporation,9,678.0,0.009404910528506035,sans,geom,futura,orig
liberty-interactive-corporation,10,468.0,0.006491885143570537,sans,geom,bauhaus,orig
liberty-interactive-corporation,11,336.0,0.004660840615896796,sans,grotesque,helvetica,light
liberty-interactive-corporation,12,592.0,0.008211957275627688,sans,geom,futura,orig
liberty-interactive-corporation,13,576.0,0.007990012484394507,sans,humanist,gillsans,orig
liberty-interactive-corporation,14,216.0,0.00299625468164794,sans,humanist,gillsans,co
liberty-interactive-corporation,15,488.0,0.0067693161326120126,sans,grotesque,helvetica,co
liberty-interactive-corporation,16,431.0,0.005978637813843807,sans,geom,futura,orig
liberty-interactive-corporation,17,851.0,0.011804688583714801,sans,humanist,gillsans,orig
liberty-interactive-corporation,18,162.0,0.0022471910112359553,sans,geom,futura,light
liberty-interactive-corporation,19,159.0,0.0022055763628797335,sans,geom,futura,light
liberty-interactive-corporation,20,205.0,0.0028436676376751282,sans,geom,comfortaa,light
liberty-interactive-corporation,21,144.0,0.0019975031210986267,sans,geom,futura,light
liberty-interactive-corporation,22,200.0,0.0027743098904147593,sans,geom,comfortaa,light
liberty-interactive-corporation,23,202.0,0.002802052989318907,sans,geom,comfortaa,light
liberty-interactive-corporation,24,230.0,0.003190456373976973,sans,humanist,gillsans,light
liberty-mutual-holding-company,0,72.0,0.001971954425942156,sans,geom-square,eurostile,co
liberty-mutual-holding-company,1,94.0,0.002574496056091148,serif,didone,bodoni,cb
liberty-mutual-holding-company,2,64.0,0.0017528483786152498,serif,slab,rockwell,co
liberty-mutual-holding-company,3,69.0,0.0018897896581945661,serif,transitional,times,orig
liberty-mutual-holding-company,4,47.0,0.001287248028045574,serif,transitional,times,cb
liberty-mutual-holding-company,5,52.0,0.0014241893076248904,serif,transitional,times,co
liberty-mutual-holding-company,6,51.0,0.001396801051709027,serif,transitional,times,co
liberty-mutual-holding-company,7,62.0,0.0016980718667835232,sans,geom,bauhaus,bold
liberty-mutual-holding-company,8,63.0,0.0017254601226993865,sans,geom,bauhaus,bold
liberty-mutual-holding-company,9,55.0,0.0015063540753724803,sans,geom,comfortaa,bold
liberty-mutual-holding-company,10,222.0,0.006080192813321648,serif,transitional,times,bold
liberty-mutual-holding-company,11,178.0,0.004875109553023663,serif,transitional,times,cb
liberty-mutual-holding-company,12,87.0,0.002382778264680105,serif,transitional,times,bold
liberty-mutual-holding-company,13,178.0,0.004875109553023663,serif,oldstyle,centaur,bold
liberty-mutual-holding-company,14,79.0,0.002163672217353199,sans,humanist,gillsans,cb
liberty-mutual-holding-company,15,95.0,0.0026018843120070114,sans,geom-square,eurostile,bold
lifepoint-health,0,466.0,0.006266978670754996,sans,geom,futura,orig
lifepoint-health,1,327.0,0.004397643831195029,sans,humanist,gillsans,light
lifepoint-health,2,234.0,0.0031469377874606633,sans,grotesque,helvetica,light
lifepoint-health,3,352.0,0.00473385513327416,sans,geom,futura,light
lifepoint-health,4,244.0,0.0032814223082923157,sans,geom,futura,orig
lifepoint-health,5,295.0,0.003967293364533742,sans,grotesque,helvetica,light
lifepoint-health,6,195.0,0.0026224481562172196,sans,geom,futura,orig
lifepoint-health,7,213.0,0.0028645202937141933,serif,oldstyle,centaur,orig
lifepoint-health,8,166.0,0.0022324430458054278,sans,geom-square,eurostile,co
lifepoint-health,9,154.0,0.002071061620807445,serif,transitional,americana,orig
lifepoint-health,10,742.0,0.0099787514457086,serif,oldstyle,centaur,orig
lifepoint-health,11,475.0,0.006388014739503483,callig,glyphic,trajan,bold
lifepoint-health,12,330.0,0.004437989187444525,callig,glyphic,trajan,bold
lifepoint-health,13,473.0,0.006361117835337153,serif,oldstyle,centaur,bold
lincoln,0,32.0,0.002229654403567447,sans,humanist,gillsans,light
lincoln,1,72.0,0.005016722408026756,callig,glyphic,trajan,orig
lincoln,2,21.0,0.001463210702341137,sans,geom,futura,orig
lincoln,3,72.0,0.005016722408026756,sans,geom,futura,light
lincoln,4,33.0,0.00229933110367893,sans,geom,futura,bold
lincoln,5,36.0,0.002508361204013378,sans,geom-square,eurostile,bold
lincoln,6,18.0,0.001254180602006689,sans,humanist,gillsans,cb
lincoln,7,211.0,0.014701783723522854,callig,casual,nadianne,bold
linkedin,0,1620.0,0.02252565421730304,sans,humanist,gillsans,cb
linkedin,1,2175.0,0.030242776495453157,sans,geom-square,eurostile,bold
linkedin,2,2423.0,0.03369114825217609,sans,humanist,gillsans,bold
linkedin,3,1832.0,0.025473455880308127,sans,geom,comfortaa,bold
linkedin,4,1835.0,0.025515170054784615,sans,humanist,gillsans,bold
linkedin,5,800.0,0.011123779860396563,sans,grotesque,helvetica,bold
listerine,0,1346.0,0.028546584377849887,sans,geom-square,eurostile,cb
listerine,1,1008.0,0.021378125596487878,sans,humanist,gillsans,bold
listerine,2,1768.0,0.037496553625585884,sans,geom,futura,bold
listerine,3,1008.0,0.021378125596487878,sans,humanist,gillsans,bold
listerine,4,2576.0,0.054632987635469026,sans,geom,bauhaus,bold
listerine,5,1764.0,0.03741171979385379,sans,geom,futura,bold
lithia-motors,0,2086.0,0.02870510527040044,sans,geom,futura,bold
lithia-motors,1,1637.0,0.022526489610568322,sans,humanist,gillsans,bold
lithia-motors,2,2262.0,0.031127012522361358,sans,geom,futura,bold
lithia-motors,3,3540.0,0.04871336177239576,sans,humanist,gillsans,cb
lithia-motors,4,1637.0,0.022526489610568322,sans,humanist,gillsans,bold
lithia-motors,5,2994.0,0.04119994495665336,sans,humanist,gillsans,cb
lithia-motors,6,620.0,0.008531718728498693,callig,glyphic,copperplate-gothic,orig
lithia-motors,7,465.0,0.006398789046374019,callig,glyphic,copperplate-gothic,orig
lithia-motors,8,274.0,0.0037704692445300675,sans,geom-square,eurostile,co
lithia-motors,9,468.0,0.0064400715563506265,callig,glyphic,copperplate-gothic,orig
lithia-motors,10,402.0,0.005531856336865281,callig,glyphic,copperplate-gothic,orig
lithia-motors,11,516.0,0.007100591715976331,sans,geom-square,eurostile,co
lithia-motors,12,379.0,0.005215357093711298,sans,geom-square,eurostile,co
lithia-motors,13,210.0,0.0028897756983624606,sans,humanist,gillsans,co
live-nation-entertainment,0,51.0,0.002370990237099024,sans,geom,comfortaa,orig
live-nation-entertainment,1,58.0,0.002696420269642027,sans,geom,comfortaa,bold
live-nation-entertainment,2,26.0,0.001208740120874012,sans,geom-square,eurostile,co
live-nation-entertainment,3,42.0,0.0019525801952580196,sans,geom,futura,light
live-nation-entertainment,4,42.0,0.0019525801952580196,callig,glyphic,trajan,orig
live-nation-entertainment,5,78.0,0.0036262203626220364,callig,glyphic,copperplate-gothic,bold
live-nation-entertainment,6,21.0,0.0009762900976290098,sans,geom-square,eurostile,bold
live-nation-entertainment,7,15.0,0.000697350069735007,sans,humanist,gillsans,cb
lkq-corporation,0,32.0,0.001012337867763366,sans,grotesque,helvetica,bi
lkq-corporation,1,32.0,0.001012337867763366,callig,casual,nadianne,bold
