name,feat,area,frac,ftype,style,family,ver
chesapeake-energy-corporation,6,100.0,0.005780012716027975,sans,grotesque,helvetica,orig
chesapeake-energy-corporation,7,139.0,0.008034217675278886,sans,geom,comfortaa,bold
chesapeake-energy-corporation,8,162.0,0.00936362059996532,sans,humanist,gillsans,bold
chesapeake-energy-corporation,9,148.0,0.008554418819721403,sans,humanist,gillsans,bold
chesapeake-energy-corporation,10,149.0,0.008612218946881684,sans,humanist,gillsans,bold
chesapeake-energy-corporation,11,143.0,0.008265418183920004,sans,geom,bauhaus,bold
chesapeake-energy-corporation,12,149.0,0.008612218946881684,sans,geom,futura,bold
chesapeake-energy-corporation,13,163.0,0.009421420727125599,sans,humanist,gillsans,bold
chesterfield,0,6980.0,0.011686546073119605,sans,geom,futura,co
chesterfield,1,4447.0,0.007445568823375771,sans,geom,comfortaa,bold
chesterfield,2,3907.0,0.006541452078463939,sans,geom,comfortaa,light
chesterfield,3,3186.0,0.005334288794979808,serif,slab,rockwell,co
chesterfield,4,2919.0,0.004887253293328958,callig,casual,nadianne,orig
chesterfield,5,3154.0,0.0052807115063924406,callig,casual,nadianne,orig
chesterfield,6,238.0,0.00039848108386854813,serif,oldstyle,centaur,orig
chesterfield,7,121.0,0.00020258912247098456,serif,transitional,times,bold
chesterfield,8,133.0,0.00022268060569124749,sans,geom,futura,orig
chesterfield,9,148.0,0.00024779495971657614,serif,slab,rockwell,bi
chesterfield,10,103.0,0.00017245189764059015,serif,oldstyle,bembo,bold
chesterfield,11,145.0,0.0002427720889115104,sans,humanist,gillsans,bold
chesterfield,12,150.0,0.0002511435402532866,serif,slab,rockwell,bi
chevron,0,118.0,0.0065807818861190115,sans,geom,bauhaus,orig
chevron,1,114.0,0.006357704534047181,sans,grotesque,helvetica,bold
chevron,2,88.0,0.00490770174558028,sans,grotesque,helvetica,bold
chevron,3,62.0,0.003457698957113379,sans,geom,bauhaus,bold
chevron,4,155.0,0.008644247392783447,sans,geom-square,eurostile,bold
chevron,5,127.0,0.007082705928280631,sans,geom,bauhaus,bold
chs,0,1846.0,0.026125845622576353,serif,oldstyle,bembo,orig
chubb,0,26.0,0.0014214641080312722,sans,geom,futura,light
cigna,0,325.0,0.012603249699460969,sans,geom,bauhaus,orig
cigna,1,424.0,0.016442393454066003,sans,grotesque,helvetica,orig
cigna,2,301.0,0.011672548183193082,sans,humanist,gillsans,orig
cigna,3,144.0,0.005584209097607321,sans,humanist,gillsans,bold
cigna,4,158.0,0.006127118315430256,sans,geom,futura,light
cigna,5,153.0,0.0059332221662077795,sans,humanist,gillsans,light
cincinnati-financial-corporation,0,370.0,0.005165577707041939,sans,geom,futura,light
cincinnati-financial-corporation,1,354.0,0.004942201373764449,sans,humanist,gillsans,li
cincinnati-financial-corporation,2,95.0,0.0013262969788350924,sans,grotesque,helvetica,light
cincinnati-financial-corporation,3,165.0,0.0023035684369241078,sans,humanist,gillsans,light
cincinnati-financial-corporation,4,94.0,0.0013123359580052493,sans,geom,comfortaa,light
cincinnati-financial-corporation,5,125.0,0.0017451276037303847,sans,grotesque,helvetica,light
cincinnati-financial-corporation,6,93.0,0.0012983749371754062,sans,geom,comfortaa,light
cincinnati-financial-corporation,7,385.0,0.005374993019489585,sans,geom-square,eurostile,orig
cincinnati-financial-corporation,8,392.0,0.005472720165298486,sans,geom-square,eurostile,orig
cincinnati-financial-corporation,9,389.0,0.0054308371028089575,sans,geom-square,eurostile,orig
cincinnati-financial-corporation,10,63.0,0.0008795443122801139,sans,humanist,gillsans,orig
cincinnati-financial-corporation,11,106.0,0.0014798682079633662,sans,grotesque,helvetica,orig
cincinnati-financial-corporation,12,102.0,0.001424024124643994,sans,geom-square,eurostile,orig
cincinnati-financial-corporation,13,55.0,0.0007678561456413693,sans,humanist,gillsans,orig
cincinnati-financial-corporation,14,97.0,0.0013542190204947787,sans,geom,comfortaa,bold
cincinnati-financial-corporation,15,77.0,0.001074998603897917,sans,humanist,gillsans,orig
cincinnati-financial-corporation,16,97.0,0.0013542190204947787,sans,geom,futura,li
cincinnati-financial-corporation,17,98.0,0.0013681800413246215,sans,geom,comfortaa,light
cincinnati-financial-corporation,18,106.0,0.0014798682079633662,sans,grotesque,helvetica,orig
cinemark,0,384.0,0.0062146984091019436,sans,humanist,gillsans,cb
cinemark,1,704.0,0.01139361375002023,sans,grotesque,helvetica,bold
cintas-corp,0,2513.0,0.04126640064370987,sans,humanist,gillsans,cb
cintas-corp,1,3213.0,0.05276121976452042,sans,geom,futura,bold
cisco,0,856.0,0.014958758562840766,sans,humanist,gillsans,co
cisco,1,857.0,0.01497623374807773,sans,humanist,gillsans,co
cisco,2,448.0,0.007828882986159653,sans,humanist,gillsans,bold
cisco,3,448.0,0.007828882986159653,sans,humanist,gillsans,bold
cisco,4,448.0,0.007828882986159653,sans,humanist,gillsans,bold
cisco,5,448.0,0.007828882986159653,sans,humanist,gillsans,bold
cisco,6,240.0,0.004194044456871243,sans,grotesque,helvetica,bold
cisco,7,240.0,0.004194044456871243,sans,grotesque,helvetica,bold
cisco,8,240.0,0.004194044456871243,sans,grotesque,helvetica,bold
cisco,9,982.0,0.01716063190269817,sans,geom,futura,bold
cisco,10,553.0,0.009663777436040822,sans,humanist,gillsans,bold
cisco,11,979.0,0.017108206346987277,sans,humanist,gillsans,orig
cisco,12,968.0,0.01691597930938068,sans,geom,futura,bold
cisco,13,1411.0,0.024657486369355514,sans,geom,bauhaus,bold
citizens,0,138.0,0.009719678828003944,sans,geom,comfortaa,bold
citizens,1,120.0,0.008451894633046908,sans,geom,bauhaus,orig
citizens,2,84.0,0.0059163262431328354,serif,slab,rockwell,orig
citizens,3,162.0,0.011410057754613326,sans,grotesque,helvetica,cb
citizens,4,56.0,0.00394421749542189,sans,humanist,gillsans,bold
citizens,5,42.0,0.0029581631215664177,sans,humanist,gillsans,co
citizens,6,95.0,0.006691083251162136,sans,geom,bauhaus,bold
citizens,7,115.0,0.008099732356669954,sans,humanist,gillsans,orig
citizens,8,81.0,0.005705028877306663,sans,geom,bauhaus,bold
clinique,0,239.0,0.010309278350515464,serif,oldstyle,centaur,orig
clinique,1,193.0,0.008325065780960187,sans,grotesque,helvetica,co
clinique,2,166.0,0.007160419272742958,sans,geom-square,eurostile,co
clinique,3,166.0,0.007160419272742958,sans,geom-square,eurostile,co
clinique,4,260.0,0.011215114523573308,sans,humanist,gillsans,light
clinique,5,33.0,0.0014234568433766123,sans,humanist,gillsans,light
clinique,6,31.0,0.0013371867316568176,sans,humanist,gillsans,light
clinique,7,33.0,0.0014234568433766123,sans,geom,futura,li
clinique,8,351.0,0.015140404606823966,sans,humanist,gillsans,light
clorox,0,224.0,0.003855886251355585,sans,geom,futura,orig
clorox,1,213.0,0.003666534694369373,sans,geom,futura,orig
clorox,2,105.0,0.0018074466803229305,sans,grotesque,helvetica,bold
cme,0,2024.0,0.016179056754596324,sans,geom,comfortaa,bold
cme,1,1202.0,0.009608313349320543,sans,geom,futura,light
cme,2,3017.0,0.024116706634692245,sans,humanist,gillsans,orig
cme,3,2434.0,0.019456434852118305,sans,humanist,gillsans,bold
cme,4,479.0,0.0038289368505195842,sans,humanist,gillsans,li
cme,5,877.0,0.007010391686650679,serif,slab,rockwell,light
cme,6,3825.0,0.030575539568345324,sans,humanist,gillsans,bold
cme,7,763.0,0.00609912070343725,sans,geom,comfortaa,orig
cme,8,1387.0,0.01108713029576339,sans,geom,comfortaa,orig
cme,9,1243.0,0.009936051159072742,sans,humanist,gillsans,orig
cme,10,119.0,0.0009512390087929656,sans,grotesque,helvetica,li
cme,11,208.0,0.001662669864108713,callig,glyphic,copperplate-gothic,bold
cme,12,200.0,0.0015987210231814548,sans,grotesque,helvetica,orig
cme,13,207.0,0.0016546762589928058,sans,grotesque,helvetica,orig
cme,14,191.0,0.0015267785771382893,sans,humanist,gillsans,cb
cme,15,279.0,0.0022302158273381297,callig,glyphic,copperplate-gothic,bold
cme,16,200.0,0.0015987210231814548,sans,humanist,gillsans,bold
cme,17,126.0,0.0010071942446043165,sans,geom-square,eurostile,cb
cme,18,160.0,0.001278976818545164,sans,humanist,gillsans,cb
cme,19,202.0,0.0016147082334132695,sans,humanist,gillsans,bold
cme,20,208.0,0.001662669864108713,sans,grotesque,helvetica,orig
cme,21,193.0,0.001542765787370104,sans,humanist,gillsans,bi
cme,22,80.0,0.000639488409272582,sans,grotesque,helvetica,bold
cme,23,136.0,0.0010871302957633892,sans,geom-square,eurostile,bold
cme,24,168.0,0.001342925659472422,sans,geom,bauhaus,bold
cme,25,160.0,0.001278976818545164,sans,geom-square,eurostile,bold
cme,26,99.0,0.0007913669064748202,sans,geom,bauhaus,bold
cme,27,168.0,0.001342925659472422,sans,geom,bauhaus,bold
cme,28,90.0,0.0007194244604316547,sans,geom,futura,orig
cme,29,176.0,0.0014068745003996803,sans,humanist,gillsans,bi
cme,30,168.0,0.001342925659472422,sans,geom,bauhaus,bold
cme,31,257.0,0.0020543565147881694,sans,geom-square,eurostile,bold
cme,32,201.0,0.001606714628297362,sans,humanist,gillsans,bold
cme,33,171.0,0.001366906474820144,sans,humanist,gillsans,bi
cms-energy-corporation,0,267.0,0.004327320464822288,serif,oldstyle,bembo,bi
cms-energy-corporation,1,284.0,0.004602842741608726,sans,geom-square,eurostile,bi
cms-energy-corporation,2,238.0,0.0038573118750101294,sans,grotesque,helvetica,bi
cms-energy-corporation,3,435.0,0.00705012884718238,sans,geom-square,eurostile,bi
cms-energy-corporation,4,286.0,0.004635257127113013,sans,geom-square,eurostile,bi
cms-energy-corporation,5,282.0,0.004570428356104439,sans,geom-square,eurostile,bi
cms-energy-corporation,6,145.0,0.002350042949060793,sans,grotesque,helvetica,ci
cms-energy-corporation,7,152.0,0.002463493298325797,sans,grotesque,helvetica,ci
cms-energy-corporation,8,125.0,0.0020258990940179252,serif,transitional,times,ci
cms-energy-corporation,9,118.0,0.0019124487447529214,sans,grotesque,helvetica,ci
cms-energy-corporation,10,123.0,0.001993484708513638,sans,grotesque,helvetica,ci
cms-energy-corporation,11,118.0,0.0019124487447529214,sans,grotesque,helvetica,ci
cms-energy-corporation,12,112.0,0.001815205588240061,sans,grotesque,helvetica,ci
cms-energy-corporation,13,1983.0,0.03213886322750036,callig,casual,nadianne,orig
cms-energy-corporation,14,1309.0,0.021215215312555713,callig,casual,nadianne,bold
cms-energy-corporation,15,121.0,0.0019610703230093516,sans,grotesque,helvetica,italic
cms-energy-corporation,16,171.0,0.002771429960616522,sans,grotesque,helvetica,ci
cms-energy-corporation,17,165.0,0.002674186804103661,sans,grotesque,helvetica,ci
cognizant,0,409.0,0.006715927750410509,sans,grotesque,helvetica,co
cognizant,1,203.0,0.0033333333333333335,serif,slab,rockwell,light
cognizant,2,314.0,0.005155993431855501,sans,geom,bauhaus,orig
cognizant,3,437.0,0.0071756978653530375,sans,geom-square,eurostile,co
cognizant,4,294.0,0.004827586206896552,sans,geom-square,eurostile,co
cognizant,5,321.0,0.005270935960591133,sans,geom-square,eurostile,co
cognizant,6,224.0,0.0036781609195402297,sans,grotesque,helvetica,co
cognizant,7,400.0,0.006568144499178982,sans,geom-square,eurostile,co
cognizant,8,184.0,0.0030213464696223317,sans,humanist,gillsans,co
comcast-corporation,0,600.0,0.008297148546616145,sans,geom,futura,light
comcast-corporation,1,781.0,0.010800121691512017,sans,geom,comfortaa,light
comcast-corporation,2,601.0,0.008310977127527173,sans,geom,futura,light
comcast-corporation,3,547.0,0.00756423375833172,sans,geom,futura,light
comcast-corporation,4,420.0,0.005808003982631303,sans,geom,futura,light
commercial-metals-company,0,99.0,0.001396687452385655,sans,geom,futura,bi
commercial-metals-company,1,228.0,0.003216613526706357,sans,geom-square,eurostile,cb
commercial-metals-company,2,213.0,0.0030049942157388335,sans,geom-square,eurostile,cb
commercial-metals-company,3,25.0,0.00035269885161253914,sans,grotesque,helvetica,bold
community-health-systems,0,194.0,0.0025973678220936928,serif,oldstyle,centaur,orig
community-health-systems,1,1238.0,0.01657495548325769,serif,transitional,times,co
community-health-systems,2,1293.0,0.01731132264931518,serif,oldstyle,bembo,orig
community-health-systems,3,1785.0,0.023898461662047635,sans,geom,futura,orig
community-health-systems,4,134.0,0.0017940581863946125,serif,transitional,americana,orig
community-health-systems,5,160.0,0.0021421590285308806,sans,grotesque,helvetica,orig
community-health-systems,6,132.0,0.0017672811985379765,serif,transitional,times,orig
community-health-systems,7,211.0,0.002824972218875099,sans,humanist,gillsans,orig
community-health-systems,8,300.0,0.004016548178495401,sans,geom,futura,orig
community-health-systems,9,199.0,0.0026643102917352827,serif,oldstyle,bembo,orig
community-health-systems,10,132.0,0.0017672811985379765,serif,oldstyle,bembo,orig
community-health-systems,11,130.0,0.0017405042106813404,serif,transitional,times,orig
community-health-systems,12,230.0,0.003079353603513141,serif,slab,rockwell,light
community-health-systems,13,218.0,0.0029186916763733247,serif,transitional,times,orig
community-health-systems,14,126.0,0.0016869502349680684,serif,transitional,times,bold
community-health-systems,15,239.0,0.0031998500488680027,serif,transitional,times,orig
community-health-systems,16,251.0,0.003360511976007819,sans,geom-square,eurostile,orig
community-health-systems,17,251.0,0.003360511976007819,sans,geom-square,eurostile,orig
community-health-systems,18,451.0,0.00603821076167142,serif,transitional,times,orig
community-health-systems,19,304.0,0.004070102154208673,serif,transitional,times,orig
community-health-systems,20,146.0,0.0019547201135344285,serif,transitional,times,orig
community-health-systems,21,146.0,0.0019547201135344285,serif,transitional,times,orig
community-health-systems,22,212.0,0.002838360712803417,sans,geom-square,eurostile,co
community-health-systems,23,247.0,0.003306958000294547,sans,geom-square,eurostile,orig
community-health-systems,24,245.0,0.003280181012437911,sans,geom-square,eurostile,orig
community-health-systems,25,189.0,0.002530425352452103,serif,transitional,times,orig
community-health-systems,26,162.0,0.0021689360163875166,serif,transitional,times,orig
community-health-systems,27,193.0,0.002583979328165375,serif,transitional,times,orig
community-health-systems,28,345.0,0.0046190304052697116,serif,transitional,times,orig
community-health-systems,29,149.0,0.0019948855953193824,serif,transitional,times,orig
conagra-foods,0,1072.0,0.015957842714024145,sans,humanist,gillsans,light
conagra-foods,1,770.0,0.011462256427050925,sans,humanist,gillsans,light
conagra-foods,2,844.0,0.012563823927832443,sans,geom,comfortaa,orig
conagra-foods,3,848.0,0.012623368117063875,sans,geom,comfortaa,orig
conagra-foods,4,605.0,0.009006058621254299,sans,geom,futura,orig
conagra-foods,5,860.0,0.012802000684758176,sans,humanist,gillsans,light
conagra-foods,6,424.0,0.006311684058531938,sans,grotesque,helvetica,orig
conagra-foods,7,851.0,0.012668026258987452,sans,geom,bauhaus,orig
conagra-foods,8,1339.0,0.019932417345222324,sans,grotesque,helvetica,light
conocophillips,0,871.0,0.012230741146403797,sans,geom,bauhaus,orig
conocophillips,1,477.0,0.006698121155952481,sans,humanist,gillsans,co
conocophillips,2,528.0,0.0074142724745134385,sans,humanist,gillsans,co
conocophillips,3,902.0,0.012666048810627124,callig,glyphic,copperplate-gothic,orig
conocophillips,4,805.0,0.011303957087089617,sans,humanist,gillsans,light
conocophillips,5,768.0,0.010784396326565,sans,humanist,gillsans,orig
conocophillips,6,712.0,0.009998034094419636,sans,geom,futura,orig
conocophillips,7,755.0,0.010601847951245542,sans,geom,comfortaa,bold
conocophillips,8,540.0,0.007582778667116016,sans,humanist,gillsans,orig
conocophillips,9,759.0,0.010658016682113068,sans,geom,comfortaa,bold
conocophillips,10,995.0,0.013971971803297104,sans,geom,comfortaa,bold
conocophillips,11,323.0,0.004535625017552728,sans,humanist,gillsans,bold
conocophillips,12,323.0,0.004535625017552728,sans,humanist,gillsans,bold
cons-edison-inc,0,3630.0,0.02280609167671894,sans,grotesque,helvetica,orig
cons-edison-inc,1,3097.0,0.019457428628870125,sans,grotesque,helvetica,orig
cons-edison-inc,2,2583.0,0.01622813630880579,serif,slab,rockwell,orig
cons-edison-inc,3,2471.0,0.015524477281865701,serif,slab,rockwell,orig
cons-edison-inc,4,2575.0,0.01617787494973864,serif,slab,rockwell,orig
cons-edison-inc,5,1087.0,0.0068292621632488944,sans,humanist,gillsans,bold
cons-edison-inc,6,2225.0,0.013978940490550864,callig,casual,nadianne,orig
constellation-brands,0,187.0,0.003532567628834819,sans,geom-square,eurostile,bold
constellation-brands,1,86.0,0.0016246032945443553,sans,geom-square,eurostile,co
constellation-brands,2,86.0,0.0016246032945443553,sans,geom-square,eurostile,co
constellation-brands,3,88.0,0.0016623847665105033,sans,geom-square,eurostile,co
constellation-brands,4,325.0,0.006139489194499017,serif,transitional,times,orig
constellation-brands,5,264.0,0.0049871542995315096,serif,oldstyle,centaur,bold
constellation-brands,6,386.0,0.007291824089466526,serif,didone,bodoni,orig
constellation-brands,7,165.0,0.0031169714372071937,serif,oldstyle,bembo,orig
constellation-brands,8,167.0,0.0031547529091733415,serif,oldstyle,bembo,orig
constellation-brands,9,238.0,0.004495995163971588,serif,transitional,times,orig
constellation-brands,10,285.0,0.005383859755176062,serif,transitional,times,orig
constellation-brands,11,199.0,0.0037592564606317063,serif,transitional,times,bold
constellation-brands,12,135.0,0.0025502493577149767,serif,transitional,times,orig
constellation-brands,13,234.0,0.0044204322200392925,serif,transitional,times,orig
constellation-brands,14,174.0,0.003286988061054859,serif,transitional,times,orig
constellation-brands,15,197.0,0.0037214749886655585,serif,transitional,times,bold
coremark-holding-company,0,913.0,0.007024698007232438,sans,humanist,gillsans,orig
coremark-holding-company,1,1002.0,0.0077094714164807265,sans,geom,comfortaa,orig
coremark-holding-company,2,895.0,0.006886204508732784,sans,geom,futura,orig
coremark-holding-company,3,494.0,0.003800877125490498,sans,grotesque,helvetica,orig
coremark-holding-company,4,886.0,0.006816957759482958,sans,geom,comfortaa,bold
coremark-holding-company,5,503.0,0.0038701238747403245,sans,humanist,gillsans,italic
corning,0,1737.0,0.022092490842490844,serif,oldstyle,centaur,orig
corning,1,2298.0,0.029227716727716728,callig,glyphic,trajan,orig
corning,2,1141.0,0.014512108262108261,serif,oldstyle,bembo,orig
costco,0,3858.0,0.040668746837578006,callig,casual,nadianne,orig
costco,1,758.0,0.007990386237139484,sans,grotesque,helvetica,bi
costco,2,15866.0,0.1672499578343734,callig,casual,nadianne,bold
costco,3,27414.0,0.2889821217743296,callig,casual,nadianne,orig
courtyard,0,604.0,0.00840558331129883,callig,glyphic,trajan,bold
courtyard,1,762.0,0.010604394839751173,serif,transitional,times,orig
courtyard,2,160.0,0.0022266445857745242,sans,humanist,gillsans,cb
crown-holdings-inc,0,709.0,0.009534696073157612,sans,grotesque,helvetica,orig
crown-holdings-inc,1,843.0,0.01133674018289403,sans,grotesque,helvetica,orig
crown-holdings-inc,2,1071.0,0.014402904787520172,sans,grotesque,helvetica,co
crown-holdings-inc,3,120.0,0.0016137708445400753,sans,grotesque,helvetica,italic
crown-holdings-inc,4,125.0,0.0016810112963959118,sans,geom-square,eurostile,bi
crown-holdings-inc,5,59.0,0.0007934373318988704,sans,grotesque,helvetica,cbi
crown-holdings-inc,6,126.0,0.001694459386767079,sans,geom-square,eurostile,bi
crown-holdings-inc,7,20.0,0.00026896180742334586,sans,grotesque,helvetica,italic
crown-holdings-inc,8,60.0,0.0008068854222700376,sans,humanist,gillsans,bi
crown-holdings-inc,9,43.0,0.0005782678859601937,sans,geom,futura,cbi
crown-holdings-inc,10,45.0,0.0006051640667025282,sans,geom-square,eurostile,bi
crown-holdings-inc,11,98.0,0.0013179128563743949,sans,geom-square,eurostile,bi
crown-holdings-inc,12,138.0,0.0018558364712210867,sans,geom-square,eurostile,bi
crown-holdings-inc,13,46.0,0.0006186121570736956,sans,grotesque,helvetica,bi
crown-holdings-inc,14,100.0,0.0013448090371167294,sans,geom-square,eurostile,bi
csx,0,1899.0,0.026583979617549065,sans,geom,comfortaa,light
csx,1,1999.0,0.02798387322563485,sans,grotesque,helvetica,light
csx,2,29.0,0.0004059691463448778,sans,geom-square,eurostile,cb
cvs,0,108.0,0.00565149136577708,sans,geom,bauhaus,orig
cvs,1,125.0,0.006541077969649398,sans,geom,bauhaus,orig
cvs,2,104.0,0.005442176870748299,sans,grotesque,helvetica,orig
cvs,3,56.0,0.0029304029304029304,sans,grotesque,helvetica,orig
cvs,4,144.0,0.0075353218210361065,sans,geom,futura,orig
cvs,5,104.0,0.005442176870748299,sans,grotesque,helvetica,orig
cvs,6,84.0,0.004395604395604396,serif,slab,rockwell,orig
cvs,7,99.0,0.005180533751962323,sans,grotesque,helvetica,orig
cvs,8,85.0,0.004447933019361591,sans,geom,bauhaus,bold
cvs,9,213.0,0.011145996860282574,sans,humanist,gillsans,cb
dana-holding-corporation,0,465.0,0.010223375252836162,sans,humanist,gillsans,bold
dana-holding-corporation,1,471.0,0.010355289772227596,sans,humanist,gillsans,bold
dana-holding-corporation,2,2503.0,0.05503034033946003,callig,casual,nadianne,orig
danone,0,10502.0,0.021657984499960817,callig,casual,nadianne,bold
darden-restaurants,0,773.0,0.01093847285900266,sans,geom,futura,light
darden-restaurants,1,1179.0,0.016683647478349464,sans,grotesque,helvetica,light
darden-restaurants,2,1177.0,0.0166553461255448,sans,grotesque,helvetica,light
darden-restaurants,3,900.0,0.01273560876209883,sans,humanist,gillsans,light
davita-healthcar,0,977.0,0.010821288143102398,sans,grotesque,helvetica,li
davita-healthcar,1,710.0,0.007863986265714128,serif,transitional,times,italic
dean-foods-company,0,567.0,0.008074047703809185,sans,grotesque,helvetica,bi
dean-foods-company,1,73.0,0.0010395158419366324,sans,geom-square,eurostile,bi
dean-foods-company,2,108.0,0.0015379138483446067,sans,geom,futura,bi
dean-foods-company,3,81.0,0.0011534353862584549,sans,geom,futura,bi
deere--company,0,405.0,0.009847305971600856,sans,humanist,gillsans,orig
dell,0,7952.0,0.11323602705589178,sans,geom,futura,light
dell,1,1053.0,0.014994660021359914,sans,geom-square,eurostile,bold
deloitte,0,3954.0,0.06189633850440663,sans,geom,futura,bold
deloitte,1,1660.0,0.02598581737918943,sans,humanist,gillsans,bold
deloitte,2,2094.0,0.03277969975423052,sans,geom-square,eurostile,cb
deloitte,3,2056.0,0.032184843693743054,sans,humanist,gillsans,cb
deloitte,4,2523.0,0.039495311594996946,sans,humanist,gillsans,bi
deloitte,5,2633.0,0.04121726334903962,sans,grotesque,helvetica,bold
deloitte,6,2527.0,0.03955792802241668,sans,humanist,gillsans,bi
deloitte,7,1220.0,0.01909801036301874,sans,geom,bauhaus,bold
delta,0,1967.0,0.025109783496732027,sans,humanist,gillsans,orig
delta,1,2258.0,0.028824550653594773,sans,humanist,gillsans,orig
delta,2,1174.0,0.01498672385620915,sans,grotesque,helvetica,orig
delta,3,1354.0,0.01728451797385621,sans,humanist,gillsans,orig
devon,0,881.0,0.012870708546384222,callig,casual,nadianne,bold
devon,1,1722.0,0.025157048940832726,callig,casual,nadianne,orig
devon,2,1343.0,0.01962016070124178,callig,casual,nadianne,orig
devon,3,2258.0,0.03298758217677136,serif,slab,rockwell,orig
devon,4,1770.0,0.025858290723155587,serif,slab,rockwell,orig
devon,5,1680.0,0.02454346238130022,sans,geom,comfortaa,bold
devon,6,1911.0,0.027918188458729,serif,oldstyle,centaur,orig
devon,7,1585.0,0.023155588020452884,serif,clarendon,clarendon,orig
dhl,0,2079.0,0.027649953451256815,callig,casual,nadianne,orig
dicks-sporting,0,2092.0,0.009048442906574394,sans,humanist,gillsans,co
dicks-sporting,1,74.0,0.0003200692041522491,sans,geom-square,eurostile,cb
dicks-sporting,2,166.0,0.0007179930795847751,sans,humanist,gillsans,bold
dicks-sporting,3,167.0,0.000722318339100346,sans,humanist,gillsans,bold
dicks-sporting,4,168.0,0.0007266435986159169,sans,humanist,gillsans,bold
dicks-sporting,5,167.0,0.000722318339100346,sans,humanist,gillsans,bold
dillards,0,2369.0,0.032821635401368836,serif,oldstyle,bembo,orig
dillards,1,1301.0,0.018024882928316107,serif,transitional,times,co
dillards,2,1295.0,0.01794175510543379,serif,transitional,times,co
dillards,3,3317.0,0.04595583141677519,callig,glyphic,trajan,orig
dillards,4,843.0,0.01167945911496578,serif,transitional,times,orig
dillards,5,1046.0,0.014491950455817562,serif,transitional,americana,orig
dillards,6,1114.0,0.015434065781817174,serif,oldstyle,bembo,orig
dior,0,4879.0,0.08044783010156971,serif,oldstyle,centaur,orig
dior,1,1267.0,0.020891043397968604,serif,transitional,americana,orig
dior,2,708.0,0.011673921646220815,serif,transitional,times,cb
dior,3,110.0,0.0018137448885371323,sans,geom,futura,li
dior,4,1137.0,0.01874752671151563,serif,transitional,times,orig
dior,5,857.0,0.01413072154069384,serif,transitional,times,orig
directv,0,864.0,0.0124702316518727,sans,geom-square,eurostile,co
directv,1,490.0,0.007072237858122249,sans,humanist,gillsans,co
directv,2,1116.0,0.016107382550335572,callig,glyphic,copperplate-gothic,orig
directv,3,649.0,0.009367106877390488,sans,grotesque,helvetica,cb
directv,4,825.0,0.011907339250920112,sans,grotesque,helvetica,co
discover,0,155.0,0.012751953928424516,sans,geom,futura,orig
discover,1,225.0,0.01851090086384204,sans,geom,comfortaa,bold
discover,2,88.0,0.007239819004524887,sans,humanist,gillsans,co
discover,3,166.0,0.013656931303990127,serif,oldstyle,centaur,orig
discover,4,163.0,0.013410119292472234,sans,humanist,gillsans,orig
discover,5,163.0,0.013410119292472234,sans,grotesque,helvetica,cb
discover,6,190.0,0.01563142739613328,sans,geom,futura,orig
discover,7,26.0,0.0021390374331550803,sans,humanist,gillsans,light
discover,8,260.0,0.0213903743315508,sans,geom,futura,bold
discover,9,266.0,0.02188399835458659,sans,humanist,gillsans,cb
discover,10,315.0,0.025915261209378856,sans,humanist,gillsans,cb
discovery-media,0,1026.0,0.014454775993237532,callig,glyphic,copperplate-gothic,bold
discovery-media,1,1015.0,0.014299802761341223,sans,geom,comfortaa,bold
discovery-media,2,1338.0,0.018850380388841927,sans,geom,futura,orig
discovery-media,3,1336.0,0.018822203437588052,sans,geom,comfortaa,bold
discovery-media,4,490.0,0.006903353057199211,sans,humanist,gillsans,co
discovery-media,5,979.0,0.013792617638771485,sans,grotesque,helvetica,orig
discovery-media,6,700.0,0.009861932938856016,sans,humanist,gillsans,italic
discovery-media,7,1281.0,0.01804733727810651,sans,grotesque,helvetica,orig
discovery-media,8,142.0,0.0020005635390250775,sans,geom,comfortaa,bold
discovery-media,9,152.0,0.0021414482952944493,sans,humanist,gillsans,bold
discovery-media,10,178.0,0.0025077486615948156,sans,humanist,gillsans,bold
discovery-media,11,99.0,0.0013947590870667793,sans,humanist,gillsans,bold
dish-networks,0,3644.0,0.052324746560983314,serif,transitional,times,orig
dish-networks,1,3783.0,0.05432066856207461,serif,transitional,times,orig
dish-networks,2,2128.0,0.030556273513109904,serif,transitional,times,orig
dish-networks,3,192.0,0.0027569570087016457,serif,transitional,times,orig
dish-networks,4,213.0,0.003058499181528388,serif,transitional,times,orig
dish-networks,5,220.0,0.003159013239137302,serif,transitional,times,bold
dish-networks,6,251.0,0.003604146922833922,serif,didone,bodoni,bold
dish-networks,7,205.0,0.002943625972832486,serif,transitional,times,bold
dish-networks,8,320.0,0.004594928347836076,serif,transitional,times,bold
dish-networks,9,263.0,0.003776456735877775,serif,transitional,times,bold
dish-networks,10,306.0,0.004393900232618248,serif,transitional,times,bold
dish-networks,11,297.0,0.004264667872835358,serif,transitional,times,bold
disney,0,387.0,0.006391412056151941,sans,geom,comfortaa,orig
dollar-general,0,213.0,0.009466666666666667,sans,grotesque,helvetica,cb
dollar-general,1,189.0,0.0084,sans,geom,futura,cb
dollar-general,2,123.0,0.0054666666666666665,sans,grotesque,helvetica,cb
dollar-general,3,121.0,0.005377777777777778,sans,grotesque,helvetica,cb
dollar-general,4,171.0,0.0076,sans,geom,futura,cb
dollar-general,5,194.0,0.008622222222222222,sans,geom,futura,cb
