"","down.to.earth","honest","wholesome","cheerful","daring","spirited","imaginative","up.to.date","reliable","intelligent","successful","upper.class","charming","outdoorsy","tough"
"lm",1,2,1,1.66666666666667,1.33333333333333,1,1,1.33333333333333,2.33333333333333,1.66666666666667,2,1,0.666666666666667,2,1.5
"lockheed-martin",1,2.33333333333333,1.5,1,2,1.33333333333333,1.5,1.66666666666667,2.66666666666667,3.33333333333333,NA,2,1.33333333333333,2.33333333333333,1.5
"loews-corporation",0,1,0,0.333333333333333,0.333333333333333,0.666666666666667,0,0.666666666666667,2.66666666666667,2.66666666666667,3.66666666666667,0.333333333333333,0,0,0
"loreal",0.333333333333333,1.33333333333333,1.5,0.666666666666667,2.33333333333333,2,2.5,3.66666666666667,2.66666666666667,2.33333333333333,4,3,1.66666666666667,0.333333333333333,0.5
"louis-vuitton",0.333333333333333,1.33333333333333,2.5,2,3.66666666666667,3.66666666666667,4,4,2,1.66666666666667,2.66666666666667,4,3.33333333333333,2.33333333333333,1
"lowes",3.33333333333333,3,2.5,2.33333333333333,0,0.666666666666667,1.5,1.66666666666667,2.66666666666667,0.333333333333333,1.33333333333333,0.333333333333333,1.33333333333333,2.33333333333333,3
"lyondellbasell",1.66666666666667,2.33333333333333,2,1.66666666666667,2.66666666666667,1.66666666666667,2,2.66666666666667,3,2.33333333333333,3.33333333333333,1.66666666666667,1.66666666666667,1.66666666666667,3.5
"mac",0,0,1.5,0.666666666666667,1.33333333333333,1,2,2,1,1,1.33333333333333,1,1,0,0
"macys",2.66666666666667,4,4,3.66666666666667,4,3.33333333333333,4,3.33333333333333,4,3.33333333333333,3.33333333333333,3.66666666666667,3.66666666666667,3.33333333333333,2.5
"marathon-petroleum",1.66666666666667,2.66666666666667,1.5,2.66666666666667,1,2.66666666666667,1.5,1.66666666666667,2.33333333333333,1.66666666666667,1.66666666666667,2.33333333333333,1.33333333333333,1,0
"markel-corporation",2.33333333333333,3,2,2,1,0.666666666666667,1.5,2.33333333333333,3,3,3,1.33333333333333,1,0,0
"marriott",2.33333333333333,2.33333333333333,2.5,2.66666666666667,1.66666666666667,2.66666666666667,2,4,3.33333333333333,3,4,2.33333333333333,3,1.33333333333333,0.5
"mars",2.33333333333333,3.66666666666667,3,3.33333333333333,1,0.666666666666667,1,2,3.66666666666667,2,4,2,2.33333333333333,1,1
"marshalls",3,3,2,3,0.666666666666667,2,1.5,1.66666666666667,3,1,2,0.666666666666667,1.66666666666667,1.66666666666667,2
"masco",3,4,4,3.33333333333333,3,3.33333333333333,4,3.66666666666667,4,2,4,1.66666666666667,2.66666666666667,2.33333333333333,2.5
"massachusetts-mutual-life-insurance-company",1,3,1.5,1,1,0.666666666666667,1.5,2.33333333333333,3,2.66666666666667,2.66666666666667,2.33333333333333,1.33333333333333,1.33333333333333,0.5
"mastercard",1.33333333333333,3.33333333333333,2,1,1,0,0,2,3.66666666666667,3,3.66666666666667,0,1.33333333333333,0.666666666666667,0
"mattel",2.33333333333333,3.33333333333333,2,3.33333333333333,2.66666666666667,3.33333333333333,3.5,2.66666666666667,3.33333333333333,2.33333333333333,4,1.33333333333333,1,0.666666666666667,1.5
"max-factor",1.33333333333333,2.66666666666667,2.5,2,2.66666666666667,2.33333333333333,2.5,2.66666666666667,2.33333333333333,2.33333333333333,2.66666666666667,2.33333333333333,3,0.333333333333333,0.5
"maytag",0.666666666666667,0.333333333333333,0,0.333333333333333,1,1,1,1,1.66666666666667,2,3.33333333333333,0,0,0,0
"mccormick",2.66666666666667,4,4,1.33333333333333,0,1.33333333333333,2,2.66666666666667,4,2.66666666666667,4,1.33333333333333,1.33333333333333,1.33333333333333,0
"mcdonalds",0,0,0,0,0,0,0,0,0,0,0,0,0,1.33333333333333,0
"mckesson",2.66666666666667,3,3,1.66666666666667,3,3,3,3,3.33333333333333,2.33333333333333,3,2.33333333333333,2.33333333333333,2.66666666666667,2
"mckinsey",0,2.33333333333333,0.5,0,1,0.333333333333333,1,2.66666666666667,2.33333333333333,3,3,1.66666666666667,1.33333333333333,1.33333333333333,0.5
"mclane-company",2.66666666666667,3.33333333333333,3,2.33333333333333,1,1.66666666666667,2.5,1.66666666666667,4,2,3.33333333333333,1.66666666666667,2.66666666666667,2,2.5
"medtronic",0,0,0,0,0,0,0,0,1,3.66666666666667,2,0,0,0,0
"mercedes-benz",1.66666666666667,3.33333333333333,4,2.33333333333333,4,3.33333333333333,4,3.66666666666667,3.33333333333333,4,4,4,3,1.66666666666667,3
"merck",0.666666666666667,2,1.5,0.666666666666667,1,0.666666666666667,2,2.33333333333333,2,2.33333333333333,2.33333333333333,1,0.666666666666667,0.333333333333333,0.5
"metlife",2,2.66666666666667,3,2.33333333333333,2.33333333333333,2.33333333333333,2.5,3,2.66666666666667,2,2.33333333333333,2,1.66666666666667,2.33333333333333,2
"mgm-resorts-international",0.666666666666667,2,1.5,1.33333333333333,3.33333333333333,2.66666666666667,2.5,3,3,3.66666666666667,4,3.66666666666667,1.66666666666667,2,0
"michael-kors",0.333333333333333,1,1.5,1.33333333333333,3,2.33333333333333,3,2.66666666666667,2,1.33333333333333,3,3.33333333333333,2.66666666666667,0.333333333333333,0
"michaels",3,3.33333333333333,3.5,2.66666666666667,3,3.33333333333333,4,4,4,2,3.66666666666667,1.66666666666667,2.66666666666667,1,2
"micron-technology",0.666666666666667,1.33333333333333,0,0.333333333333333,0,0,0,1.33333333333333,2,2.66666666666667,1,0.333333333333333,0,0,0
"microsoft",1.33333333333333,1.33333333333333,2.5,0.333333333333333,1,1.66666666666667,1.5,3,2,3,3.66666666666667,0.666666666666667,1.33333333333333,0.666666666666667,0.5
"mini",0.666666666666667,1,1,0.666666666666667,1,2,2,1,1.33333333333333,1,1.66666666666667,1,1,0.666666666666667,0
"minute-maid",1.66666666666667,2,2,2,2,2,2,2,2,1.66666666666667,2,2,2,1.66666666666667,1
"mobil",0,4,2,0,0,0,4,2.66666666666667,4,4,4,1.33333333333333,0,2.66666666666667,4
"moet",1.33333333333333,2.66666666666667,2,2.66666666666667,4,2.66666666666667,4,2.66666666666667,4,1.33333333333333,4,2.66666666666667,1.33333333333333,1,0
"mohawk-industries",2.33333333333333,2.66666666666667,2.5,2.33333333333333,2.66666666666667,1.66666666666667,3.5,2.66666666666667,2.33333333333333,2.33333333333333,3.66666666666667,3.66666666666667,2.66666666666667,2.33333333333333,2.5
"molina-healthcare",2,2.66666666666667,1,1.66666666666667,1,0.333333333333333,0.5,1.33333333333333,1.66666666666667,3,3,1.33333333333333,2,2.33333333333333,1
"mondelez-international",1.33333333333333,3,2.5,2.33333333333333,3,2.33333333333333,3.5,3.33333333333333,3.33333333333333,2.66666666666667,3.66666666666667,1.66666666666667,1,0.333333333333333,0
"monsanto-company",0.666666666666667,0,0,0,0.333333333333333,0,1.5,1,2.33333333333333,2.33333333333333,3.33333333333333,0,0,0.333333333333333,0
"monster-beverage",0.666666666666667,1.33333333333333,2,1.33333333333333,2.66666666666667,2.66666666666667,2.5,2.66666666666667,1.66666666666667,1,3,2,0.666666666666667,3,3
"moodys",0.666666666666667,2.66666666666667,2,0.666666666666667,2,0.666666666666667,0.5,1.66666666666667,2.66666666666667,3,3,0.666666666666667,1.33333333333333,1,0.5
"morgan-stanley",0.333333333333333,1,1,0.333333333333333,0.333333333333333,1,1,3.33333333333333,2.66666666666667,3,4,1,0.333333333333333,1,0
"mosaic",3.33333333333333,2.66666666666667,3.5,2.66666666666667,3.33333333333333,4,4,3.66666666666667,3.33333333333333,3.66666666666667,3,1.33333333333333,1.66666666666667,1.33333333333333,2
"motorola",1.33333333333333,3,3,1,2,2.66666666666667,2,3.33333333333333,3,3.66666666666667,3.33333333333333,1.33333333333333,1,3.66666666666667,3.5
"mountain-dew",1.33333333333333,1,2,2.33333333333333,2.33333333333333,3,2,2,1,1,3,2,1.66666666666667,3,2.5
"mt-bank",1.33333333333333,2.33333333333333,1.5,1,0.666666666666667,1.33333333333333,1,2.33333333333333,3.33333333333333,1.33333333333333,2.66666666666667,0.333333333333333,0.666666666666667,0,0
"mtv",0,1,1,0,2.66666666666667,3.33333333333333,2,3.33333333333333,0,0,2.33333333333333,1,0.666666666666667,1,0
"murphy-usa",3.33333333333333,3.66666666666667,2.5,3.66666666666667,0.333333333333333,1.66666666666667,1,1.33333333333333,2.66666666666667,0.666666666666667,2,0.333333333333333,1.33333333333333,1,0.5
"mutual-of-omaha-insurance-company",2.66666666666667,4,0,4,0,0,0,0,4,2.66666666666667,2.66666666666667,0,0,0,0
"national-oilwell-varco",1.66666666666667,0.666666666666667,0.5,0.666666666666667,0.333333333333333,0.666666666666667,2.5,0.333333333333333,3,1,3.33333333333333,0,0.333333333333333,3.33333333333333,4
"nationwide-mutual-insurance-co",2.33333333333333,3.66666666666667,1.5,2.66666666666667,0.666666666666667,0.333333333333333,0,1.33333333333333,3.66666666666667,1.33333333333333,3.66666666666667,0.666666666666667,0,1.66666666666667,1.5
"navient-corporation",2,3.33333333333333,2.5,3.33333333333333,2.66666666666667,1.33333333333333,2,4,4,3.33333333333333,4,0.666666666666667,2,2,1.5
"navistar-international-corporation",1.33333333333333,4,4,0,0,1.33333333333333,4,2.66666666666667,4,4,4,1.33333333333333,0,1.33333333333333,4
"nbc",1.33333333333333,1,1,1.66666666666667,0.666666666666667,0.666666666666667,0.5,0.666666666666667,1.33333333333333,1.33333333333333,1.33333333333333,0.666666666666667,1,1,0
"ncr-corporation",0.666666666666667,1,0,0.333333333333333,0.333333333333333,0,0.5,1.66666666666667,2.66666666666667,3,2.33333333333333,0.333333333333333,1,0,0
"nestle",2,2.66666666666667,2,2.33333333333333,2,1.66666666666667,2,2.66666666666667,3,2.33333333333333,2.66666666666667,1.66666666666667,2,2,1
"netapp",1.33333333333333,2.66666666666667,1.5,1.66666666666667,2,2.66666666666667,3.5,3,3.66666666666667,3,4,1.33333333333333,0.666666666666667,1.33333333333333,0
"netflix",1.66666666666667,3.33333333333333,3,2.66666666666667,3,3.33333333333333,3,2.66666666666667,3,2.66666666666667,3.33333333333333,2.66666666666667,2,1.66666666666667,2
"neutrogena",0.666666666666667,2,1,0.333333333333333,1,1.33333333333333,0,1.33333333333333,1.33333333333333,0.333333333333333,1.66666666666667,1.66666666666667,2,0,0
"new-york-life-insurance-company",0.666666666666667,1,2,1.33333333333333,1.66666666666667,1.66666666666667,1.5,1.33333333333333,0.666666666666667,2.66666666666667,2.66666666666667,2,1.33333333333333,0.666666666666667,1
"newell-brands",1.33333333333333,3,3.5,2.33333333333333,3.33333333333333,3,4,3.66666666666667,3.33333333333333,3.33333333333333,4,2.33333333333333,2.66666666666667,1.66666666666667,0.5
"newmont-mining-corporation",1.66666666666667,2,2,1.33333333333333,1,1,0,2.33333333333333,2.33333333333333,3,2.66666666666667,1.33333333333333,0,0.333333333333333,1
"newport",1.66666666666667,2,2,2,2,2,2.5,2,2,2,2.66666666666667,1.33333333333333,2,1.66666666666667,1.5
"news-corporation",0,1.66666666666667,0.5,0,1.33333333333333,0.333333333333333,1.5,3,2,2.66666666666667,3,1.33333333333333,1,0,0
"nextera-energy",0.666666666666667,1.66666666666667,0.5,1.66666666666667,1.33333333333333,1,1.5,2.66666666666667,2.66666666666667,3.66666666666667,3,1.66666666666667,0.666666666666667,1.33333333333333,1
"ngl-energy-partners-lp",1.66666666666667,1.66666666666667,2,1.33333333333333,1,1.33333333333333,1.5,2,2.33333333333333,2.33333333333333,3,1.66666666666667,1,2,3
"nielsen",2,3,2.5,3,2,2.66666666666667,3,2.66666666666667,3,3.33333333333333,3,3,2.33333333333333,2,3
"nike",2.66666666666667,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"nisource",1.66666666666667,2.33333333333333,1.5,1.33333333333333,1.66666666666667,1,1.5,2.33333333333333,3,2.33333333333333,2.33333333333333,1,0.666666666666667,2.33333333333333,2
"nissan",1,2.33333333333333,1.5,2.33333333333333,2.66666666666667,1.66666666666667,1,1.66666666666667,3.33333333333333,3.66666666666667,3,0.666666666666667,1.66666666666667,0,1
"nordstrom",0.666666666666667,2,1.5,1.33333333333333,3,1.33333333333333,1.5,3.33333333333333,3.33333333333333,2.33333333333333,3,3.66666666666667,2.66666666666667,1.33333333333333,1.5
"norfolk",0,0,0,0,0,0,0.5,1,1.66666666666667,1,1.66666666666667,0,0,0.333333333333333,0.5
"northrop-grumman-corporation",1.66666666666667,1,0,1.66666666666667,1.33333333333333,1.66666666666667,2,1.33333333333333,1.66666666666667,0,1.33333333333333,0,1.33333333333333,2,1
"northwestern-mutual-life-insurance-company",2.66666666666667,4,2,2.66666666666667,0,1.33333333333333,0,4,4,2.66666666666667,4,0,1.33333333333333,1.33333333333333,0
"norwegian-cruise",2,2.33333333333333,2.5,3,2,2.33333333333333,3,2.66666666666667,2.33333333333333,2.66666666666667,2.66666666666667,2.33333333333333,2.33333333333333,1.33333333333333,2
"nrg-energy",1,2.66666666666667,2,0.666666666666667,1.66666666666667,2.33333333333333,2,2.66666666666667,3.33333333333333,2.66666666666667,3.33333333333333,1.66666666666667,1,1,3
"nucor-corporation",0.333333333333333,3,3.5,0,1.66666666666667,0.333333333333333,1.5,3.66666666666667,3.66666666666667,2.33333333333333,3.66666666666667,0,0,3.33333333333333,4
"nvidia",0.666666666666667,2,2.5,1,3.66666666666667,4,3,3.33333333333333,3,3.33333333333333,3.66666666666667,2.66666666666667,1.66666666666667,0.666666666666667,1
"nvr",2.66666666666667,2.66666666666667,1,2.33333333333333,1,0.666666666666667,0,3.33333333333333,3.33333333333333,3.33333333333333,3.66666666666667,1.33333333333333,0.333333333333333,1.66666666666667,0.5
"occidental-petroleum-corporation",1,2,3,1.33333333333333,1.66666666666667,1.33333333333333,2,2.66666666666667,3.66666666666667,3.66666666666667,3,1,0.333333333333333,3.33333333333333,4
"office-depot",0,0.666666666666667,2,0,0,1,1,0.666666666666667,0,0.333333333333333,1.33333333333333,0,0,0,0
"old-navy",2.66666666666667,2.66666666666667,2,2.33333333333333,1.33333333333333,1.66666666666667,1,1.66666666666667,2,1.66666666666667,2.66666666666667,1,2,1.33333333333333,0
"old-republic-international-corporation",0,0.333333333333333,0,0,0,0,0,0,1,1.66666666666667,1.33333333333333,0,0,0,1
"omnicom-group",0,2,1,0.333333333333333,1.66666666666667,0.333333333333333,2,2.66666666666667,2.33333333333333,3.66666666666667,3.66666666666667,0.666666666666667,0.666666666666667,0,0
"oneok",1,0.666666666666667,0,0,0,0,0,0,1.33333333333333,2.66666666666667,1.33333333333333,0.333333333333333,0,2.33333333333333,2.5
"optumhealth",0,1.33333333333333,0,0,0.333333333333333,0.666666666666667,0,2.66666666666667,2.66666666666667,3.66666666666667,2.66666666666667,0.666666666666667,0,1.33333333333333,0
"oral-b",1.66666666666667,3,3,2.33333333333333,2,1.66666666666667,2,3,3,3,4,1.66666666666667,1.66666666666667,1,1.5
"oreilly-auto-parts",1.66666666666667,2.33333333333333,2.5,1.33333333333333,1,2,2,2.33333333333333,2.33333333333333,1.33333333333333,2,0.333333333333333,1,1,1
"oshkosh-corporation",0.333333333333333,2,2,1,2,2,2.5,2.33333333333333,3.33333333333333,3.33333333333333,3.66666666666667,1.66666666666667,1.33333333333333,0.666666666666667,1.5
"otis",0.666666666666667,2.33333333333333,0.5,1.66666666666667,2.66666666666667,1.33333333333333,1.5,2,1.33333333333333,2,0.666666666666667,3.66666666666667,2,0.333333333333333,2
"owens-corning",1,2.33333333333333,1.5,1.66666666666667,1.33333333333333,1.33333333333333,1.5,2,3.66666666666667,3,3.33333333333333,1.66666666666667,1,2.33333333333333,3.5
"owens-minor",1.33333333333333,1.66666666666667,2,1.33333333333333,2,2,2.5,2.33333333333333,2.33333333333333,1.33333333333333,2.33333333333333,1.33333333333333,1,2,1
"owensillinois",1,2.33333333333333,3,2,3.66666666666667,2.66666666666667,4,3.33333333333333,2.66666666666667,2,3,2,3,0.666666666666667,1
"p-and-g",1.66666666666667,2.33333333333333,2,1.33333333333333,0.333333333333333,1.66666666666667,1,0.333333333333333,2,1.33333333333333,2.66666666666667,0.666666666666667,0,0.666666666666667,0
"paccar-inc",2.33333333333333,3,3.5,3.66666666666667,3,3,3.5,3.33333333333333,3,3,3.33333333333333,2.33333333333333,3.66666666666667,3,4
"pacific-life",1.66666666666667,2,3,2.33333333333333,2,1.66666666666667,3,2,2,2,2.33333333333333,1.33333333333333,1.66666666666667,1.33333333333333,1.5
"packaging-corporation-of-america",0.666666666666667,0.666666666666667,0.5,0.666666666666667,0,0,0,1.33333333333333,0.666666666666667,2,0.666666666666667,0,0.333333333333333,2.33333333333333,0
"panasonic",2.33333333333333,2,2,2.33333333333333,2.33333333333333,2.33333333333333,3.5,3,2.66666666666667,3,4,2,3.66666666666667,2.33333333333333,3
"panera-bread",1.66666666666667,2.33333333333333,2,1.33333333333333,1.66666666666667,2,2,1.33333333333333,1.33333333333333,0.333333333333333,2.33333333333333,0.333333333333333,1.33333333333333,0.333333333333333,0
"paramount",0.666666666666667,2.66666666666667,2,2.33333333333333,3,2,2.5,1.66666666666667,2.66666666666667,2,4,1.66666666666667,2,1,0
"parker-hannifin",2.33333333333333,3,3,3,3.33333333333333,3.33333333333333,3,2.66666666666667,3,3,3.33333333333333,3,2.66666666666667,2,3
"parliament",1,2.66666666666667,2,1.66666666666667,2.66666666666667,2,2,1.66666666666667,1.66666666666667,2,3,2,1.33333333333333,0.333333333333333,0.5
"patterson-companies",2,2.33333333333333,2.5,2.66666666666667,1.66666666666667,2,2.5,2.33333333333333,3.33333333333333,2.66666666666667,3.66666666666667,2,2,0,0
"paypal",0,2.66666666666667,0.5,0,1.33333333333333,0.333333333333333,0,2.66666666666667,4,4,4,0,0,0,0.5
"pbf-energy",1.66666666666667,3,3,1.66666666666667,3,3,2,3.33333333333333,3.33333333333333,3,3.33333333333333,2,1.66666666666667,2.66666666666667,3
"peabody-energy-corporation",0,1.33333333333333,2,0,0,0,2,0.666666666666667,1,2.66666666666667,3.33333333333333,0,0,0,0
"penske-automotive-group",0,0.333333333333333,0.5,0,0,0,0,0.333333333333333,1.66666666666667,1,0.333333333333333,0,0,0.666666666666667,0.5
"pepsi",1.66666666666667,3,1,2.33333333333333,2.66666666666667,2.33333333333333,1,3.33333333333333,3.66666666666667,2.33333333333333,4,1.66666666666667,1.66666666666667,0,0
"performance-food-group-company",0.666666666666667,1,0.5,0.333333333333333,0,0,0,0.333333333333333,0.666666666666667,0.333333333333333,1.33333333333333,0,0,0,0
"petsmart",2.66666666666667,3.66666666666667,3,3.66666666666667,1,1.33333333333333,1,2.66666666666667,3.33333333333333,1.66666666666667,2.66666666666667,0.666666666666667,1,0.666666666666667,0
"pfizer",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0,2.5,1.66666666666667,1.33333333333333,4,2,0,0,0,0
"pge",1,0.333333333333333,0,1.66666666666667,0,0,0,2.66666666666667,1.66666666666667,2.66666666666667,2.33333333333333,2,0,3,2
"philadelphia-insurance-companies",3,3.66666666666667,2.5,3,1.33333333333333,1.66666666666667,2.5,3.33333333333333,3.66666666666667,3,1.66666666666667,1.66666666666667,1.33333333333333,0,0
"philip-morris",2,1,0.5,1.66666666666667,0.666666666666667,0.333333333333333,0,1,1.66666666666667,2.66666666666667,2.66666666666667,0.333333333333333,0.666666666666667,0.666666666666667,1.5
"phillips",1.33333333333333,2.33333333333333,3,1.33333333333333,0.666666666666667,1,2.5,1.66666666666667,2.33333333333333,2.66666666666667,3,0.666666666666667,0.666666666666667,0.666666666666667,1.5
"pitney-bowes-inc",0,3,1,1.33333333333333,1.66666666666667,1.33333333333333,3,2,3.33333333333333,3.66666666666667,2.33333333333333,0,1.66666666666667,0,0
"pizza-hut",1.66666666666667,2.66666666666667,1,2.66666666666667,2,1.66666666666667,2,2.33333333333333,1.66666666666667,1.33333333333333,2.66666666666667,0.333333333333333,0.666666666666667,1.33333333333333,0
"plains-gp-holdings",0.333333333333333,1.66666666666667,1,0.666666666666667,2.33333333333333,0.666666666666667,1.5,2,2.66666666666667,2.33333333333333,2.66666666666667,1.33333333333333,0.666666666666667,1,2.5
"pnc",0.333333333333333,1.66666666666667,0.5,1,0.666666666666667,0,0,1,2,2.66666666666667,3,0.666666666666667,0,0.333333333333333,0
"polaris-inds",1.66666666666667,1.33333333333333,2,0.666666666666667,3.33333333333333,1.33333333333333,1,2.33333333333333,1.66666666666667,0.333333333333333,3,0.333333333333333,1,3.33333333333333,3.5
"porsche",0,2.33333333333333,0.5,1.66666666666667,3.66666666666667,2.66666666666667,3,3.33333333333333,2.33333333333333,3.33333333333333,4,4,2.66666666666667,2.33333333333333,1
"ppg",1,1,1,1.66666666666667,0.666666666666667,1.33333333333333,1.5,1.66666666666667,2.33333333333333,1.33333333333333,2,1.66666666666667,1,1.66666666666667,0
"ppl-corporation",0,2.33333333333333,0.5,0.333333333333333,0.666666666666667,0,0,1,3,2.33333333333333,3,0.666666666666667,0.666666666666667,1,1
"prada",0.666666666666667,2,2,0.333333333333333,2.66666666666667,2,2,1.66666666666667,2.33333333333333,1.66666666666667,2.66666666666667,3.33333333333333,2,0,0
"pratt-and-whitney",2.66666666666667,3.66666666666667,4,3,3.33333333333333,2.33333333333333,3,3.33333333333333,4,3.66666666666667,4,3.33333333333333,1.66666666666667,3.66666666666667,3.5
"praxair",0,1.66666666666667,1.5,0.333333333333333,1,1.66666666666667,3,1.66666666666667,2.33333333333333,3,3,0.333333333333333,0,0.666666666666667,1.5
"precision-castparts-corp",2,2,1.5,1.33333333333333,1.33333333333333,1.66666666666667,2,2,2,2,2,0.666666666666667,1,2,2
"priceline",0,2,1.5,0.666666666666667,1.66666666666667,1.66666666666667,1.5,1.66666666666667,1.66666666666667,2,1.33333333333333,0.666666666666667,0,0,0
"principal-financial-group",0,4,2,0,1.33333333333333,1.33333333333333,2,4,4,4,2.66666666666667,1.33333333333333,0,0,2
"progressive",2,2.33333333333333,2,2.66666666666667,1.66666666666667,1.66666666666667,1.5,3,2.33333333333333,2.66666666666667,3,2,1,1,1
"prudential",0.666666666666667,2,0.5,0.666666666666667,0,0.666666666666667,0,1.66666666666667,1.66666666666667,2,1.33333333333333,1.33333333333333,0.666666666666667,1.33333333333333,1.5
"pseg",2.66666666666667,4,2.5,2.66666666666667,0.333333333333333,1,1,2.66666666666667,4,2.33333333333333,4,0,2,1.33333333333333,1
"publix",2,3.33333333333333,2.5,3,1.66666666666667,2.33333333333333,1.5,2.33333333333333,3,2.66666666666667,2,2,1.33333333333333,1.66666666666667,1
"pultegroup",4,3.66666666666667,4,3.66666666666667,1,1,2,3.33333333333333,4,0,3.33333333333333,0.666666666666667,1,2.33333333333333,1.5
"purina",2.66666666666667,4,4,4,4,4,4,4,4,4,4,4,2.66666666666667,2.66666666666667,4
"pvh-corp",0.333333333333333,2,1.5,0,2.66666666666667,2.66666666666667,1.5,3.33333333333333,1.33333333333333,0.666666666666667,2.33333333333333,2.66666666666667,2,0.666666666666667,0.5
"quaker-foods-and-snacks",3.66666666666667,3.66666666666667,3,2.66666666666667,0,0.333333333333333,0,0.666666666666667,2.66666666666667,0.333333333333333,1.33333333333333,0,0.666666666666667,1.66666666666667,2.5
"qualcomm",3,4,4,3,3,2.33333333333333,3,2.66666666666667,4,2.66666666666667,4,2.66666666666667,2.33333333333333,1.33333333333333,3.5
"quanta-services-inc",1.66666666666667,4,3.5,3.33333333333333,3.33333333333333,2.66666666666667,3,3,3.33333333333333,3.66666666666667,3.33333333333333,3.33333333333333,2.33333333333333,2,2.5
"quest-diagnostic",1.66666666666667,2.66666666666667,2.5,2.66666666666667,2,2.33333333333333,2,2.33333333333333,3,3.33333333333333,3,1.66666666666667,2,0.333333333333333,1
"quintiles-transnational-holdings",2.66666666666667,4,4,4,4,4,4,4,4,4,4,4,4,4,4
"qvc",0.333333333333333,1.33333333333333,0,0.666666666666667,0,0,0,0.333333333333333,1.33333333333333,0.666666666666667,1.33333333333333,1,1,0,0
"rackspace",0.333333333333333,1.33333333333333,1,1,1.66666666666667,1,0,1,1.66666666666667,0.666666666666667,1,1,1.33333333333333,0.333333333333333,1.5
"ralph-lauren",1,2.66666666666667,2,2,3,3.33333333333333,2.5,2.66666666666667,1.66666666666667,0.666666666666667,3.66666666666667,3.66666666666667,2.33333333333333,2,2
"ramada",1.33333333333333,4,0,2.66666666666667,1.33333333333333,1.33333333333333,0,2.66666666666667,4,2.66666666666667,2.66666666666667,0.333333333333333,0,0,0
"raymond-james",0.666666666666667,2,1,1.33333333333333,2,2,2,2,2.66666666666667,2,2.33333333333333,2,1.33333333333333,0.333333333333333,0.5
"raytheon",2.33333333333333,1.66666666666667,0.5,2,1.33333333333333,1.33333333333333,1.5,0.666666666666667,2,1,1.33333333333333,2.33333333333333,1,0.666666666666667,0.5
"realogy-holdings-corp",3.66666666666667,3,1.5,3.66666666666667,2.66666666666667,2,2,2,3.66666666666667,2.33333333333333,2.66666666666667,1.33333333333333,2,1.66666666666667,1
"regions",1,3.33333333333333,3.5,2,3,2.33333333333333,3.5,2.66666666666667,3.33333333333333,3,3.33333333333333,2.33333333333333,1.33333333333333,2.33333333333333,2
"reinsurance-group-of-america",0,0.666666666666667,0,0,1.33333333333333,0,0,0.666666666666667,1.33333333333333,1.33333333333333,1.66666666666667,0,0,0,0
"reliance-steel-aluminum-co",1.33333333333333,2,1.5,1,1.33333333333333,1.33333333333333,2,1.66666666666667,2,2.66666666666667,2.66666666666667,0.666666666666667,1.33333333333333,1,1.5
"republic-services",0,2.33333333333333,1,0.666666666666667,1.66666666666667,2,2,3,2,2.33333333333333,2.33333333333333,1.66666666666667,0,0.666666666666667,1.5
"reynolds-american",0,1.33333333333333,0.5,0.333333333333333,0,0.333333333333333,0,0.333333333333333,1.33333333333333,2.33333333333333,2.33333333333333,0,0.333333333333333,2,2
"rite-aid-corporation",2.66666666666667,4,1.5,2.33333333333333,0.333333333333333,1.33333333333333,0,3,4,1.66666666666667,3.66666666666667,0.333333333333333,1,2,0.5
"rockwell-automation",0.666666666666667,1.33333333333333,1,0.333333333333333,1.33333333333333,0.666666666666667,0.5,1.66666666666667,2.33333333333333,3.33333333333333,3,1,0.333333333333333,2,2
"ross-dress-for-less",2.33333333333333,2,2,2,2,2,2,2.33333333333333,2.33333333333333,1.66666666666667,2,1.66666666666667,2.33333333333333,1.33333333333333,1
"royal-caribbean-cruises",2,1.66666666666667,2.5,2.33333333333333,3,2,2.5,2.33333333333333,2.66666666666667,2,2.66666666666667,1.66666666666667,2,2.33333333333333,3
"rr-donnelley-and-sons-co",1.33333333333333,2,1.5,0.333333333333333,1,1,1,1.33333333333333,2.33333333333333,1.66666666666667,2,1.33333333333333,1,1.33333333333333,2
"ryder-system",1,2.33333333333333,2.5,2.33333333333333,1.66666666666667,1.33333333333333,1,0.333333333333333,1,0.666666666666667,1.33333333333333,2.33333333333333,2.33333333333333,1,1
"sabre",0,0.666666666666667,0,0,0,0,0,1.33333333333333,0.333333333333333,2.66666666666667,2.33333333333333,0.333333333333333,0,0,0
"safeway",3.33333333333333,3.33333333333333,4,3.33333333333333,2.33333333333333,2.66666666666667,3,3,3.66666666666667,2.33333333333333,3.33333333333333,1.66666666666667,2.33333333333333,1.66666666666667,2
"salesforce",0.333333333333333,2,1.5,1.66666666666667,2,2.33333333333333,2.5,2.66666666666667,2.66666666666667,3.66666666666667,3.33333333333333,1.66666666666667,1,1.33333333333333,0
"sams-club",3,3.33333333333333,3,3.33333333333333,2.33333333333333,2.66666666666667,2.5,3,3.33333333333333,3.33333333333333,3,3,3,2,2.5
"samsung",1,3,3,1,4,4,4,3.33333333333333,4,2.33333333333333,4,3.66666666666667,2,0.333333333333333,0.5
"sandisk",0,1,0,0,0,0,1,0.666666666666667,2.33333333333333,2,1.66666666666667,0,0,0,0
