"","down.to.earth","honest","wholesome","cheerful","daring","spirited","imaginative","up.to.date","reliable","intelligent","successful","upper.class","charming","outdoorsy","tough"
"21st-century-fox",2.33333333333333,3,2.5,2.66666666666667,3.33333333333333,2,2.5,3.33333333333333,3,3,3.33333333333333,3.33333333333333,2.33333333333333,1.33333333333333,1.5
"3m",2,3.33333333333333,3,2,2,2.33333333333333,3,2.66666666666667,3.33333333333333,2.66666666666667,3,1.33333333333333,1.33333333333333,2,3
"abbott-labs",0,2.33333333333333,1.5,0.666666666666667,0.333333333333333,0,1,2,4,1.33333333333333,2,0,0,0,0
"abbvie-inc",2,3,2.5,2.66666666666667,3,1.66666666666667,3,2.66666666666667,2.33333333333333,1.66666666666667,3.33333333333333,2,3,0.666666666666667,0
"abc",0,2.33333333333333,0.5,0.333333333333333,0.666666666666667,0,0,1.33333333333333,2.33333333333333,2.33333333333333,2.33333333333333,2.66666666666667,1.33333333333333,0.666666666666667,0
"abm",0,1.33333333333333,0,0,0.333333333333333,0,0,2,2.33333333333333,3.33333333333333,3,1,0,1.33333333333333,2
"accenture",0,1,1.5,0,1.33333333333333,0.666666666666667,2,2.66666666666667,2.33333333333333,3.66666666666667,2.33333333333333,0.333333333333333,0,0,0.5
"ace",1,3,1.5,1.33333333333333,0,0,1,0,2.33333333333333,0,1,0,0,2,0
"actavis",2,2,2,2,1.33333333333333,0.666666666666667,0.5,3.33333333333333,2.66666666666667,4,4,2.66666666666667,2,2.66666666666667,2.5
"activision-blizzard",1.33333333333333,2,2.5,1,2.33333333333333,2.33333333333333,2.5,2.66666666666667,2,2,2.66666666666667,0.333333333333333,0.666666666666667,1.33333333333333,0
"adidas",2,3,3.5,2.66666666666667,3.33333333333333,2,2.5,3.33333333333333,3.66666666666667,2.66666666666667,3.33333333333333,3.33333333333333,3.33333333333333,3.66666666666667,2.5
"adobe",2,3,3,3,2.66666666666667,2.33333333333333,3,3,2.66666666666667,3,3,3,3,2.33333333333333,3
"adp",0,1.66666666666667,1.5,0,0.666666666666667,0,2,2.66666666666667,4,4,4,2.66666666666667,0.666666666666667,1.33333333333333,2.5
"advance-auto-parts",2.33333333333333,2.66666666666667,2,1.33333333333333,1,1,1.5,2,2.66666666666667,2,2.66666666666667,0,0,3,3.5
"aecom-technology",2,2.66666666666667,3,2.66666666666667,2.33333333333333,1.66666666666667,2.5,2.66666666666667,2.66666666666667,3,3,1.33333333333333,1.33333333333333,0.333333333333333,1.5
"aes",0.333333333333333,0,0,0.666666666666667,0.666666666666667,0,0,0.333333333333333,1.33333333333333,1.66666666666667,1.33333333333333,0,0,0,0
"aetna",2.33333333333333,3.66666666666667,1.5,1,0,0,0,1.33333333333333,2.33333333333333,2,1,0,0,0,0
"aflac",2.33333333333333,3,2,1.33333333333333,0.333333333333333,1.33333333333333,1,2,2.33333333333333,1.33333333333333,2,0,0.666666666666667,0,0
"agco-corporation",1,1,0.5,0.333333333333333,0.333333333333333,0,0,0.666666666666667,2,0.333333333333333,1.66666666666667,0,0,2,1
"aig",0.333333333333333,0.333333333333333,0,0,1,0,0,2,1.33333333333333,2.66666666666667,2.66666666666667,1.33333333333333,0.666666666666667,2.66666666666667,1
"air-products--chemicals",1.33333333333333,0.666666666666667,1,1.33333333333333,1,1,2,1.66666666666667,1.66666666666667,2,1.66666666666667,2.66666666666667,0.666666666666667,1.33333333333333,1.5
"airbnb",0.666666666666667,3.33333333333333,3,1,3.33333333333333,3.33333333333333,3,3.66666666666667,1.66666666666667,1.33333333333333,3,3.33333333333333,1.66666666666667,1.33333333333333,0
"airgas",2.66666666666667,3.33333333333333,2.5,3.33333333333333,1,2.33333333333333,1.5,2.66666666666667,3,1.66666666666667,3,1.33333333333333,1.66666666666667,1.33333333333333,2.5
"ak-steel-holding-corporation",2,2,0,0,0,0,1,0.666666666666667,3.33333333333333,1,1.33333333333333,0,0,1,0
"akamai-technologies",1,3.66666666666667,3.5,2,3.66666666666667,3.66666666666667,3.5,2.33333333333333,3.66666666666667,4,4,2.66666666666667,1.33333333333333,1,4
"alaska-air-group",2.33333333333333,3.33333333333333,2.5,2.66666666666667,1.66666666666667,1.33333333333333,1,1.66666666666667,2.66666666666667,0.333333333333333,2.66666666666667,0.333333333333333,1.33333333333333,0.666666666666667,0.5
"alcoa",1,2,1.5,0.333333333333333,0,0,0,0.666666666666667,2.33333333333333,2.66666666666667,3.33333333333333,0.666666666666667,0,0.666666666666667,2
"allergan",0,1,0,0,0,0,0,1,0.666666666666667,0,1,0,0,0.333333333333333,0
"alliance-data-systems-corp",0,1.33333333333333,0.5,0,1.66666666666667,1.33333333333333,2,1.33333333333333,3,3.33333333333333,3.66666666666667,1.33333333333333,0.333333333333333,0.333333333333333,0
"allianz",1.66666666666667,2,2,1,2.33333333333333,2,1,1.66666666666667,1,1,1,1,1,1.33333333333333,1.5
"allstate",1.66666666666667,3.33333333333333,3.5,2.66666666666667,2,1.66666666666667,2.5,2,3.33333333333333,2.66666666666667,4,1,1.66666666666667,0.333333333333333,4
"ally-financial",1.33333333333333,3.66666666666667,0,0,0,0,1,4,4,4,4,2.66666666666667,0,2,0
"alphabet",1.33333333333333,1.33333333333333,1,2,1.66666666666667,1.33333333333333,0.5,2,2,1.66666666666667,2.33333333333333,1.33333333333333,1.66666666666667,1.66666666666667,1
"altria-group",0.666666666666667,2.33333333333333,2,1.33333333333333,2.33333333333333,1.66666666666667,2.5,2.66666666666667,1.33333333333333,1.66666666666667,2.33333333333333,2.66666666666667,1.66666666666667,1.66666666666667,1
"amazon",0,0.666666666666667,1,0,2,2.33333333333333,2.5,1.33333333333333,2.33333333333333,4,4,0,0.666666666666667,1.33333333333333,1
"ameren-corporation",1.66666666666667,2,0,1,0,1,1,2,3.33333333333333,2.33333333333333,3,0,0,0,3
"american-airlines",0,1.66666666666667,0,0.666666666666667,2.33333333333333,0.666666666666667,0.5,3,2,2.66666666666667,3.66666666666667,1.33333333333333,0.666666666666667,0,2
"american-electric-power-company",2,3,2.5,2.66666666666667,0.333333333333333,1,1,2.33333333333333,3.66666666666667,3,3,0.666666666666667,1.33333333333333,1.66666666666667,2
"american-express",1.66666666666667,1.33333333333333,2,2,2,2.33333333333333,1,2,1.66666666666667,1.66666666666667,2,2,1.33333333333333,2,2.5
"american-family-insurance-group",1.33333333333333,2.33333333333333,2,0,0,0,0.5,0.333333333333333,1.33333333333333,0.333333333333333,1,0,0,0,0
"american-financial-group",0.333333333333333,0,0,0,0,0,0,0.333333333333333,0.666666666666667,1.33333333333333,1.33333333333333,0.333333333333333,0,0.333333333333333,0.5
"ameriprise-financial",2,3,3,1.33333333333333,1.33333333333333,1.66666666666667,1.5,1.33333333333333,3.33333333333333,3,3.33333333333333,1.33333333333333,2.33333333333333,1.33333333333333,3
"amerisourcebergen",2,1.66666666666667,1,1,1.33333333333333,1.33333333333333,1,2,2,1.66666666666667,1.66666666666667,2,1,1,1.5
"amgen",1.33333333333333,0.666666666666667,1,1.33333333333333,1,0.333333333333333,0.5,2,1.33333333333333,2.33333333333333,2,1,0.333333333333333,0,0
"amphenol-corporation",1.33333333333333,2.33333333333333,2,1.66666666666667,2.66666666666667,1.66666666666667,2,2.66666666666667,2.33333333333333,3.33333333333333,3.66666666666667,2,1,2.66666666666667,2
"anadarko",1,2.33333333333333,1,0.666666666666667,0.666666666666667,0.666666666666667,1,3,1.33333333333333,3,2,0,0,3.66666666666667,0
"anixter-international",0,1.66666666666667,1,0.333333333333333,0.333333333333333,0.333333333333333,0.5,1,3,3.33333333333333,3,1,0.666666666666667,1.33333333333333,0
"anthem",1,0.333333333333333,1.5,1.33333333333333,1,1,0.5,1.33333333333333,1,1,1.33333333333333,1,1,1.33333333333333,2.5
"apache",2,3.33333333333333,2,2.33333333333333,3,2.33333333333333,2.5,2.66666666666667,3.33333333333333,3.66666666666667,3,1.66666666666667,2,1.66666666666667,1
"apple",2,2.66666666666667,2.5,3,2.66666666666667,2.33333333333333,3,2.66666666666667,3,2.33333333333333,3,2.33333333333333,2.33333333333333,1.66666666666667,2
"applied-materials",0.666666666666667,3,2,1.33333333333333,3.33333333333333,3.33333333333333,4,3.33333333333333,3.33333333333333,3.33333333333333,3.66666666666667,2,2.33333333333333,1,0
"aramark",0.666666666666667,3,1.5,1.33333333333333,1,2.33333333333333,2.5,1,3.66666666666667,2.33333333333333,2.66666666666667,0.666666666666667,0.666666666666667,1.33333333333333,1
"archerdanielsmidland-company",0.333333333333333,1.33333333333333,2,1,2,1,1,2.33333333333333,3,4,3.66666666666667,2,1.33333333333333,2.66666666666667,3
"arrow-electronics",0,2.33333333333333,0,0,0.666666666666667,0.333333333333333,2,2.33333333333333,3,4,2,0.666666666666667,0,1.33333333333333,0
"arthur-j-gallagher--co",2.33333333333333,3.33333333333333,3,3.33333333333333,3.33333333333333,3.66666666666667,3,3.66666666666667,3,3,3.33333333333333,2.66666666666667,2.33333333333333,2.33333333333333,2.5
"asbury-automotive-group",2.33333333333333,2.66666666666667,2.5,3,2.66666666666667,2.33333333333333,2.5,2,2.66666666666667,2.33333333333333,2.66666666666667,2.33333333333333,2,1.33333333333333,2.5
"ashland",0.333333333333333,1.33333333333333,1,0.666666666666667,0.666666666666667,0.666666666666667,1.5,2,1.33333333333333,2.66666666666667,2.33333333333333,1,0.666666666666667,1.66666666666667,1
"assurant",1.66666666666667,3.33333333333333,1.5,2,0.666666666666667,2,2.5,1,3.33333333333333,2.33333333333333,3.33333333333333,2.66666666666667,0,0,0
"att",2.33333333333333,1,0.5,1.33333333333333,0.666666666666667,0.333333333333333,0.5,1,1,1,1.33333333333333,1,1,1,0
"audi",2.66666666666667,3,2.5,3,2.66666666666667,2.66666666666667,3,3.33333333333333,2.66666666666667,2.33333333333333,3,3,3,3,3.5
"autoliv",2.66666666666667,3,3,3.66666666666667,1.66666666666667,3.33333333333333,2.5,3.66666666666667,4,3.66666666666667,2.66666666666667,1.66666666666667,2.66666666666667,0.666666666666667,0
"autonation",3.33333333333333,1.33333333333333,2.5,2,1.66666666666667,1,3.5,2.33333333333333,3,2.66666666666667,3,2,3.33333333333333,2.66666666666667,2
"autoowners-insurance-group",2,3,2,3,1,1,1.5,2.66666666666667,3,2.33333333333333,2.66666666666667,0.666666666666667,1,1.66666666666667,1.5
"autozone",0.666666666666667,1.33333333333333,1,0.666666666666667,1.33333333333333,1,0,0.666666666666667,2,2,1.66666666666667,0.333333333333333,0,2,2
"avery-dennison-corporation",1,4,0,0.333333333333333,0,0,0,1.33333333333333,4,2.66666666666667,3.33333333333333,0,0,3.33333333333333,3.5
"avis-budget-group",1.33333333333333,2.66666666666667,1.5,1.66666666666667,1,1,1,2,2.33333333333333,2.33333333333333,2.33333333333333,1,1,1.33333333333333,1
"avnet",0.666666666666667,1.33333333333333,1,1.33333333333333,0,0,1,2.33333333333333,0.666666666666667,3,3,0.666666666666667,0,1,0
"avon",1.33333333333333,3.33333333333333,2,1.66666666666667,3,1,2,2.33333333333333,2,1.33333333333333,3,2.33333333333333,1.66666666666667,0.666666666666667,1
"bacardi",0.666666666666667,0.666666666666667,1,0.666666666666667,1.33333333333333,1,0.5,0.666666666666667,0,0,0.666666666666667,0.333333333333333,1.33333333333333,0,0
"baker-hughes",3.33333333333333,3.66666666666667,3.5,2.66666666666667,3.33333333333333,3,4,2,4,3.66666666666667,3,3.66666666666667,3,3.33333333333333,3
"ball-corp",3,3.33333333333333,3,3,3,3.33333333333333,4,3.66666666666667,3.66666666666667,1.66666666666667,3.33333333333333,1.66666666666667,3,1,0.5
"bank-of-america",0.666666666666667,1.33333333333333,0,0.666666666666667,0.333333333333333,0.333333333333333,0.5,1.33333333333333,1.33333333333333,2.33333333333333,3,0.666666666666667,0.333333333333333,1,0
"barnes-noble",1.66666666666667,2,1.5,2,1,0.666666666666667,1.5,1.66666666666667,2,2,1.66666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.5
"baxalta-incorporated",2.33333333333333,3.33333333333333,2,3,2.66666666666667,3,3.5,3.66666666666667,3,3.33333333333333,3,1.66666666666667,0.666666666666667,1.66666666666667,1
"baxter-international",0,0.333333333333333,0,0,0,0,0,0.666666666666667,0.666666666666667,2,1.33333333333333,0,0,0,0
"bbt",2,2,1,2.33333333333333,1.33333333333333,0.333333333333333,1.5,2.66666666666667,2.66666666666667,2.66666666666667,2.66666666666667,1,2,1,1
"bcg",0.666666666666667,1.33333333333333,1,1,1.33333333333333,1.33333333333333,1,3,2,3.33333333333333,3.66666666666667,1.33333333333333,1.33333333333333,1,0.5
"becton-dickinson-and-company",1,2.66666666666667,2,1.66666666666667,3.33333333333333,2,3.5,3.33333333333333,3.66666666666667,3.33333333333333,4,4,3,0.666666666666667,0.5
"bed-bath-and-beyond",2.33333333333333,4,3.5,4,3,3.33333333333333,2.5,3.33333333333333,4,2.33333333333333,4,3,3,1.66666666666667,0.5
"best-buy",1.66666666666667,3.33333333333333,2.5,2,3.66666666666667,2.66666666666667,2.5,2.33333333333333,3,3.33333333333333,3.33333333333333,1.66666666666667,2,2.33333333333333,0
"big-lots",3.33333333333333,3,3,2.66666666666667,1.33333333333333,2.33333333333333,3.5,2,2,0.666666666666667,1.33333333333333,1,1.66666666666667,0.666666666666667,1
"biogen-idec-inc",0,2.66666666666667,3,3,3.66666666666667,3.33333333333333,4,3.66666666666667,3,3.33333333333333,3.33333333333333,1.33333333333333,1.66666666666667,0.666666666666667,0
"black-and-decker",2,2.33333333333333,2.5,1.66666666666667,1.33333333333333,2,0,1.33333333333333,2.33333333333333,0.333333333333333,2.66666666666667,0,1,1,2
"blackrock",2.33333333333333,3.66666666666667,4,3.66666666666667,2,1.66666666666667,3,2.33333333333333,3.66666666666667,3,3.66666666666667,2.33333333333333,2.33333333333333,1.66666666666667,2
"blackstone",2.66666666666667,2.33333333333333,1,1.66666666666667,1.66666666666667,2.33333333333333,2,1.33333333333333,1.66666666666667,1.33333333333333,1,2.33333333333333,1.66666666666667,1.66666666666667,2
"bmw",0,1,0,0,1.33333333333333,0.666666666666667,0,0,0.666666666666667,0.666666666666667,0.666666666666667,3,0.333333333333333,0,0
"bnsf-railway",2.66666666666667,4,2,4,3,1.66666666666667,3.5,2.33333333333333,3.33333333333333,2.33333333333333,3.66666666666667,2.33333333333333,1.33333333333333,2,3
"boeing",2,2.66666666666667,2,3.33333333333333,2.66666666666667,2.66666666666667,2,3,3.66666666666667,3.33333333333333,4,2,2,2.66666666666667,2
"bond-street",0,2.33333333333333,0,0.333333333333333,0,1,0,2.33333333333333,3.33333333333333,2.66666666666667,2.33333333333333,2.33333333333333,0.666666666666667,1,0
"booking",2,3.33333333333333,2.5,3,3.33333333333333,3.33333333333333,3.5,3.33333333333333,3.66666666666667,4,3.33333333333333,4,2.33333333333333,2.33333333333333,0
"booz-allen-hamilton-holding-corp",2.66666666666667,3,4,3.33333333333333,2.33333333333333,2,3,3.33333333333333,3,3.66666666666667,3.66666666666667,2.66666666666667,2.66666666666667,2.33333333333333,2
"borgwarner-inc",1.66666666666667,3,2.5,1,1,1,2,2.33333333333333,3.33333333333333,2.66666666666667,3,0.666666666666667,1,2.66666666666667,3
"boston-scientific-corp",1,2.33333333333333,2.5,1.33333333333333,3,3.66666666666667,4,2.66666666666667,3,3,2.66666666666667,1.66666666666667,1.66666666666667,0.666666666666667,0
"bristol-myers-squibb",1.66666666666667,2.33333333333333,2.5,0.333333333333333,2.66666666666667,2.33333333333333,1.5,3.33333333333333,3.33333333333333,4,3,1.33333333333333,0.666666666666667,1.66666666666667,0.5
"broadcom",1.66666666666667,2.66666666666667,2,2.33333333333333,2.33333333333333,2,2,2.66666666666667,3,3,2.66666666666667,2.33333333333333,2.33333333333333,2,2.5
"budweiser",1.66666666666667,3.33333333333333,2.5,2,2.66666666666667,3,2.5,3,2.33333333333333,3,2.33333333333333,2.66666666666667,2.66666666666667,3,2
"buick",0.666666666666667,2.33333333333333,2.5,2.33333333333333,3.33333333333333,2.33333333333333,2.5,3,2.33333333333333,3.33333333333333,3.66666666666667,2.66666666666667,1.33333333333333,3,1.5
"burberry",2.33333333333333,4,4,4,4,4,4,4,4,3.66666666666667,4,4,4,4,4
"burger-king",2,3.33333333333333,2,1.66666666666667,2,1,1.5,2,3.33333333333333,2,4,1,1.66666666666667,0,0
"burlington-stores",2,3.33333333333333,3,3,2.33333333333333,2.33333333333333,2,3.33333333333333,3.33333333333333,2.33333333333333,3,2.66666666666667,3,1.33333333333333,0
"cabelas-inc",2.66666666666667,3.33333333333333,2.5,2.66666666666667,2.33333333333333,2.66666666666667,3,1.66666666666667,3.66666666666667,0.666666666666667,3,1.33333333333333,1.66666666666667,4,3.5
"cablevision-systems-corporation",4,4,0,2,0,0.666666666666667,0,2.33333333333333,4,1.66666666666667,2.66666666666667,0.333333333333333,1.33333333333333,1.33333333333333,0
"cadbury",2.33333333333333,1.66666666666667,2.5,3.33333333333333,2,2.33333333333333,3,1.66666666666667,2.33333333333333,1.66666666666667,2.66666666666667,1.66666666666667,2.66666666666667,0.666666666666667,0
"cadillac",2,3,2.5,3,3,2,2.5,3.33333333333333,3,3,3.33333333333333,3.66666666666667,2,1.33333333333333,3
"calpine-corporation",1,2.33333333333333,2.5,0.333333333333333,2,1,2,2.33333333333333,2,3,2,0,0,1,0.5
"calvin-klein",0,1.33333333333333,0.5,0,2,2.33333333333333,0.5,0.666666666666667,0,0,2,2.66666666666667,1.66666666666667,1.33333333333333,0
"camel",1,0.666666666666667,0.5,1,0.333333333333333,0.333333333333333,0.5,0.666666666666667,1,0.666666666666667,0.666666666666667,0.333333333333333,1,0.666666666666667,0.5
"cameron-international-corporation",2.33333333333333,2.66666666666667,2,2.33333333333333,2.66666666666667,2.66666666666667,2,2,2,2.33333333333333,2.33333333333333,2.33333333333333,2,2,2.5
"campbells",2.66666666666667,1.33333333333333,2.5,0.666666666666667,0,0,0,0,1.66666666666667,0,1.66666666666667,0,0,0,0
"canon",0.666666666666667,0.333333333333333,0.5,0,0,0,0.5,1.66666666666667,1.33333333333333,1.66666666666667,0.333333333333333,0.333333333333333,0,0,0
"capital-one",2,3,3,2.66666666666667,2,2,2,2.66666666666667,3.33333333333333,2.33333333333333,3,1.33333333333333,2,2,1.5
"cardinal-health",0.333333333333333,1.66666666666667,1.5,0.333333333333333,0,0,0,2,1.66666666666667,1,1,0,0,0,0
"carefree",1.33333333333333,4,2,0,0,0,2,1.33333333333333,4,2.66666666666667,4,0,1.33333333333333,0.333333333333333,0
"carmax",2.66666666666667,4,2.5,4,2,2,1.5,3.66666666666667,3,2.33333333333333,4,0.666666666666667,2.66666666666667,1.33333333333333,0
"carrier",1,1.66666666666667,1.5,1.33333333333333,0.333333333333333,1,1,2,2.33333333333333,2.33333333333333,2,1.66666666666667,0.666666666666667,0.666666666666667,1
"cartier",0,3,3,1.33333333333333,2,1.66666666666667,2.5,2.33333333333333,2,2,3.66666666666667,3.66666666666667,2.33333333333333,0.666666666666667,0
"caseys-general",4,2.33333333333333,2.5,3,0.333333333333333,1,1.5,2,2.66666666666667,1,1.33333333333333,0.333333333333333,1,2.66666666666667,1
"caterpillar",2.66666666666667,3,3,2.33333333333333,3,2,3,3,3.33333333333333,2.66666666666667,3,1.66666666666667,2.33333333333333,3.66666666666667,3
"cbi",1.33333333333333,4,4,1.33333333333333,1.33333333333333,1.33333333333333,4,4,4,4,4,2.66666666666667,0,0,0
"cbre",2,3,1.5,2,2,2,2,2.66666666666667,3,3,3,2.66666666666667,1,0.666666666666667,1.5
"cbs",1.66666666666667,2,2.5,2.33333333333333,3.33333333333333,1.66666666666667,2.5,2.66666666666667,3,3,3,2,1.66666666666667,0.333333333333333,1
"cdw-corporation",2,2.33333333333333,2.5,2.33333333333333,2,2.66666666666667,3,3.33333333333333,3,3.66666666666667,3,2.33333333333333,1,1,1
"celanese-corporation",0.666666666666667,2.33333333333333,1,0.333333333333333,2,2.66666666666667,2.5,3.66666666666667,3,4,3.66666666666667,1.66666666666667,1.33333333333333,1,2.5
"celgene",0.666666666666667,0.666666666666667,0.5,0,1.66666666666667,0.666666666666667,2.5,1,2.33333333333333,3.33333333333333,2.66666666666667,1,0,0,0
"centene-corporation",0,4,2,0,1.33333333333333,2.66666666666667,4,4,4,4,2.66666666666667,1.33333333333333,0,0,2
"centerpoint-energy",2,3,2,2.33333333333333,0,0.666666666666667,0,2.33333333333333,3.33333333333333,2.66666666666667,2.66666666666667,0,0.666666666666667,0.666666666666667,1
"centurylink",3,3,3,3,3,3,3,3,3,3,3,3,3,3,2
"cerner-corp",0,0.333333333333333,0,0,0.333333333333333,0.666666666666667,1,0.333333333333333,1,1.33333333333333,1.33333333333333,0,0,0,0
"ch-robinson",2.66666666666667,4,2,0,1.33333333333333,0,0,2.66666666666667,4,4,2.66666666666667,0,0,2.66666666666667,4
"ch2m-hill-companies",0.666666666666667,1.33333333333333,1.5,1,2,2.66666666666667,3.5,2.66666666666667,1,4,2.33333333333333,1.66666666666667,2,1,0
"charles-schwab",1,2.33333333333333,1.5,1.33333333333333,0,0.666666666666667,1,1.33333333333333,3,2.33333333333333,3,1,0,0,0
"charter-communications",1.66666666666667,1.66666666666667,1.5,1,1,0.666666666666667,1,1,1,1.33333333333333,1,1.33333333333333,0.333333333333333,2,1
"chase",0,2.66666666666667,1,0.666666666666667,1.66666666666667,1.33333333333333,2,3,4,3.66666666666667,4,1,2,0.666666666666667,0.5
"chesapeake-energy-corporation",1.66666666666667,3.33333333333333,2.5,1.33333333333333,2.66666666666667,1,2.5,2.66666666666667,3.66666666666667,3.66666666666667,3.66666666666667,2,0.333333333333333,2,3
"chesterfield",1.66666666666667,2.66666666666667,2,2.66666666666667,2.66666666666667,2,3,2.66666666666667,2.33333333333333,1.66666666666667,2.66666666666667,2.33333333333333,2.66666666666667,1,0
"chevron",3,2.66666666666667,2,2.33333333333333,2.66666666666667,2.33333333333333,2.5,2.66666666666667,3,3,2.66666666666667,1.33333333333333,1.66666666666667,3,2.5
"chipotle-mexican",2.33333333333333,3.33333333333333,3,3,3,3.33333333333333,3.5,3,3,1.66666666666667,2.33333333333333,1.33333333333333,2.33333333333333,2.66666666666667,3
"chs",2.33333333333333,2,2.5,1,1.33333333333333,1.66666666666667,1,3,3,2.33333333333333,3.66666666666667,1,1,3.33333333333333,3
"chubb",0.666666666666667,0,0,1,0,0.333333333333333,1,0,0,0,0,0,0,0.333333333333333,0
"cigna",0.333333333333333,0.666666666666667,0.5,0,1,1.33333333333333,1,0.666666666666667,1,0.333333333333333,1.33333333333333,1,0.666666666666667,0.666666666666667,1
"cincinnati-financial-corporation",2.66666666666667,2,2.5,2,0.666666666666667,1.33333333333333,2.5,2,2,3,1.33333333333333,1,1.33333333333333,1,0.5
"cinemark",2,1.33333333333333,2.5,1.33333333333333,1.66666666666667,1.33333333333333,2.5,2,2,1.66666666666667,1.66666666666667,1.66666666666667,1,1.33333333333333,1
"cintas-corp",1.33333333333333,2,1.5,2,1.33333333333333,1.66666666666667,2.5,2,2.66666666666667,1.66666666666667,1.66666666666667,1,1.66666666666667,2.33333333333333,2.5
"cisco",0,0.666666666666667,0,0,0.333333333333333,0.333333333333333,0.5,0,2.33333333333333,3.33333333333333,2.66666666666667,1,0,1,0
"citi",0.666666666666667,2.66666666666667,1.5,2.33333333333333,2,1,1.5,2.33333333333333,3,3,3,3,0.666666666666667,0.666666666666667,1.5
"citizens",2,4,3.5,2.33333333333333,2.66666666666667,3,2,2.66666666666667,3,3.33333333333333,2.66666666666667,3,2.33333333333333,2.66666666666667,0
"clinique",1,2.33333333333333,2.5,2,1.66666666666667,1.33333333333333,1,3,1.66666666666667,1.66666666666667,2.66666666666667,3.33333333333333,3,1,0
"clorox",2.33333333333333,2.66666666666667,0.5,2,0,0.333333333333333,1.5,2.33333333333333,3,2.66666666666667,2.66666666666667,0.333333333333333,1.33333333333333,0,1
"cme",0,4,2,0,1.33333333333333,1.33333333333333,2,2.66666666666667,4,4,4,2.66666666666667,0,0,0
"cms-energy-corporation",2,2.66666666666667,1,1.66666666666667,1.33333333333333,1.33333333333333,0.5,3,3,3,3.33333333333333,0,1.33333333333333,1.66666666666667,3
"coach",1.33333333333333,3,1.5,2.66666666666667,3.33333333333333,1.66666666666667,2.5,4,3.66666666666667,2.33333333333333,4,4,3.66666666666667,0.666666666666667,0
"coca-cola",2.33333333333333,3,4,4,3.33333333333333,3.66666666666667,4,4,3.33333333333333,2.33333333333333,4,3.33333333333333,1.66666666666667,1.33333333333333,1
"cognizant",0,0,0,0,0.666666666666667,0.333333333333333,2.5,0.666666666666667,2,3.33333333333333,3.33333333333333,1.33333333333333,0,0,0
"colgate",2,2.66666666666667,1.5,3.66666666666667,0.666666666666667,0.666666666666667,1,1.33333333333333,3.33333333333333,1.66666666666667,3.66666666666667,0,0.333333333333333,0,0
"comcast-corporation",0.666666666666667,1,1.5,0,0.666666666666667,0.333333333333333,0.5,1.33333333333333,0.666666666666667,3,3.33333333333333,1.66666666666667,0.666666666666667,0.666666666666667,0
"commercial-metals-company",1,1.66666666666667,1.5,2.33333333333333,1.33333333333333,1.66666666666667,1.5,1.66666666666667,1,2.33333333333333,1.33333333333333,1.66666666666667,1,1.66666666666667,1.5
"community-health-systems",1,3,2,0.666666666666667,0,0,1.5,0.333333333333333,2.66666666666667,0,3,0,0.666666666666667,0,0
"conagra-foods",0.666666666666667,1.66666666666667,0,0,0.333333333333333,0.333333333333333,0,1,2,2.33333333333333,2.66666666666667,0,0,1,0
"conocophillips",1.66666666666667,2.33333333333333,2,1.66666666666667,2,1.33333333333333,2,2.66666666666667,3,2.66666666666667,3.33333333333333,1,1.66666666666667,3.33333333333333,2
"cons-edison-inc",0,1.33333333333333,1,0.333333333333333,1,1.33333333333333,2.5,1.66666666666667,3.33333333333333,3,2.66666666666667,0.333333333333333,0,0.333333333333333,2
"constellation-brands",2.66666666666667,4,3,4,4,3,2,4,4,3,4,3.66666666666667,2.66666666666667,1.66666666666667,2
"coors",1.33333333333333,3.33333333333333,2.5,2.33333333333333,3,2.33333333333333,3,3.33333333333333,3.33333333333333,2.33333333333333,3.66666666666667,2.33333333333333,1.66666666666667,4,3.5
"coremark-holding-company",0.666666666666667,1.66666666666667,0,0,0,0.666666666666667,0.5,0.666666666666667,2,1,1,0,0,0,0
"corning",1.66666666666667,2,2,2,2,2,2,2.66666666666667,2,2,2,1.66666666666667,2.33333333333333,1.66666666666667,1
"costco",3,3.33333333333333,2.5,2.33333333333333,2.33333333333333,1,1,3.33333333333333,2.66666666666667,2.33333333333333,2.66666666666667,1,1.33333333333333,2,1
"courtyard",2,3.33333333333333,3.5,3.33333333333333,2.33333333333333,2,3,3.66666666666667,4,3.33333333333333,3.66666666666667,2,2.33333333333333,1.33333333333333,2
"crown-holdings-inc",0.666666666666667,3.33333333333333,2,2.66666666666667,0.333333333333333,1.66666666666667,3,3.66666666666667,3,3,3.33333333333333,1.33333333333333,1,0,0
"csc",0.666666666666667,3.66666666666667,2,2,2.33333333333333,1.33333333333333,3,3.66666666666667,4,4,4,2,2,0.333333333333333,1
"cst-brands",1.33333333333333,1.66666666666667,2,1.66666666666667,2.33333333333333,1.66666666666667,1,2.66666666666667,2,3,2.66666666666667,2,1.33333333333333,2.33333333333333,1.5
"csx",2.33333333333333,3.66666666666667,3.5,3.33333333333333,1,2.66666666666667,3,0.666666666666667,3.66666666666667,1.66666666666667,3.33333333333333,1,2,3.66666666666667,4
"cummins",0.666666666666667,2.33333333333333,0.5,0,0,0.666666666666667,0,1.33333333333333,1.66666666666667,0.333333333333333,1.66666666666667,0,0,2,3
"cvs",1.66666666666667,2.33333333333333,1,2.33333333333333,0.666666666666667,0.666666666666667,1.5,2.66666666666667,1.66666666666667,2.33333333333333,3,1,0.333333333333333,0,0
